contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,VVD,Algemene Waterschapspartij Delfland,Partij voor de Dieren,50PLUS,ChristenUnie-SGP
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Maasdijk Basisschool Het Kompas,1783::SB16,2676 XH,1553,693,6,4,0,0,1,624,78,0,0,0,0,0,0,703,188,34,49,168,135,25,17,77
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Maasdijk Kerkgebouw De Hoeksteen,1783::SB17,2676 VP,1928,815,14,1,0,0,0,725,105,0,0,0,0,0,0,830,268,19,33,245,114,35,22,79
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau 's-Gravenzande Gemeentehuis,1783::SB18,2691 BE,1656,733,14,6,0,0,0,642,111,0,0,0,0,0,0,753,230,40,44,168,110,21,22,98
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau 's-Gravenzande Bibliotheek,1783::SB19,2692 AG,1587,783,12,2,0,0,0,689,108,0,0,0,0,0,0,797,205,27,56,177,138,45,25,110
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau 's-Gravenzande De Brug,1783::SB20,2691 GC,2187,890,18,1,0,0,0,785,124,0,0,0,0,0,0,909,214,34,55,200,156,42,25,164
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau 's-Gravenzande De Kiem,1783::SB21,2691 GC,1588,772,16,1,0,0,0,702,87,0,0,0,0,0,0,789,165,39,60,190,152,29,31,106
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau 's-Gravenzande Wijkcentrum Larix,1783::SB22,2691 DE,1608,718,12,3,0,40,0,686,87,0,0,0,40,0,0,773,185,42,50,133,118,43,47,100
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau 's-Gravenzande De Kreek,1783::SB23,2691 CK,1600,752,7,3,0,0,1,679,82,0,0,0,0,0,0,762,197,54,43,187,117,42,32,80
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau 's-Gravenzande Wijkcentr. Kornalijn,1783::SB24,2691 TB,1506,689,7,5,0,0,0,602,68,0,0,0,0,0,0,670,164,42,61,113,150,37,29,93
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau 's-Gravenzande Sonnevanck,1783::SB25,2692 BS,1520,707,15,2,0,0,0,625,99,0,0,0,0,0,0,724,184,39,41,152,117,30,33,111
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau 's-Gravenzande Pr.W.Alexanderschool,1783::SB26,2694 BW,1523,712,13,0,0,1,0,625,101,0,0,0,1,0,0,726,197,27,61,181,121,33,10,82
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau 's-Gravenzande De Kameleon,1783::SB27,2691 LR,1633,577,12,5,0,0,0,509,85,0,0,0,0,0,0,594,185,12,35,167,90,26,18,44
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Monster Gemeentehuis,1783::SB28,2681 AP,1700,763,6,7,0,0,0,667,109,0,0,0,0,0,0,776,214,25,79,190,105,43,19,88
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Monster Jeugdhaven,1783::SB29,2681 LB,1779,613,10,2,0,0,0,553,72,0,0,0,0,0,0,625,134,20,52,134,91,35,38,109
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Monster Ichthusschool,1783::SB30,2681 TC,1649,746,22,4,0,0,0,683,89,0,0,0,0,0,0,772,141,40,117,119,140,57,33,99
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Monster De Hoeksteen,1783::SB31,2681 AB,1384,538,13,2,0,1,0,490,62,0,0,1,0,0,0,552,150,25,48,85,94,44,21,71
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Monster Bibliotheek,1783::SB32,2681 NT,1648,901,19,6,0,0,0,812,114,0,0,0,0,0,0,926,196,52,123,154,161,59,52,104
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Monster Sportpark Polanen,1783::SB33,2681 HN,1677,694,11,4,0,0,0,629,80,0,0,0,0,0,0,709,153,45,82,125,150,59,31,49
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Ter Heijde Het Vrondel,1783::SB34,2684 XE,1667,663,14,1,0,0,1,591,86,0,0,0,0,0,0,678,138,38,64,115,152,69,40,47
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Poeldijk De Leuningjes,1783::SB35,2685 BB,1498,666,12,1,1,0,0,609,71,0,0,0,1,0,0,680,201,48,50,129,115,44,52,27
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Poeldijk De Backerhof,1783::SB36,2685 ES,1852,833,16,9,0,0,0,749,110,0,0,0,1,0,1,859,282,36,69,203,134,34,44,31
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Poeldijk Basisschool  De Nieuwe Weg,1783::SB37,2685 WB,1524,647,9,11,0,0,1,580,86,0,0,0,0,0,0,667,204,45,46,133,128,30,38,23
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Wateringen Gemeentehuis,1783::SB38,2291 HN,1427,686,15,4,0,0,0,623,82,0,0,0,0,0,0,705,148,40,67,158,172,57,33,11
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Wateringen Parochiezaal,1783::SB39,2291 SZ,1708,676,5,9,0,0,0,624,66,0,0,0,0,0,0,690,158,44,61,147,141,46,48,31
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Wateringen De Ark,1783::SB40,2291 BD,1600,891,16,6,1,0,0,827,87,0,0,0,1,0,0,914,234,87,81,156,192,64,47,30
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Wateringen De Smidse,1783::SB41,2291 CA,1483,997,31,2,0,0,0,907,123,0,0,0,0,0,0,1030,275,65,72,200,211,66,68,40
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Wateringen De Kyckert,1783::SB42,2291 LC,1882,576,18,6,0,0,0,530,70,0,0,0,0,0,0,600,114,58,64,122,133,48,21,16
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Wateringen Ontmoetingsplek Joop,1783::SB43,2292 CG,2458,931,17,9,0,0,0,835,122,0,0,0,0,0,0,957,184,87,77,277,185,62,42,17
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Wateringen Scouting Wateringen,1783::SB44,2291 GP,1547,332,3,0,0,0,0,301,34,0,0,0,0,0,0,335,68,28,31,83,68,26,15,13
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Kwintsheul De Lessenaar,1783::SB45,2295 LH,1497,851,7,5,0,0,0,787,76,0,0,0,0,0,0,863,322,37,51,241,134,33,23,10
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Kwintsheul Basisschool Andreashof,1783::SB46,2295 PE,1523,675,11,4,0,0,0,624,66,0,0,0,0,0,0,690,178,57,61,142,135,45,35,22
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau De Lier Gemeentehuis,1783::SB47,2678 CK,1667,888,13,4,0,0,0,791,114,0,0,0,0,0,0,905,258,21,22,288,237,18,15,29
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau De Lier 't Centrum,1783::SB48,2678 CM,1668,820,13,1,0,0,0,731,103,0,0,0,0,0,0,834,268,36,13,226,216,20,16,25
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau De Lier PCBS Prins Willem-Alexander,1783::SB49,2678 TX,1351,625,9,5,0,0,0,577,62,0,0,0,0,0,0,639,174,20,31,124,215,17,17,27
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau De Lier De Viermaster,1783::SB50,2678 BP,1484,739,8,6,0,0,0,679,74,0,0,0,0,0,0,753,154,37,16,209,271,15,7,30
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau De Lier Sportcentrum Vreeloo,1783::SB51,2678 LN,1782,994,6,5,0,0,2,883,120,0,0,0,0,0,0,1005,211,43,34,290,330,34,28,24
Delfland,Westland,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau De Lier De Achtsprong,1783::SB52,2678 TC,1374,604,8,5,0,0,0,542,75,0,0,0,0,0,0,617,121,26,15,153,219,21,20,29
