contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Ons Water,West-Brabant Waterbreed,VVD,Partij van de Arbeid (P.v.d.A.),Algemene Waterschapspartij,50PLUS
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Buurtcentrum Sprang-Driessen,0867::SB21,5161 VA,1272,548,9,5,0,0,0,500,63,0,1,0,1,0,0,563,136,37,62,135,94,18,20,46
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Steunpunt Achter de Hoven,0867::SB22,5161 EK,1379,475,10,0,0,0,0,443,42,0,0,0,0,0,0,485,127,45,51,98,80,21,19,34
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Basisschool De Bron,0867::SB23,5161 AN,1011,430,14,3,0,0,0,391,56,0,0,0,0,0,0,447,106,32,43,141,61,11,15,21
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Buurthuis Capelle,0867::SB24,5161 ZD,821,313,6,4,0,0,0,289,34,0,0,0,0,0,0,323,46,24,33,100,58,13,8,31
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Soc Cult Centrum  Den Bolder,0867::SB25,5165 TR,1564,712,13,6,0,0,0,659,72,0,0,0,0,0,0,731,185,66,85,127,122,46,22,59
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Zorgcentrum De Stroming,0867::SB26,5165 CE,1439,617,15,2,0,0,0,574,60,0,0,0,0,0,0,634,157,51,85,113,95,45,17,54
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Buurthuiskamer 't Schooltje,0867::SB27,5165 AL,928,361,2,5,0,0,2,324,42,0,0,0,0,0,0,368,91,29,52,88,35,15,9,42
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Ontmoetingscentrum De Haven,0867::SB33,5141 JX,972,378,9,2,0,0,0,354,35,0,0,0,0,0,0,389,101,40,52,28,99,24,6,28
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Café Restaurant Het Galgenwiel,0867::SB34,5144 NK,969,453,14,1,0,0,1,414,53,0,0,0,0,0,0,468,117,33,54,26,146,27,11,39
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Sporthal de Slagen,0867::SB35,5146 AW,1590,571,19,6,0,0,0,515,81,0,0,0,0,0,0,596,114,59,86,76,150,35,21,30
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Basisschool de Hoef,0867::SB36,5142 PG,1100,387,20,1,0,0,0,371,37,0,0,0,0,0,0,408,75,58,69,47,57,28,12,41
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Bibliotheek Waalwijk,0867::SB37,5141 HK,1182,420,9,5,0,0,0,399,35,0,0,0,0,0,0,434,108,36,73,30,72,44,15,42
