contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,Betaalbaar Water,ChristenUnie,VVD,50PLUS,Algemene Waterschapspartij (AWP),Partij voor Mens en Spirit (MenS),Partij voor de Dieren
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Het Heerenhuis,0014::SB11,9712 NR,448,152,10,1,1,1,0,159,6,0,0,0,2,0,0,165,34,27,7,2,7,32,7,13,4,19
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Borgmanschool,0014::SB12,9712 CS,755,356,20,4,0,2,0,364,18,0,0,0,2,0,0,382,88,98,20,13,14,41,5,17,7,53
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Het Paleis,0014::SB13,9712 LM,837,430,23,0,0,0,0,453,0,0,0,0,0,0,0,453,117,72,29,17,24,54,7,32,11,67
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau De Ebbingepoort,0014::SB14,9712 XA,806,261,11,8,0,0,0,269,11,0,0,0,0,0,0,280,61,61,24,12,13,23,5,21,12,29
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Doopsgezinde Gemeente Groningen,0014::SB16,9712 GD,0,65,5,0,1,0,0,67,4,0,0,0,1,0,0,71,21,10,4,3,2,7,1,6,1,10
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Leger des Heils,0014::SB20,9713 GL,1389,696,38,2,0,0,0,699,37,0,0,0,0,0,0,736,158,164,50,36,36,89,18,47,11,87
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Buurt- en speeltuinvereniging FEO,0014::SB21,9713 CL,1464,400,26,2,0,0,0,401,27,0,0,0,0,0,0,428,87,101,33,23,11,61,4,32,8,40
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Oosterparkheem,0014::SB22,9713 VX,1951,492,18,2,0,0,0,484,28,0,0,0,0,0,0,512,126,116,27,27,29,41,22,32,11,61
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Simon van Hasseltschool,0014::SB23,9713 KX,1642,555,12,6,0,0,0,573,0,0,0,0,0,0,0,573,127,100,27,63,22,34,29,45,16,92
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Treslinghuis,0014::SB24,9713 SW,1115,375,18,1,1,0,0,381,12,0,0,1,0,0,0,393,100,56,14,32,20,18,22,30,10,73
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Franciscuscentrum,0014::SB25,9713 PV,1670,414,9,0,0,0,0,403,20,0,0,0,0,0,0,423,97,69,16,45,17,17,26,20,14,93
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau OBS Siebe Jan Boumaschool,0014::SB26,9713 VA,1468,487,25,4,0,0,0,483,33,0,0,0,0,0,0,516,117,86,32,41,24,30,24,38,14,81
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Rebound Groningen,0014::SB30,9714 CV,1531,543,39,1,0,0,0,591,28,0,0,0,36,0,0,619,145,96,42,25,29,81,4,47,25,49
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Baptistenkerk De Cirkel,0014::SB31,9714 AT,1852,670,36,1,0,0,0,684,23,0,0,0,0,0,0,707,144,138,45,29,51,81,14,59,14,95
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau St. Michaëlschool,0014::SB32,9714 JS,1713,517,23,2,0,0,0,510,28,0,0,4,0,4,0,538,126,112,33,28,42,51,14,46,8,57
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau De Kleine Wereld,0014::SB40,9715 JB,1575,309,11,2,1,0,0,313,8,0,0,1,0,0,0,321,66,54,24,26,17,37,11,33,9,32
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Vrouwencentrum Jasmijn,0014::SB42,9715 HS,1631,677,34,5,0,0,0,683,37,0,4,0,4,0,0,720,171,126,48,44,42,58,21,55,20,92
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Gymzaal O.B.S. Karrepad,0014::SB43,9715 NR,1087,319,17,2,0,0,0,325,13,0,0,0,0,0,0,338,77,61,27,25,19,30,7,28,2,43
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Gymzaal O.B.S. Karrepad,0014::SB44,9715 NR,1439,505,23,3,1,0,0,505,25,0,0,1,0,0,0,530,112,108,53,23,35,38,21,28,20,67
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Hamrikheem,0014::SB46,9715 SX,1391,459,18,2,0,0,0,463,16,0,0,0,0,0,0,479,116,85,30,44,34,24,26,28,9,63
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Wessel Gansfortcollege,0014::SB47,9731 BW,957,366,8,2,0,4,0,342,40,0,2,0,6,0,0,382,115,65,25,24,44,10,21,21,7,34
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Buurtcentrum Hunzeborgh,0014::SB48,9731 EB,1017,554,15,6,0,0,0,521,53,0,0,1,0,1,0,574,181,97,36,42,37,50,21,26,10,54
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Kantine GTV Van Starkenborgh,0014::SB49,9731 BW,933,483,24,2,0,0,0,465,43,0,0,1,0,1,0,508,155,106,28,30,38,25,22,22,3,54
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Christelijk Centrum Groningen,0014::SB50,9716 AV,1519,415,26,6,1,0,0,435,14,0,1,0,0,0,0,449,105,67,28,34,29,49,10,30,11,52
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau BSV  De Hoogte,0014::SB51,9716 GZ,1791,515,30,4,0,1,0,521,27,0,0,1,0,0,0,548,133,78,21,45,33,26,26,47,16,90
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Dependance Nassauschool,0014::SB60,9717 ED,917,447,14,4,0,0,0,423,42,0,0,0,0,0,0,465,172,90,27,20,25,32,14,6,5,56
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Buurtcentrum Oranjewijk,0014::SB61,9717 BK,1116,532,30,2,0,1,0,536,29,0,0,0,1,0,0,565,193,85,31,28,20,32,12,32,15,84
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau De Poort,0014::SB62,9717 JW,1819,737,35,1,0,0,0,732,41,0,0,0,0,0,0,773,212,150,55,41,30,62,12,41,14,120
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Casa de la Trova,0014::SB63,9717 KP,1701,421,20,4,0,0,0,427,18,0,0,0,0,0,0,445,116,86,19,18,26,54,8,26,17,51
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Buurtpand Op Mars,0014::SB71,9718 HN,1054,383,26,2,0,1,0,387,25,0,0,0,1,0,0,412,98,64,27,21,18,69,6,26,7,47
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Noorderpoortcollege,0014::SB72,9718 JB,1545,683,38,3,0,2,0,689,37,0,0,0,2,0,0,726,190,138,52,40,25,114,9,34,14,67
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Sportief Negentig,0014::SB73,9718 BA,1411,354,24,0,0,0,0,371,7,0,0,0,0,0,0,378,86,77,24,11,13,62,4,34,13,30
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau MJD-Zorgloket Groningen,0014::SB74,9718 KT,1605,715,42,3,0,0,0,714,48,0,0,0,2,0,0,762,244,139,52,14,31,94,15,48,12,66
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Zorgpunt Hoendiep,0014::SB75,9718 TA,1548,425,24,1,0,0,0,441,9,0,0,0,0,0,0,450,67,90,31,23,18,85,3,37,15,56
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Columnakerk,0014::SB80,9718 TJ,1035,425,17,1,0,0,0,428,15,0,0,0,0,0,0,443,107,101,34,21,34,36,9,31,7,45
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau BSO Schildersbuurt,0014::SB81,9718 RZ,986,402,17,3,0,0,0,401,21,0,0,0,0,0,0,422,110,87,17,39,25,21,16,25,6,56
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Salvator Mariaparochie,0014::SB100,9721 EA,0,27,0,0,0,0,0,23,4,0,0,0,0,0,0,27,9,3,0,2,4,4,0,1,0,4
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Sporthal De Wijert,0014::SB101,9721 LB,0,27,0,0,0,0,0,26,1,0,0,0,0,0,0,27,1,5,4,2,5,7,0,0,0,3
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Vondelflat,0014::SB102,9721 LC,0,21,3,0,0,0,0,22,1,0,0,1,0,1,0,23,3,3,0,3,0,5,0,4,1,2
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Opstandingskerk,0014::SB104,9721 JM,0,19,1,0,0,0,0,20,0,0,0,0,0,0,0,20,4,4,0,0,6,0,1,1,1,2
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau De Bolster,0014::SB105,9721 NH,0,19,3,0,0,0,0,21,2,0,0,0,1,0,1,23,5,3,3,2,2,1,1,0,2,0
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau C.B.S. Tamarisk,0014::SB106,9721 SW,0,15,1,0,0,0,0,19,2,0,5,0,5,0,0,21,4,3,1,0,3,2,0,1,0,1
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Zuiderflat,0014::SB107,9721 VV,0,24,0,0,0,0,0,19,5,0,0,0,0,0,0,24,5,4,1,2,5,0,2,2,0,3
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Brederoschool,0014::SB108,9721 XA,0,13,1,1,0,0,0,11,4,0,0,0,0,0,0,15,3,4,1,1,1,1,0,1,0,1
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Joseph Haydnschool,0014::SB110,9722 CL,0,20,1,1,0,0,0,13,9,0,0,0,0,0,0,22,4,4,2,1,0,1,0,4,0,4
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Buurt- en Speeltuinver. Helpman,0014::SB111,9722 BX,0,18,0,0,1,0,0,19,0,0,0,0,1,0,0,19,4,2,2,2,3,1,0,3,1,0
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Speellokaal,0014::SB112,9722 JV,0,4,0,1,0,0,0,4,1,0,0,0,0,0,0,5,1,1,0,0,0,1,0,0,0,1
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Evangelische Gemeente Helperkerk,0014::SB114,9722 GP,0,13,0,0,0,0,0,12,2,0,0,0,1,0,1,14,5,2,0,2,2,0,0,0,1,1
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Dagverblijf De Kleine Beer,0014::SB115,9722 VH,0,13,2,0,0,0,0,14,1,0,0,0,0,0,0,15,0,3,0,2,1,3,0,3,0,1
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Multifunctioneelcentrum Engelbert,0014::SB120,9723 ER,0,6,1,0,4,0,0,10,1,0,0,0,4,0,0,11,0,1,0,1,0,1,3,0,0,0
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Buurtcentrum Poortershoes,0014::SB130,9724 CA,0,33,2,0,0,0,1,33,1,0,0,0,0,0,0,35,7,4,2,3,0,3,1,2,5,6
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Waterbedrijf Groningen,0014::SB131,9723 DV,41,56,1,0,0,0,0,52,2,0,0,3,0,0,0,54,16,13,9,2,1,7,2,1,3,2
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Gemeente Groningen,0014::SB133,9723 ZR,0,89,3,1,0,0,0,92,1,0,0,0,0,0,0,93,29,17,4,2,4,8,5,8,1,11
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau CBK,0014::SB134,9724 DA,0,40,1,2,1,0,2,35,5,0,0,1,0,0,0,42,14,10,2,1,3,1,1,3,0,5
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,"Stembureau S.B.O. Groningen, Klaslokaal Dino's",0014::SB140,9724 EJ,0,19,1,0,0,0,0,18,2,0,0,0,0,0,0,20,5,2,1,0,1,2,0,2,1,5
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau De Smidse,0014::SB141,9725 KA,0,36,2,0,0,0,0,34,4,0,0,0,0,0,0,38,8,5,1,5,5,3,0,5,0,4
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Buurthuiskamer Merwede,0014::SB142,9725 KE,0,56,2,0,0,0,0,50,7,0,0,1,0,1,0,57,12,7,5,0,6,7,1,5,3,10
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau De Puddingfabriek,0014::SB143,9725 BG,0,38,5,0,0,0,0,37,6,0,0,0,0,0,0,43,8,8,2,2,1,3,1,3,1,9
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,"Stembureau S.B.O. Groningen, Klaslokaal",0014::SB144,9724 EJ,0,14,0,0,1,0,0,9,6,0,0,0,1,0,0,15,5,2,0,2,0,2,0,1,0,2
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Parcival College,0014::SB145,9725 KG,0,15,3,0,0,0,0,18,0,0,0,0,0,0,0,18,3,1,0,3,0,0,0,1,1,6
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Augustinuscollege,0014::SB151,9726 GP,1720,586,33,1,0,0,0,596,24,0,0,0,0,0,0,620,129,117,54,22,38,90,13,46,12,65
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Buurtcentrum Badstratenbuurt,0014::SB152,9726 BS,1493,567,35,2,0,1,0,573,32,0,0,0,1,0,0,605,142,104,41,30,41,60,16,29,16,88
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau O.D.S. De Starter,0014::SB161,9727 HW,1477,621,0,0,0,0,0,621,0,0,0,0,0,0,0,621,157,121,50,30,45,72,15,47,11,73
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Willem Lodewijk Gymnasium,0014::SB162,9727 CK,654,244,9,0,0,0,0,235,18,0,0,0,0,0,0,253,56,43,23,11,24,38,4,22,3,20
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau MEE Groningen,0014::SB163,9727 AC,1038,411,28,1,0,1,0,416,25,0,0,0,1,0,0,441,118,57,38,23,45,39,9,33,9,40
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Heymanscentrum,0014::SB171,9728 HD,872,374,9,2,0,0,0,360,25,0,0,0,0,0,0,385,93,50,35,30,42,29,23,23,5,44
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Menno Lutterhuis,0014::SB172,9728 AC,1591,795,36,4,0,0,0,782,53,0,0,0,0,0,0,835,161,131,105,42,101,73,47,52,13,70
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau BSV Corpus den Hoorn,0014::SB174,9728 NB,1487,495,14,2,0,0,0,477,34,0,0,0,0,0,0,511,123,87,37,41,38,36,20,36,9,68
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Maartenshof,0014::SB180,9728 PG,1500,706,47,0,0,0,0,711,41,0,0,1,0,1,0,752,192,136,84,46,50,57,36,30,20,55
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Drees-Flat,0014::SB181,9728 SX,1347,633,22,3,0,0,0,611,47,0,0,0,0,0,0,658,169,106,57,53,31,67,40,22,11,77
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Het Wall House,0014::SB182,9728 WT,1066,510,19,3,0,0,0,486,46,0,0,0,0,0,0,532,137,96,40,55,19,72,25,18,4,44
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Boerhaaveschool,0014::SB183,9728 NH,1262,841,22,8,1,0,0,773,97,0,0,1,0,0,0,870,230,146,85,63,44,135,36,34,14,54
Noorderzijlvest,Groningen,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Oosterhoogebrugschool,0014::SB200,9731 CB,1017,384,8,3,0,1,0,358,36,0,0,1,0,0,0,394,91,74,29,31,27,39,30,24,10,29
