contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),VVD,"Groen, Water & Land",Boeren Burgers Waterbelang,Algemene Waterschapspartij,Gewest NH/U KNSB,Partij voor Mens en Spirit (MenS),50PLUS,ChristenUnie-SGP,Koninklijke Schuttevaer
Hollands Noorderkwartier,Medemblik,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Dorpshuis Twisk,0420::SB11,1676 GG,777,422,3,6,0,0,2,382,47,0,0,0,0,0,0,431,71,29,39,95,40,48,15,39,6,22,10,8
Hollands Noorderkwartier,Medemblik,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Dorpshuis De Torenschouw,0420::SB12,1674 NE,1482,689,9,6,0,0,0,615,89,0,0,0,0,0,0,704,44,123,37,85,69,59,7,90,5,23,144,3
Hollands Noorderkwartier,Medemblik,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Gemeentehuis  Medemblik,0420::SB13,1687 CD,1517,823,17,4,0,0,1,749,95,0,0,0,1,0,0,845,99,186,64,139,74,146,24,28,10,38,11,4
Hollands Noorderkwartier,Medemblik,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Sweelinckhof,0420::SB14,1687 BV,1375,544,14,5,0,0,0,526,37,0,0,0,0,0,0,563,59,132,48,72,37,142,10,11,3,24,5,1
Hollands Noorderkwartier,Medemblik,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Cultureel Centrum Bessie,0420::SB15,1688 CH,1008,518,12,0,0,0,0,492,38,0,0,0,0,0,0,530,61,95,15,93,48,124,6,29,2,28,15,2
Hollands Noorderkwartier,Medemblik,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Wijksteunpunt de Hoge Weide,0420::SB16,1688 BZ,888,443,5,2,0,0,2,412,36,0,0,0,0,0,0,450,47,110,22,80,27,109,7,12,2,23,2,2
Hollands Noorderkwartier,Medemblik,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau De Wildebras,0420::SB17,1685 PK,451,220,6,0,0,0,0,202,24,0,0,0,0,0,0,226,18,37,9,29,17,81,3,9,1,15,1,0
Hollands Noorderkwartier,Medemblik,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau De Bloesem,0420::SB18,1687 RA,1565,819,18,1,0,0,0,757,83,0,0,0,2,0,0,840,103,176,62,138,76,139,26,22,13,47,14,3
Hollands Noorderkwartier,Medemblik,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Verzorgingshuis Sorghvliet,0420::SB20,1619 XC,1402,679,13,0,0,0,0,631,60,0,0,1,0,0,0,691,72,154,59,77,52,74,21,15,10,33,109,3
Hollands Noorderkwartier,Medemblik,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Basisschool De Bangert,0420::SB21,1619 CT,1416,600,6,2,0,0,1,555,52,0,0,0,0,0,0,608,77,110,47,93,49,81,33,40,10,39,14,7
Hollands Noorderkwartier,Medemblik,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Idenburgschool,0420::SB22,1619 HB,950,460,4,2,0,0,1,420,46,0,0,0,1,0,0,467,53,77,42,46,32,69,26,7,3,29,74,2
Hollands Noorderkwartier,Medemblik,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Basisschool De Piramide,0420::SB23,1619 VC,1365,651,14,3,0,0,0,616,52,0,0,0,0,0,0,668,75,106,74,71,52,68,32,20,4,42,92,15
Hollands Noorderkwartier,Medemblik,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Verzorgingshuis St. Jozef,0420::SB25,1693 DC,1239,537,6,2,0,0,0,500,46,0,0,0,1,0,0,546,53,119,25,73,39,99,17,77,4,24,5,2
Hollands Noorderkwartier,Medemblik,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau De Dijkwerkers,0420::SB26,1693 KT,1044,384,12,4,0,0,0,362,38,0,0,0,0,0,0,400,57,46,24,48,36,75,12,60,5,17,2,2
Hollands Noorderkwartier,Medemblik,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Basisschool  De Schelp,0420::SB27,1693 GV,1102,541,13,2,0,0,0,506,48,0,0,2,0,0,0,554,63,99,49,71,56,57,25,68,7,30,11,5
Hollands Noorderkwartier,Medemblik,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Cafe De Hoek,0420::SB28,1693 AA,1349,531,14,1,0,0,1,497,47,0,0,1,0,0,0,545,62,122,31,59,34,78,23,68,3,38,5,8
Hollands Noorderkwartier,Medemblik,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Dorpshuis De Onderdijk,0420::SB29,1693 CZ,1326,492,7,3,0,0,0,463,39,0,0,0,0,0,0,502,76,62,25,36,36,72,24,98,8,31,10,14
Hollands Noorderkwartier,Medemblik,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Dorpshuis Zwaagdijk,0420::SB30,1682 NP,917,428,10,1,0,0,0,390,49,0,0,0,0,0,0,439,36,51,23,58,34,156,12,23,5,29,0,1
