contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),VVD,Vrienden van de Berkel,Vereniging Kleine Kernen Gelderland,Algemene Waterschapspartij,Ondernemend Waterschap,50PLUS
Rijn en IJssel,Berkelland,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Woonzorgcentrum de Meergaarden,1859::SB14,7151 DW,1338,827,13,3,0,0,1,770,72,0,0,0,0,0,0,843,141,57,83,63,363,37,26,32,25
Rijn en IJssel,Berkelland,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau RK Basisschool De Regenboog,1859::SB15,7151 XV,1514,861,5,3,0,0,0,815,54,0,0,0,0,0,0,869,123,66,101,54,363,52,16,42,44
Rijn en IJssel,Berkelland,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau RK Basisschool de Schakel,1859::SB16,7152 BG,1401,795,10,0,0,1,0,726,78,0,0,1,0,0,0,804,126,43,70,112,349,18,24,26,27
Rijn en IJssel,Berkelland,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Centrum Goud,1859::SB17,7152 BD,1375,574,10,0,0,0,2,521,61,0,0,0,0,0,0,584,91,33,47,53,287,20,4,18,21
Rijn en IJssel,Berkelland,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Centrum d'n Hof,1859::SB18,7157 AL,1243,624,6,3,0,0,0,570,63,0,0,0,0,0,0,633,130,34,30,109,259,14,6,32,10
Rijn en IJssel,Berkelland,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Woonzorgcentrum De Hassinkhof,1859::SB19,7156 LL,1056,537,4,1,0,0,0,491,51,0,0,0,0,0,0,542,299,20,12,30,73,88,3,9,3
Rijn en IJssel,Berkelland,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Kulturhus de Wanne,1859::SB20,7156 MG,1229,723,6,1,0,0,0,647,83,0,0,0,0,0,0,730,443,13,9,28,73,132,3,13,9
Rijn en IJssel,Berkelland,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau De Hofmaat,1859::SB21,7161 HA,1431,796,18,6,0,0,0,793,27,0,0,0,0,0,0,820,135,68,104,70,283,22,26,64,24
Rijn en IJssel,Berkelland,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Het Assink Lyceum,1859::SB22,7161 CR,1342,503,9,2,0,0,0,466,48,0,0,0,0,0,0,514,89,35,51,54,166,19,13,50,26
Rijn en IJssel,Berkelland,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau OBS De Hofmaat,1859::SB23,7161 JH,1384,639,9,2,0,2,0,586,66,0,0,0,2,0,0,652,110,48,72,58,214,20,27,66,24
Rijn en IJssel,Berkelland,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau de Bibliotheek Neede,1859::SB24,7161 WN,1414,600,12,1,0,0,0,561,52,0,0,0,0,0,0,613,154,39,72,41,175,15,24,59,21
Rijn en IJssel,Berkelland,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Basisschool de Marke,1859::SB25,7161 XZ,1413,695,7,3,0,0,0,643,62,0,0,0,0,0,0,705,137,41,79,66,228,33,30,57,24
Rijn en IJssel,Berkelland,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Dorpsaccommodatie Rietmolen,1859::SB26,7165 AL,826,423,8,4,0,0,0,382,53,0,0,0,0,0,0,435,237,12,3,51,43,24,5,47,1
Rijn en IJssel,Berkelland,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Gemeenschaphuis 't Haarhoes,1859::SB27,7161 MX,738,369,3,3,0,4,0,330,49,0,0,0,4,0,0,379,75,36,23,61,111,13,22,19,9
Rijn en IJssel,Berkelland,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau ProWonen,1859::SB28,7151 CE,1429,435,6,4,0,0,0,411,34,0,0,0,0,0,0,445,61,32,39,42,161,42,7,38,13
Rijn en IJssel,Berkelland,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Kulturhus Ruurlo,1859::SB29,7261 NL,1390,711,16,4,0,0,0,672,59,0,0,0,0,0,0,731,121,129,68,134,189,22,32,5,11
