contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,VVD,Algemene Waterschapspartij Delfland,Partij voor de Dieren,50PLUS,ChristenUnie-SGP
Delfland,Schiedam,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Jacobs Gasthuis,0606::SB14,,2098,788,22,9,0,0,0,716,103,0,0,0,0,0,0,819,93,126,103,149,147,94,35,41
Delfland,Schiedam,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Zorgcentrum François Haverschmidt,0606::SB15,,2103,855,28,4,0,0,0,791,98,0,2,0,2,0,0,889,98,138,84,195,146,112,49,33
Delfland,Schiedam,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Openbare basisschool De Kring,0606::SB16,,1883,543,14,3,0,0,0,496,64,0,0,0,0,0,0,560,41,102,75,80,100,83,49,13
Delfland,Schiedam,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Pronova College,0606::SB17,,2532,527,23,10,0,0,0,493,67,0,0,0,0,0,0,560,52,162,51,48,95,65,44,10
Delfland,Schiedam,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Zorgcentrum Schiewaegh,0606::SB19,,2383,702,25,9,0,0,0,658,78,0,0,0,0,0,0,736,82,141,53,69,143,87,87,40
Delfland,Schiedam,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Openbare basisschool Het Startblok,0606::SB20,,2141,282,14,2,0,0,0,250,48,0,0,0,0,0,0,298,25,87,32,31,57,21,19,10
Delfland,Schiedam,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Wijkcentrum Dreesplein,0606::SB21,,2816,770,32,6,0,1,0,709,98,0,0,1,0,0,0,807,63,227,69,74,157,82,58,40
Delfland,Schiedam,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Openbare basisschool Het Windas,0606::SB23,,1088,630,12,2,0,0,0,572,72,0,0,0,0,0,0,644,105,92,67,151,105,48,37,25
Delfland,Schiedam,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Krona Lounge,0606::SB24,,2311,1250,25,8,0,0,0,1115,168,0,0,0,0,0,0,1283,109,205,107,286,256,149,105,33
Delfland,Schiedam,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Recreatiezaal Van Beethovenflat,0606::SB25,,1945,802,18,4,0,0,0,740,85,0,1,0,1,0,0,825,98,139,55,71,191,116,87,45
Delfland,Schiedam,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Zorg- en dienstencentrum De Nieuwe Harg,0606::SB26,,1066,417,10,5,0,0,0,402,31,0,0,0,1,0,1,433,89,67,26,52,83,39,43,18
Delfland,Schiedam,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Zorgcentrum Harg-Spaland,0606::SB27,,2138,680,9,8,0,0,0,624,73,0,0,0,0,0,0,697,134,136,53,70,131,66,63,27
Delfland,Schiedam,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Speelboerderij Strauss & Co,0606::SB28,,2126,426,13,7,0,0,0,397,49,0,0,0,0,0,0,446,51,82,38,39,79,38,77,22
Delfland,Schiedam,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Wijkcentrum De Brug,0606::SB29,,1827,781,19,7,0,0,0,746,61,0,0,0,0,0,0,807,128,152,49,78,138,82,120,34
Delfland,Schiedam,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,"Stembureau Dorpskerk Schiedam, Terpzicht",0606::SB30,,1819,756,9,6,0,0,2,655,114,0,0,0,0,0,0,771,119,81,94,178,130,68,49,37
Delfland,Schiedam,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Geriatrisch centrum DrieMaasStede,0606::SB31,,1247,427,13,0,0,0,0,398,42,0,0,0,0,0,0,440,58,67,35,49,90,59,47,22
Delfland,Schiedam,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Openbare basisschool De Klinker,0606::SB32,,1713,700,10,2,0,0,0,639,73,0,0,0,0,0,0,712,73,121,61,108,140,107,72,18
Delfland,Schiedam,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Openbare basisschool De Klinker,0606::SB33,,1666,744,16,3,0,0,0,673,90,0,0,0,0,0,0,763,99,131,48,118,137,111,76,24
Delfland,Schiedam,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Ontmoetingscentrum De Werf,0606::SB34,,1901,699,18,1,0,0,0,602,116,0,0,0,0,0,0,718,99,89,60,208,96,78,39,30
Delfland,Schiedam,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Dienstencentrum de Valm,0606::SB35,,2168,464,6,0,0,0,0,409,61,0,0,0,0,0,0,470,52,69,36,137,88,39,28,15
