contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterschapspartij Hollandse Delta,CDA,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,VVD,Staatkundig Gereformeerde Partij (SGP),Hollandse Delta Natuurlijk,ChristenUnie,50PLUS,Trots op Nederland (TROTS),Inwonersbelang - AWP
Hollandse Delta,Barendrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau 14 Eben Haezerkerk (bibliotheek),0489::SB14,2992 HC,888,502,8,9,0,0,0,466,53,0,0,0,0,0,0,519,119,75,27,27,58,91,16,44,14,10,21
Hollandse Delta,Barendrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,"Stembureau 15 R.K. basisschool ""De Trinoom""",0489::SB15,2993 GG,2007,748,19,5,0,0,1,672,99,0,0,0,0,0,0,772,225,76,54,57,154,19,27,33,40,17,46
Hollandse Delta,Barendrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,"Stembureau 16 Voorzieningencluster""Waterpoort""",0489::SB16,2993 DL,1607,960,40,7,0,0,0,900,107,0,0,0,0,0,0,1007,268,119,93,60,130,32,39,35,73,29,82
Hollandse Delta,Barendrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,"Stembureau 17 Instructieruimte ""Waterpoort""",0489::SB17,2993 DL,1586,182,5,0,0,0,0,168,19,0,0,0,0,0,0,187,73,15,16,12,25,4,2,4,5,5,21
Hollandse Delta,Barendrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau 18 P.C. Basisschool Smitshoek,0489::SB18,2993 XE,1131,541,17,2,0,0,0,488,72,0,0,0,0,0,0,560,167,76,45,29,104,20,14,28,28,9,21
Hollandse Delta,Barendrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,"Stembureau 19 Zorgcentrum ""De Elf Ranken""",0489::SB19,2993 DL,1489,599,18,5,2,0,0,563,57,0,0,2,0,0,0,620,171,104,49,50,89,15,16,15,31,12,47
Hollandse Delta,Barendrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,"Stembureau 20 openb. basisschool ""De Driehoek""",0489::SB20,2994 AS,845,370,7,1,0,0,0,328,50,0,0,0,0,0,0,378,90,47,26,20,81,19,16,24,15,7,25
Hollandse Delta,Barendrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau 21 Het Hart van Vrijenburg,0489::SB21,2994 CD,1851,474,10,4,0,0,0,419,70,0,1,0,1,0,0,489,135,56,47,34,79,16,7,25,25,14,36
Hollandse Delta,Barendrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau 22 Portakabin bij gem. gemaal,0489::SB22,,1853,600,12,7,0,0,0,551,68,0,0,0,0,0,0,619,183,69,46,32,98,18,18,33,54,17,32
Hollandse Delta,Barendrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau 23 Kantine sporthal Lagewei,0489::SB23,2992 ZC,1881,647,7,1,0,2,0,559,98,0,0,0,2,0,0,657,142,99,46,45,102,95,16,31,28,10,33
Hollandse Delta,Barendrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau 24 Portakabin bij het NSstation,0489::SB24,,792,562,18,3,0,0,2,552,29,0,0,0,0,0,0,583,132,83,66,43,71,29,29,49,17,9,34
Hollandse Delta,Barendrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau 26 Triomfatorkerk 2,0489::SB26,2991 CH,855,505,0,18,0,0,0,464,59,0,0,0,0,0,0,523,127,97,32,52,63,37,14,33,16,7,27
Hollandse Delta,Barendrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau 27 basisschool Groen van Prinsterer,0489::SB27,2992 DN,1079,311,8,1,0,0,0,292,28,0,0,0,0,0,0,320,97,45,14,26,39,26,13,31,12,1,7
Hollandse Delta,Barendrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau 28 Portakabin bij Ebenhaezerkerk,0489::SB28,,765,378,9,1,0,0,0,339,49,0,0,0,0,0,0,388,87,61,17,17,60,63,6,27,16,11,13
Hollandse Delta,Barendrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau 29 Zorgcentrum de Elf Ranken 2,0489::SB29,2993 DL,1614,514,15,7,0,0,0,471,65,0,0,0,0,0,0,536,144,66,53,31,100,9,8,21,19,19,44
