contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Ons Water,West-Brabant Waterbreed,VVD,Partij van de Arbeid (P.v.d.A.),Algemene Waterschapspartij,50PLUS
Brabantse Delta,Moerdijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Parochiehuis,1709::SB13,4791 HH,1554,771,19,2,0,0,0,702,90,0,0,0,0,0,0,792,162,246,90,88,90,49,13,33
Brabantse Delta,Moerdijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau De Ankerkuil,1709::SB14,4781 AR,938,324,13,2,0,0,0,310,29,0,0,0,0,0,0,339,42,29,78,54,29,28,19,45
Brabantse Delta,Moerdijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau GSch.huis Noordhoek,1709::SB15,4759 BD,903,346,2,2,0,0,0,307,43,0,0,0,0,0,0,350,57,45,52,51,62,21,36,22
Brabantse Delta,Moerdijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau 't Sandt,1709::SB16,4758 AJ,1764,648,11,2,0,0,2,587,72,0,0,0,0,0,0,661,107,46,71,132,92,59,70,71
Brabantse Delta,Moerdijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Mauritshuis,1709::SB17,4797 AC,1762,871,18,3,0,0,0,892,0,0,0,0,0,0,0,892,152,109,126,77,236,99,29,43
Brabantse Delta,Moerdijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau De Blokhut,1709::SB18,4797 HT,1030,336,4,3,0,0,0,307,36,0,0,0,0,0,0,343,41,29,58,73,48,40,15,32
Brabantse Delta,Moerdijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau De Parel,1709::SB19,4793 CB,1442,656,19,5,0,0,0,600,80,0,0,0,0,0,0,680,131,76,108,94,90,49,31,77
Brabantse Delta,Moerdijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau De Fendertshof,1709::SB20,4793 ES,1212,472,11,5,0,0,0,428,60,0,0,0,0,0,0,488,96,52,64,78,72,36,29,45
Brabantse Delta,Moerdijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Openbare Basisschool De Springplank,1709::SB21,4793 BC,1548,531,6,3,0,1,0,493,48,0,0,0,1,0,0,541,62,55,110,93,95,50,24,42
Brabantse Delta,Moerdijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Pestalozzihuis,1709::SB22,4794 AA,847,320,7,4,0,0,0,288,43,0,0,0,0,0,0,331,48,41,62,52,53,22,16,26
