contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Ons Water,West-Brabant Waterbreed,VVD,Partij van de Arbeid (P.v.d.A.),Algemene Waterschapspartij,50PLUS
Brabantse Delta,Bergen op Zoom,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau School De Noordster,0748::SB13,4613 GP,1702,391,3,3,0,0,0,359,38,0,0,0,0,0,0,397,22,21,136,40,78,30,26,38
Brabantse Delta,Bergen op Zoom,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Wijkcentrum de Kastanje,0748::SB14,4621 HK,1652,579,10,2,0,0,0,502,89,0,0,0,0,0,0,591,37,35,269,32,62,76,32,36
Brabantse Delta,Bergen op Zoom,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Centrum Elsenborch,0748::SB15,4621 BW,1712,375,5,2,0,0,0,344,38,0,0,0,0,0,0,382,32,20,166,29,34,42,15,37
Brabantse Delta,Bergen op Zoom,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Algemene School Oost,0748::SB16,4624 ES,1589,472,13,2,0,1,0,427,59,0,0,1,0,0,0,486,54,29,182,25,50,63,34,35
Brabantse Delta,Bergen op Zoom,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Sporthal Gageldonk,0748::SB17,4623 AH,1776,576,8,2,0,0,0,510,76,0,0,0,0,0,0,586,58,30,258,31,68,50,37,44
Brabantse Delta,Bergen op Zoom,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau School Anton van Duinkerken,0748::SB18,4623 XP,2022,588,21,4,0,0,0,549,64,0,0,0,0,0,0,613,68,29,255,32,73,40,42,49
Brabantse Delta,Bergen op Zoom,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Woonzorgcentrum Jacqueline,0748::SB19,4624 AK,1009,379,7,4,0,0,0,346,44,0,0,0,0,0,0,390,59,25,133,26,49,26,26,35
Brabantse Delta,Bergen op Zoom,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Steunpunt Zonneplein,0748::SB20,4624 BA,1578,568,4,7,0,0,0,512,67,0,0,0,0,0,0,579,61,30,225,42,52,54,36,68
Brabantse Delta,Bergen op Zoom,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Ontmoetingsc. het Hoofdkwartier,0748::SB21,4625 CC,1641,612,11,6,0,0,0,570,59,0,0,0,0,0,0,629,52,55,246,35,92,35,44,53
Brabantse Delta,Bergen op Zoom,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Zalencentrum de Raayberg,0748::SB22,4624 JH,1604,563,12,3,0,0,0,506,72,0,0,0,0,0,0,578,45,33,227,31,98,49,38,42
Brabantse Delta,Bergen op Zoom,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau School de Kreek,0748::SB23,4617 NC,2090,843,9,6,0,0,0,760,98,0,0,0,0,0,0,858,77,68,243,54,241,58,51,51
Brabantse Delta,Bergen op Zoom,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Residentie Aquacite,0748::SB24,4617 AX,1947,823,17,8,0,0,0,750,98,0,0,0,0,0,0,848,91,59,233,49,206,55,64,66
Brabantse Delta,Bergen op Zoom,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Wijkgebouw Bergse Plaat,0748::SB25,4617 LT,1879,947,13,3,0,0,13,947,3,0,0,0,0,0,0,963,98,58,319,54,199,63,78,78
Brabantse Delta,Bergen op Zoom,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Ontmoetingscentrum De Wittenhorst,0748::SB26,4661 JK,1162,497,9,1,0,0,0,443,65,0,1,0,1,0,0,508,56,39,199,53,45,46,27,32
Brabantse Delta,Bergen op Zoom,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Verzorgingstehuis St. Elisabeth,0748::SB27,4661 JG,1200,410,11,2,0,0,0,375,48,0,0,0,0,0,0,423,59,23,170,42,30,32,23,31
Brabantse Delta,Bergen op Zoom,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Fitnesscentrum Halsteren,0748::SB28,4661 TT,1259,404,12,2,0,0,0,380,38,0,0,0,0,0,0,418,50,20,122,40,105,16,23,28
Brabantse Delta,Bergen op Zoom,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau School De Springplank,0748::SB29,4661 CJ,1801,675,12,3,0,0,0,624,66,0,0,0,0,0,0,690,85,35,269,92,65,38,38,53
Brabantse Delta,Bergen op Zoom,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Café Molenzicht,0748::SB30,4661 KP,1233,505,4,3,0,0,1,441,70,0,0,0,0,0,0,512,73,30,172,42,98,37,25,28
Brabantse Delta,Bergen op Zoom,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau SKW 't Weike,0748::SB31,4664 BS,1592,618,8,4,0,0,0,554,76,0,0,0,0,0,0,630,163,26,218,93,47,20,23,28
Brabantse Delta,Bergen op Zoom,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau de Sprenge,0748::SB32,4661 AA,419,151,2,0,0,0,0,145,8,0,0,0,0,0,0,153,21,18,39,11,21,26,8,7
Brabantse Delta,Bergen op Zoom,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Brede School de Schans,0748::SB33,4661 TS,1286,564,5,5,0,0,0,517,57,0,0,0,0,0,0,574,82,25,166,35,140,41,34,41
Brabantse Delta,Bergen op Zoom,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Grand Cafe  de Kannebuis,0748::SB34,4661 LR,1687,795,13,7,0,0,0,710,105,0,0,0,0,0,0,815,86,53,273,68,129,60,66,60
