contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterbelang Parkstad,Waterbelang Westelijke Mijnstreek,Water Natuurlijk,Waterbelang Heuvelland,Waterbelang Maastricht,Waterbelang Midden-Limburg,VVD,50PLUS
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Envida locatie Molenhof,0935::SB11,6211 JM,1403,491,37,8,0,0,0,489,46,0,0,0,0,0,0,535,8,6,132,23,230,9,58,25
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Wijkcombinatiegebouw La Bellettsa,0935::SB12,6221 SZ,2280,542,23,5,0,0,0,514,56,0,0,0,0,0,0,570,17,8,99,31,312,9,23,43
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Buurtcentrum Sint Pieter,0935::SB13,6212 BT,1154,598,44,8,0,0,0,597,53,0,0,0,0,0,0,650,8,1,147,27,328,4,69,14
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Bernard Lievegoed School,0935::SB14,6229 GX,1617,587,24,11,0,0,0,559,63,0,0,0,0,0,0,622,12,6,174,32,281,11,34,37
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Pieterkelderke,0935::SB15,6212 CB,1408,629,47,8,0,0,0,620,65,0,0,0,1,0,0,685,19,6,158,34,319,5,70,18
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Stichting Moetiara Maloekoe,0935::SB16,6227 RJ,1890,465,24,7,0,0,0,437,59,0,0,0,0,0,0,496,6,4,109,26,256,6,17,41
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Sportcafé Jekerdal,0935::SB17,6212 XK,1003,391,28,9,0,0,0,380,48,0,0,0,0,0,0,428,4,4,121,18,204,4,20,16
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Envida locatie Croonenhoff,0935::SB18,6227 SZ,1606,652,29,6,0,0,0,614,77,0,1,0,4,0,3,691,20,4,115,36,374,6,54,43
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,"Stembureau St. Gerlachus, Mosae Zorggroep",0935::SB19,6213 AL,1314,648,47,10,0,0,0,632,73,0,0,0,0,0,0,705,21,17,140,36,312,6,80,36
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Bernard Lievegoed School VO,0935::SB20,6227 AL,1654,441,26,7,0,0,1,435,38,0,0,0,0,0,0,474,16,7,98,16,237,3,36,28
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,"Stembureau Campagne, Mosae Zorggroep",0935::SB21,6213 EC,1191,478,36,11,0,0,0,476,49,0,0,0,0,0,0,525,15,5,72,12,287,10,43,34
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis Aen de Wan,0935::SB22,6227 BZ,2103,768,45,11,0,0,0,736,88,0,0,0,0,0,0,824,22,10,119,53,457,12,35,60
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool Petrus en Paulus,0935::SB23,6213 HM,1230,518,37,2,0,0,0,500,57,0,0,0,0,0,0,557,22,1,120,20,288,5,25,37
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool Anne Frank,0935::SB24,6229 AV,1827,649,42,8,0,0,0,633,68,0,2,0,2,0,0,701,13,5,126,28,382,11,40,44
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,"Stembureau Daalhof, Mosae Zorggroep",0935::SB25,6215 BR,2616,787,38,15,0,0,0,754,86,0,0,0,0,0,0,840,18,8,116,21,524,9,16,75
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Envida locatie La Valence,0935::SB26,6229 VN,2322,575,31,10,0,0,0,553,63,0,0,0,0,0,0,616,13,8,120,38,319,8,43,26
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool Fons Olterdissen,0935::SB27,6215 SW,2778,820,39,16,0,0,0,796,79,0,0,0,0,0,0,875,27,9,109,23,547,9,24,72
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool De Schans,0935::SB28,6228 EA,1767,552,15,8,0,0,0,531,45,0,0,0,1,0,0,576,12,6,97,25,327,13,22,50
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Buurtcentrum Ut Förtsje,0935::SB29,6216 PS,1457,541,27,4,2,0,0,515,59,0,0,0,2,0,0,574,13,7,64,15,357,4,26,55
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool De Kring,0935::SB30,6228 GC,1733,644,38,10,0,0,0,605,87,0,0,0,0,0,0,692,15,7,93,40,402,11,33,43
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool Elckerlyc/Hazendans,0935::SB31,6216 TT,1511,463,34,8,0,0,0,447,58,0,0,0,0,0,0,505,3,2,50,16,313,8,35,36
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Harmoniezaal Kon. Harmonie Heer,0935::SB32,6226 GP,2041,671,40,12,0,0,0,665,58,0,0,0,0,0,0,723,18,7,133,24,377,11,46,55
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Buurtcentrum Mariaberg,0935::SB33,6214 SW,1541,413,21,7,0,0,0,383,58,0,0,0,0,0,0,441,20,2,106,16,231,8,10,20
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Sint Maartenscollege,0935::SB34,6226 NK,2079,782,50,10,0,0,0,751,91,0,0,0,0,0,0,842,24,4,175,42,396,15,75,51
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,"Stembureau Flat, Elisabeth Gruytersstraat",0935::SB35,6216 EN,2089,575,39,12,0,0,0,560,66,0,0,0,0,0,0,626,14,1,81,14,388,12,20,45
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Nutsschool Maastricht,0935::SB36,6224 JR,1841,416,46,6,0,1,0,431,36,0,0,1,0,0,0,467,10,6,95,26,217,8,33,21
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Schoolgebouw Elisabeth Strouvenlaan,0935::SB37,6214 AX,2673,518,32,11,0,0,0,517,44,0,0,0,0,0,0,561,22,7,123,16,272,10,30,38
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Trefcentrum Wittevrouwenveld,0935::SB38,6224 GK,1452,480,35,6,0,0,0,471,50,0,0,0,0,0,0,521,36,6,111,24,237,10,26,30
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Stichting 't Gilde,0935::SB39,6217 KM,1721,504,35,14,0,1,0,507,45,0,0,1,0,0,0,552,12,6,163,22,233,7,33,28
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Maris Stella,0935::SB40,6226 XZ,1378,285,9,2,0,0,0,256,40,0,0,0,0,0,0,296,10,5,45,10,169,9,11,26
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Zaaltje St. Annakerk,0935::SB41,6217 JJ,1528,364,18,8,0,0,0,359,31,0,0,0,0,0,0,390,15,8,60,9,224,8,19,21
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Parochiecentrum Amby,0935::SB42,6225 AJ,1287,463,18,10,0,0,0,441,50,0,0,0,0,0,0,491,5,5,82,35,278,5,35,18
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Buurtcentrum De Romein,0935::SB43,6216 VG,2052,508,24,7,0,0,0,479,60,0,0,0,0,0,0,539,13,6,67,22,314,17,20,49
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Envida locatie De Zeven Bronnen,0935::SB44,6225 AG,2278,682,26,6,0,1,2,637,74,0,0,1,0,0,0,713,25,7,104,25,450,11,13,47
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Bibliotheek Malpertuis,0935::SB45,6217 CG,1957,468,19,8,0,0,0,446,49,0,0,0,0,0,0,495,15,5,71,14,294,14,16,39
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Envida locatie Hagerpoort,0935::SB46,6225 GA,1521,643,42,7,0,0,0,625,67,0,0,0,0,0,0,692,19,7,95,50,391,9,31,41
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau De Wiemerink,0935::SB47,6217 XL,2771,604,31,9,0,0,0,556,92,0,4,0,4,0,0,648,17,10,81,14,393,17,17,55
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Buurtcentrum Nazareth,0935::SB48,6222 TE,2762,607,35,11,0,0,0,590,63,0,0,0,0,0,0,653,17,4,105,18,378,17,17,51
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,"Stembureau Scharwyerveld, Mosae Zorggroep",0935::SB49,6218 EM,2132,510,26,4,0,0,0,484,56,0,0,0,0,0,0,540,37,12,71,15,312,6,12,45
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis Kap. Lochtmanhuis,0935::SB50,6222 CT,1857,478,12,5,0,0,0,451,44,0,0,0,0,0,0,495,21,4,72,27,280,14,30,30
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Centre Magnefiek Malberg,0935::SB51,6218 AV,2916,414,18,2,0,0,1,382,51,0,0,0,0,0,0,434,19,4,33,14,270,6,18,50
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool  De Maasköpkes,0935::SB52,6223 BD,1509,542,18,2,1,0,0,513,50,0,0,0,1,0,0,563,13,6,57,30,362,11,23,40
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Centre Magnefiek Malberg,0935::SB53,6218 AV,0,548,36,10,1,0,0,534,61,0,0,0,1,0,0,595,20,10,55,25,340,12,32,54
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Sint Martinushoes,0935::SB54,6223 GX,803,348,15,2,0,3,0,324,44,0,0,0,3,0,0,368,9,5,33,25,254,3,10,9
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Wijkcentrum De Luibe,0935::SB55,6218 HK,1174,488,25,3,0,0,0,463,53,0,0,0,0,0,0,516,15,10,85,14,299,11,24,30
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau OBS de Perroen,0935::SB56,6228 XZ,1567,446,21,1,0,0,0,426,42,0,0,0,0,0,0,468,14,3,74,22,268,8,20,37
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gebouw vm basisschool Elckerlyc,0935::SB57,6219 AX,1429,480,18,10,0,0,0,453,55,0,0,0,0,0,0,508,13,6,95,10,298,4,12,42
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,"Stembureau AZM, centrale hal",0935::SB58,6229 HX,0,613,65,4,0,0,0,641,41,0,0,0,0,0,0,682,19,4,183,16,252,29,77,33
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Winkelcentrum Brusselse Poort,0935::SB59,6216 CG,0,357,25,5,0,0,0,356,31,0,0,0,0,0,0,387,13,1,60,17,207,12,24,23
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau NS Centraal Station,0935::SB60,6221 BT,0,525,51,4,0,0,0,557,24,0,1,0,1,0,0,581,24,13,158,25,209,14,63,19
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau School OBS de Regenboog,0935::SB61,6226 AR,1339,488,33,7,0,0,0,461,67,0,0,0,0,0,0,528,4,6,98,28,279,6,45,22
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Mob.stemburo Licht en Liefde/Maasve,0935::SB62,,0,62,3,2,0,0,0,68,0,0,1,0,0,0,0,68,9,4,15,6,22,1,2,3
