contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterschapspartij Hollandse Delta,CDA,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,VVD,Staatkundig Gereformeerde Partij (SGP),Hollandse Delta Natuurlijk,ChristenUnie,50PLUS,Trots op Nederland (TROTS),Inwonersbelang - AWP
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Schoollocatie,0530::SB14,3225 AJ,1294,238,11,2,0,0,0,227,24,0,0,0,0,0,0,251,105,11,29,18,13,2,15,9,12,9,15
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Zuidwester,0530::SB15,3224 AM,1276,398,8,2,0,2,0,372,34,0,0,2,0,0,0,406,152,16,40,29,35,1,35,21,33,2,34
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau School De Tweemaster,0530::SB16,3225 PA,1378,450,7,5,0,1,0,417,46,0,0,0,1,0,0,463,183,44,34,41,22,7,40,18,20,12,29
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Locatie Careyn,0530::SB17,3225 GT,1173,300,4,0,0,0,0,278,26,0,0,0,0,0,0,304,118,25,22,28,19,1,25,16,19,12,15
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau School De Kring,0530::SB18,3223 GE,1176,592,9,3,0,2,0,531,71,0,0,2,0,0,0,602,217,59,60,49,71,2,39,16,29,12,38
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau School De Kring II,0530::SB19,3223 GE,1299,538,12,8,0,4,0,499,63,0,0,0,4,0,0,562,197,46,38,45,71,6,27,15,41,12,40
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,"Stembureau School Het Palet, loc Bonsenhoek",0530::SB20,3223 HR,1199,607,15,7,0,4,1,560,72,0,0,0,4,0,0,633,207,65,51,49,118,6,36,19,15,5,36
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Recreatiezaal Parkzicht 1,0530::SB21,3223 HZ,1145,444,8,1,0,0,0,413,40,0,0,0,0,0,0,453,152,48,36,30,91,6,31,7,19,14,10
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Sportlocatie (I),0530::SB22,3223 MA,1216,500,11,4,0,10,0,436,69,0,0,10,0,0,0,505,196,49,30,37,105,1,23,14,20,8,17
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Sportlocatie (II),0530::SB23,3223 MA,1213,553,9,5,0,5,0,502,70,0,0,0,5,0,0,572,215,43,32,27,120,3,37,19,22,11,24
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau De Rozenhoek,0530::SB24,3223 BL,1313,553,15,10,0,1,0,505,74,0,0,0,1,0,0,579,234,38,44,41,85,4,37,7,19,15,29
