contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Ons Water,West-Brabant Waterbreed,VVD,Partij van de Arbeid (P.v.d.A.),Algemene Waterschapspartij,50PLUS
Brabantse Delta,Oosterhout,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau BS ""De Beiaard""",0826::SB13,4904 PW,1731,759,35,5,0,1,0,710,88,0,0,1,0,0,0,798,181,82,76,73,209,73,25,40
Brabantse Delta,Oosterhout,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau Dorpshuis ""De Klip""",0826::SB14,4849 BG,2123,774,26,4,0,1,0,716,89,0,0,0,1,0,0,805,159,107,83,114,144,69,37,61
Brabantse Delta,Oosterhout,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau Gemeenschapshuis ""Oostquartier""",0826::SB15,4909 AL,1020,472,11,6,0,0,0,423,66,0,0,0,0,0,0,489,157,44,28,109,83,26,6,19
Brabantse Delta,Oosterhout,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau Dorpshuis ""Den Brink""",0826::SB16,4911 AW,1165,507,11,0,0,0,0,457,61,0,0,0,0,0,0,518,61,24,51,222,89,27,13,20
Brabantse Delta,Oosterhout,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau BS ""De Hobbit""",0826::SB17,4907 AW,1495,769,25,9,0,0,0,719,84,0,0,0,0,0,0,803,130,94,84,100,197,97,20,47
Brabantse Delta,Oosterhout,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau BS ""De Rubenshof""",0826::SB18,4907 MX,2006,805,19,4,0,0,0,737,91,0,0,0,0,0,0,828,133,104,113,88,177,96,22,72
Brabantse Delta,Oosterhout,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau BS ""Sterrendonk""",0826::SB19,4907 GH,1566,484,2,13,0,0,0,447,52,0,0,0,0,0,0,499,53,62,83,71,62,57,23,73
Brabantse Delta,Oosterhout,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau Activiteitencentrum ""Dommelbergen""",0826::SB20,4907 XP,2118,799,25,5,0,0,1,755,73,0,0,0,0,0,0,829,118,93,121,118,120,104,40,85
Brabantse Delta,Oosterhout,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Twins Sporting Club,0826::SB21,4907 EA,1936,427,4,2,0,0,0,382,51,0,0,0,0,0,0,433,58,40,66,87,56,41,31,48
Brabantse Delta,Oosterhout,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau BS ""De Rietgors""",0826::SB22,4908 CA,2608,943,21,10,0,0,0,877,97,0,0,0,0,0,0,974,136,94,141,137,192,110,44,89
Brabantse Delta,Oosterhout,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau BS ""De Pionier""",0826::SB23,4904 VC,879,415,9,0,0,0,0,373,51,0,0,0,0,0,0,424,47,40,52,61,127,39,11,38
Brabantse Delta,Oosterhout,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau BS dependance ""'t Zandoogje""",0826::SB24,4904 LL,1546,722,20,5,0,0,0,660,87,0,0,0,0,0,0,747,143,53,85,91,221,65,24,40
Brabantse Delta,Oosterhout,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau BS ""De Meander""",0826::SB25,4906 HB,1850,697,28,2,0,0,1,656,70,0,0,0,0,0,0,727,84,63,96,99,198,70,21,66
