contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,Water Natuurlijk,CDA,SGP-ChristenUnie,DWLK & Schieland: Helder als water,Stichting Veilig Vitaal Waterbeheer,Algemene Waterschapspartij,50PLUS
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau De Waard,1931::SB11,2861 VJ,1430,914,4,1,0,0,0,814,105,0,0,0,0,0,0,919,72,88,69,156,211,106,159,32,21
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Dienstencentrum Burg. Huijbrechtstr,1931::SB12,2861 DA,1428,814,4,1,0,0,0,710,109,0,0,0,0,0,0,819,56,116,42,140,165,122,134,22,17
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau H. Zanenhuis,1931::SB13,2865 AS,1417,669,6,4,0,0,0,614,64,0,1,1,0,0,0,678,114,92,105,64,45,96,84,33,36
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau Cultureel Centrum, De Zwaan",1931::SB14,2825 BS,1182,861,5,2,0,0,0,735,134,0,0,0,1,0,1,869,43,97,67,42,212,279,86,19,16
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Zorgcentrum Slothoven,1931::SB15,2861 DV,1117,562,4,0,0,0,0,500,66,0,0,0,0,0,0,566,30,67,36,99,129,70,102,16,13
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau ""De Drie Maenen""",1931::SB16,2935 SB,1047,759,6,3,0,1,0,647,122,0,0,0,1,0,0,769,72,113,69,75,200,96,79,26,29
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Kerkgebouw,1931::SB17,2935 SV,1135,809,15,3,0,1,0,715,111,0,0,1,0,0,0,826,73,127,64,79,232,114,85,25,10
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau Hervormd verenigingsgebouw ""Berea""",1931::SB18,2935 AA,1294,350,2,0,0,0,0,293,59,0,0,0,0,0,0,352,19,31,20,29,182,33,25,3,8
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau Oosterkerk, Lageweg",1931::SB19,2935 CD,970,475,4,6,0,0,0,430,55,0,0,0,0,0,0,485,28,54,35,24,174,98,33,10,19
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Dorpshuis Gouderak,1931::SB20,2831 XV,917,694,6,2,0,1,0,627,76,0,0,0,1,0,0,703,67,41,93,59,120,202,68,19,25
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Het Baken,1931::SB21,2831 AS,995,337,0,1,0,0,0,299,39,0,0,0,0,0,0,338,24,27,22,28,89,97,32,8,10
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Zalencentrum de Overkant,1931::SB23,2871 BC,1098,516,12,3,0,0,0,488,43,0,0,0,0,0,0,531,64,99,85,82,39,44,47,29,27
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Openbare Bibliotheek Schoonhoven,1931::SB24,2871 TN,1632,880,10,1,0,0,0,800,91,0,0,0,0,0,0,891,108,125,132,155,127,67,80,48,38
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Sporthal de Meent,1931::SB25,2871 WG,1493,601,8,6,0,1,0,553,61,0,0,1,0,0,0,614,69,77,67,85,83,59,59,43,59
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau BBS De Rank-West,1931::SB26,2871 JM,1780,811,7,3,0,0,0,761,60,0,0,0,0,0,0,821,100,75,129,147,111,66,70,40,73
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau P.G de Hoeksteen,1931::SB27,2871 LD,1547,838,0,0,0,3,0,755,86,0,0,0,3,0,0,841,95,162,91,150,126,50,87,41,36
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Raadhuis Haastrecht,1931::SB28,2851 BR,209,146,2,1,0,0,0,134,15,0,0,0,0,0,0,149,10,35,24,15,9,17,14,19,3
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Cultureel Centrum Concordia,1931::SB29,2851 VV,1481,757,17,7,0,0,0,727,54,0,0,0,0,0,0,781,69,104,97,107,53,149,41,109,28
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Rehoboth,1931::SB30,2821 AP,1962,1089,6,4,0,0,0,918,181,0,0,0,0,0,0,1099,44,103,81,87,278,227,218,21,30
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Het Kwartier (voorheen de Stolp),1931::SB31,2821 VB,1988,1280,5,6,0,1,0,1125,167,0,0,0,1,0,0,1292,76,128,138,77,266,267,246,37,45
Schieland en de Krimpenerwaard,Krimpenerwaard,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Vlisterstee,1931::SB32,2855 AK,297,197,1,1,0,3,0,175,21,0,0,3,0,0,0,196,8,19,13,22,31,28,54,17,5
