contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterbelang Parkstad,Waterbelang Westelijke Mijnstreek,Water Natuurlijk,Waterbelang Heuvelland,Waterbelang Maastricht,Waterbelang Midden-Limburg,VVD,50PLUS
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Activiteitencentrum Sittard,1883::SB16,6135 EN,1118,400,15,6,0,0,0,388,34,0,1,0,1,0,0,422,24,184,109,7,5,27,19,25
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Buurtcentrum Limbrichterveld,1883::SB17,6135 BN,1741,513,26,16,0,0,0,498,55,0,0,2,0,2,0,553,21,255,104,11,7,53,16,46
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Orbis Hoogstaete,1883::SB18,6135 JL,2000,823,44,14,0,0,0,805,77,0,1,0,1,0,0,882,42,383,180,11,22,73,66,46
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool de Lemborgh,1883::SB19,6141 LK,1095,554,33,3,0,0,0,530,60,0,0,0,0,0,0,590,18,304,126,3,2,48,30,23
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis Limbricht,1883::SB20,6141 AG,1015,478,17,7,0,0,0,470,32,0,0,0,0,0,0,502,27,261,101,5,6,45,14,19
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis Tuurhoes,1883::SB21,6143 BC,1015,475,10,0,0,0,0,425,61,0,1,0,1,0,0,486,25,313,74,13,5,23,11,11
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis Klaverblad,1883::SB22,6142 BR,1123,516,20,5,0,0,0,484,57,0,0,0,0,0,0,541,15,379,58,7,2,17,22,16
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Jeugdhuis Scouting Munstergeleen,1883::SB23,6151 BX,1917,776,32,19,0,0,0,749,78,0,0,0,0,0,0,827,31,406,209,7,8,27,34,54
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis 't Trefpunt,1883::SB24,6151 CD,2058,994,43,10,0,0,0,926,121,0,0,0,0,0,0,1047,48,527,241,17,9,48,38,66
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeentehuis Geleen,1883::SB25,6161 GE,1663,995,46,15,0,0,0,921,135,0,0,0,0,0,0,1056,53,638,157,11,22,28,41,45
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Heemkundegebouw,1883::SB26,6161 XD,1329,458,15,4,0,0,0,426,52,0,1,0,1,0,0,478,22,286,72,9,2,14,22,31
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau VuMaasland,1883::SB27,6162 XZ,2069,532,19,8,0,0,0,484,75,0,0,0,0,0,0,559,22,303,102,3,6,16,32,48
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau WZC Olympiastaete,1883::SB28,6162 ED,1691,518,32,11,0,0,0,512,49,0,0,0,0,0,0,561,19,350,79,7,5,16,18,24
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool de Springplank,1883::SB29,6163 XW,1948,593,32,7,0,0,0,542,90,0,0,0,0,0,0,632,20,372,86,12,20,20,13,50
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis 't Volkshoes,1883::SB30,6163 BW,1834,716,21,11,0,0,0,648,96,0,0,4,0,4,0,744,42,428,91,23,13,25,26,68
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool 't Heuvelke,1883::SB31,6163 CH,1672,445,13,4,0,0,0,415,47,0,0,0,0,0,0,462,27,303,59,7,5,7,8,29
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool de Hoefer,1883::SB32,6164 GM,2304,818,28,8,0,0,1,774,79,0,0,0,0,0,0,854,31,525,146,10,11,10,44,41
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau WZC Bunderhof,1883::SB33,6164 EM,1895,712,15,6,0,0,0,667,65,0,1,1,0,0,0,732,24,534,91,6,7,14,14,22
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Wijksteunpunt Amusant,1883::SB34,6164 XR,2171,547,16,6,0,0,0,510,60,0,1,0,1,0,0,570,27,343,80,12,5,16,24,40
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool de Kluis,1883::SB35,6165 SW,1949,895,42,9,0,2,0,849,100,0,1,0,3,0,0,949,22,542,183,8,13,13,76,38
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau SBO- De Blinker,1883::SB36,6166 XM,1546,494,23,10,0,3,0,454,76,0,0,0,3,0,0,530,8,318,84,3,5,8,28,40
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau WZC Oud Geleen,1883::SB37,6166 CT,1688,670,15,13,0,0,0,623,75,0,0,0,0,0,0,698,27,449,104,10,5,23,23,29
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool de Driesprong,1883::SB38,6166 EG,1782,986,43,8,0,0,0,908,129,0,0,0,0,0,0,1037,38,614,188,12,11,15,58,50
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Orbis Medisch Centrum,1883::SB39,6162 BG,1925,474,17,9,0,0,1,433,66,0,0,0,0,0,0,500,16,254,109,4,7,24,33,27
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis Buchten,1883::SB40,6122 CK,1425,692,25,3,0,0,0,655,65,0,0,0,0,0,0,720,33,272,136,11,9,186,18,27
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis Holtum,1883::SB41,6123 AL,984,496,25,3,0,0,0,461,63,0,0,0,0,0,0,524,29,195,101,4,3,124,23,17
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Stadsarchief Born,1883::SB42,6121 XK,1656,551,28,5,0,0,0,505,79,0,0,0,0,0,0,584,21,253,124,6,1,91,35,20
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis Born,1883::SB43,6121 JE,1693,863,46,7,0,0,0,805,111,0,0,0,0,0,0,916,39,401,156,9,6,170,38,44
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Orbis Aldenhof,1883::SB44,6121 XK,1631,546,18,3,0,0,0,497,70,0,0,0,0,0,0,567,26,246,116,9,6,82,43,18
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Harmoniezaal Obbicht,1883::SB45,6125 BE,1541,648,15,14,0,0,2,578,97,0,0,0,0,0,0,677,20,340,114,11,2,103,33,25
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis Oos Hoes,1883::SB46,6127 BG,1312,633,23,8,0,0,0,585,79,0,0,0,0,0,0,664,20,259,133,7,5,164,21,24
Roer en Overmaas,Sittard-Geleen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Zaal Aurora Grevenbicht,1883::SB47,6127 BL,1304,523,29,9,0,0,0,500,61,0,0,0,0,0,0,561,12,219,130,4,5,98,36,19
