contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Ons Water,West-Brabant Waterbreed,VVD,Partij van de Arbeid (P.v.d.A.),Algemene Waterschapspartij,50PLUS
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Woon- zorgcentrum Raffy,0758::SB15,,2795,690,23,7,0,3,0,636,81,0,0,3,0,0,0,717,75,109,108,55,104,131,37,71
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau De Wegwijzer,0758::SB16,,1935,518,14,7,0,0,0,475,64,0,0,0,0,0,0,539,61,81,70,50,63,83,18,92
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau BS De Wisselaar,0758::SB17,,1937,397,13,4,0,0,0,381,33,0,0,0,0,0,0,414,55,50,40,40,29,74,17,92
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Gemeenschapshuis De Biesdonk,0758::SB18,,1851,465,8,2,0,0,0,430,45,0,0,0,0,0,0,475,63,57,84,42,41,70,26,82
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Vuchterhage,0758::SB19,,1701,542,24,9,0,0,0,532,43,0,0,0,0,0,0,575,86,69,67,54,52,95,27,92
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau BS De Fontein,0758::SB25,,1616,360,16,1,0,0,0,343,34,0,0,0,0,0,0,377,47,70,55,35,50,50,17,36
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau H. Michaëlkerk,0758::SB26,,2050,626,4,26,0,0,0,607,49,0,0,0,0,0,0,656,96,119,100,43,65,123,29,51
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau De Poelewei,0758::SB27,,2429,725,23,7,0,0,1,691,64,0,1,0,1,0,0,756,87,117,114,60,110,110,41,86
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau NHTV,0758::SB28,,2238,775,34,5,1,1,2,737,73,0,0,2,0,0,0,812,110,141,89,56,155,123,41,60
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau 't Houwke,0758::SB29,,1542,694,27,3,0,1,0,677,46,0,0,1,0,1,0,723,125,84,79,54,114,108,20,110
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau KBS ""Weilust""",0758::SB30,,1313,512,15,1,0,1,0,481,46,0,0,1,0,0,0,527,77,85,64,37,85,72,20,72
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau OBS De Tweesprong,0758::SB31,,1632,640,21,13,0,0,1,615,58,0,0,0,0,0,0,674,110,98,86,39,127,101,21,58
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Serviceresidentie Vredenbergh,0758::SB32,,1702,678,19,12,0,2,0,634,73,0,0,2,0,0,0,707,112,123,58,38,183,92,29,43
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Sacramentskerk,0758::SB33,,2049,1115,60,17,0,3,0,1079,116,0,0,0,3,0,0,1195,141,254,110,70,245,186,42,67
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau NBS Dirk van Veen,0758::SB34,,2110,766,34,10,0,0,0,718,92,0,0,0,0,0,0,810,73,169,65,32,228,137,28,34
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Dr. de Visserschool,0758::SB40,,1729,948,28,3,0,0,0,854,125,0,0,0,0,0,0,979,103,203,82,42,338,108,29,43
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau School De Rotonde,0758::SB41,,2008,889,39,10,0,0,0,843,95,0,0,0,0,0,0,938,134,173,99,59,212,109,33,70
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Gemeenschapshuis Erasmus,0758::SB42,,1416,556,17,7,0,1,0,529,50,0,0,1,0,0,0,579,58,99,79,54,110,77,14,65
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau KBS De Zandberg,0758::SB43,,1880,803,25,7,0,1,0,771,65,0,0,0,1,0,0,836,150,106,95,47,187,91,31,96
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau BS De Burchtgaarde,0758::SB44,,1491,658,34,3,0,0,0,646,51,0,0,0,2,0,0,697,117,95,72,41,129,94,33,77
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Huize De Werve,0758::SB45,,1814,793,27,4,0,1,1,742,80,0,0,1,0,0,0,823,122,140,55,43,285,77,19,52
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Christoffelschool,0758::SB46,,1548,577,12,6,0,0,0,554,41,0,0,0,0,0,0,595,115,76,61,31,119,82,22,71
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Thebe De IJpelaar,0758::SB47,,1466,583,14,4,0,0,0,558,43,0,0,0,0,0,0,601,110,102,55,38,113,96,20,49
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Woon- zorgcentrum Overakker,0758::SB48,,1409,799,20,3,0,0,1,751,70,0,0,0,0,0,0,822,162,103,71,54,228,86,34,61
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Scoutinggebouw De Mokkenboom,0758::SB55,,2200,857,35,4,0,0,0,821,75,0,0,0,0,0,0,896,96,187,130,37,236,94,33,44
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Het Brederocollege,0758::SB56,,2120,940,44,8,0,0,2,890,100,0,0,0,0,0,0,992,130,196,95,56,217,163,28,55
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Verpleeghuis Aeneas,0758::SB57,,1110,527,23,2,0,8,0,520,40,0,0,0,8,0,0,560,96,81,54,39,130,63,22,42
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Clubhuis Tennisvereniging BLTV,0758::SB58,,1838,788,18,8,0,0,0,732,82,0,0,0,0,0,0,814,146,90,46,32,347,45,19,63
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Cafe-Zalencentrum Het Witte Schaap,0758::SB65,,2091,629,29,4,0,0,0,584,78,0,0,0,0,0,0,662,63,120,93,64,86,73,26,104
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau TVC Breda,0758::SB66,,2173,268,13,3,0,0,0,258,26,0,0,0,0,0,0,284,20,49,40,32,39,30,10,48
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau De Weerijs,0758::SB67,,1881,361,23,3,0,0,0,355,34,0,2,0,2,0,0,389,24,70,66,38,33,66,24,40
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Multifunctioneel Centrum Scheldestraat,0758::SB68,,2611,510,19,1,0,0,0,471,59,0,0,0,0,0,0,530,40,91,76,49,85,89,32,48
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Gymzaal Boksvereniging De Bredase Ring,0758::SB69,,2123,527,19,5,0,0,1,513,37,0,0,0,0,0,0,551,41,87,80,42,80,92,43,62
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Het Huis van de Heuvel,0758::SB70,,1928,710,51,0,0,0,2,682,77,0,0,0,0,0,0,761,79,94,100,91,128,91,35,92
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Christoffel Heuvelstraat,0758::SB71,,1783,536,21,8,0,0,0,516,50,0,1,0,1,0,0,566,68,112,60,48,88,97,24,39
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Het Huis van de Heuvel,0758::SB72,,2361,424,10,5,0,0,0,395,44,0,0,0,0,0,0,439,59,49,69,46,61,65,25,50
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau BS Effen,0758::SB73,,808,391,4,0,0,1,0,342,52,0,0,1,0,0,0,394,118,78,20,29,93,20,11,22
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Jongerenwerkwinkel Princenhage,0758::SB74,,2122,786,28,6,0,1,0,734,87,0,0,0,1,0,0,821,104,143,95,70,134,108,42,90
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Gemeenschapshuis De Koe,0758::SB75,,1681,740,14,3,0,2,0,678,82,0,1,0,3,0,0,760,116,142,81,62,128,94,27,90
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Verpleeg en verzorgingshuis Haga,0758::SB76,,1461,561,14,5,0,0,0,523,57,0,0,0,0,0,0,580,148,58,57,53,118,48,21,58
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau BS De Boomgaard,0758::SB77,,2076,692,19,1,0,0,0,632,79,0,0,1,0,1,0,711,85,93,105,45,157,116,34,57
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Gemeenschapshuis Liesbos,0758::SB78,,618,271,0,0,0,0,0,236,35,0,0,0,0,0,0,271,92,43,13,21,64,19,5,14
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau De Beemdentil,0758::SB85,,2074,756,34,12,0,3,0,799,0,0,0,3,0,0,0,799,81,128,97,56,115,146,26,107
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Nutsbasisschool De Hoogakker,0758::SB86,,1814,569,2,19,0,1,0,540,51,0,0,0,1,0,0,591,59,114,76,44,76,87,34,79
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Ontmoetingsruimte Sporthal,0758::SB87,,1954,591,17,1,0,0,0,544,65,0,0,0,0,0,0,609,56,99,85,54,96,116,29,56
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Nutsbasisschool De Hoogakker,0758::SB88,,2051,617,23,8,0,0,0,582,66,0,0,0,0,0,0,648,84,129,105,42,90,83,18,66
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Kindcentrum Olympia,0758::SB89,,2090,466,19,8,0,0,0,440,53,0,0,0,0,0,0,493,55,77,75,42,60,57,31,69
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau BSW Diensten,0758::SB90,,2048,556,23,5,0,1,0,537,46,0,0,1,0,0,0,583,76,98,63,54,83,76,36,70
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Nutsbasisschool Burgst,0758::SB91,,1695,599,13,8,0,0,0,565,55,0,0,0,0,0,0,620,58,83,98,45,147,78,22,68
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Woonzorgcentrum Heksenwiel,0758::SB92,,1514,666,4,29,0,0,2,657,40,0,0,0,0,0,0,699,94,111,100,73,84,77,36,91
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau SCC 't Kraaienest,0758::SB93,,1761,766,20,12,0,0,0,721,77,0,0,0,0,0,0,798,128,145,74,52,180,82,29,76
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau KBS De Driezwing,0758::SB94,,2494,806,17,7,0,0,0,742,88,0,0,0,0,0,0,830,92,115,126,59,208,95,29,82
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau KBS Kievitsloop,0758::SB95,,1664,591,23,12,0,3,0,559,70,0,0,0,3,0,0,629,67,105,78,53,128,93,22,45
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau H. Willibrorduskerk,0758::SB101,,999,582,16,4,0,0,0,549,53,0,0,0,0,0,0,602,145,77,81,68,97,44,20,50
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Dorpshuis 't Web,0758::SB102,,2222,1216,40,16,0,0,0,1148,124,0,0,0,0,0,0,1272,250,184,149,83,306,110,49,85
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau De Mandt,0758::SB103,,1336,494,15,4,0,0,0,459,54,0,0,0,0,0,0,513,62,88,75,60,92,58,20,39
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Woon-Zorgcentrum Zuiderhout,0758::SB104,,1235,527,24,6,0,0,0,511,46,0,0,0,0,0,0,557,168,34,45,32,145,48,13,42
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau SSC De Pekhoeve,0758::SB201,,1976,1071,32,13,0,2,0,1009,105,0,0,2,0,0,0,1114,196,171,96,75,269,92,102,70
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau Woon- zorgcentrum ""De Donk""",0758::SB202,,1732,859,23,10,0,0,0,799,93,0,0,0,0,0,0,892,182,126,82,47,226,64,72,60
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau SCC 't Klooster,0758::SB203,,1581,807,14,6,0,0,0,739,88,0,0,0,0,0,0,827,208,117,60,71,189,63,39,60
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau OBS De Toerrmalijn,0758::SB204,,1369,630,23,8,0,0,0,594,70,0,0,0,3,0,0,664,137,94,62,46,166,62,19,44
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau BS ""de Spindel""",0758::SB205,,1543,635,23,3,0,0,0,604,58,0,1,0,1,0,0,662,137,76,67,44,150,68,21,72
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau De Smaakspecialist,0758::SB206,,1697,803,28,2,0,2,0,728,103,0,0,2,0,0,0,831,122,77,99,42,300,72,21,70
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau RK Kerk OLV Ten Hemelopneming, zaal pastorie",0758::SB301,,1555,652,25,7,0,3,0,624,63,0,0,0,3,0,0,687,184,75,49,65,160,48,19,52
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Ouderencentrum De Zilverberk,0758::SB302,,1929,867,28,5,0,1,0,808,93,0,0,0,1,0,0,901,208,119,93,100,182,66,16,83
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Museum De Rijf,0758::SB303,,1817,740,15,9,0,1,0,726,39,0,0,0,1,0,0,765,195,81,66,69,168,41,40,80
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Sportpark De Heikant,0758::SB304,,1854,801,26,8,0,0,0,721,114,0,0,0,0,0,0,835,215,94,79,81,230,28,19,55
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau De Drie Linden,0758::SB305,,1885,845,3,25,0,0,0,775,98,0,0,0,0,0,0,873,192,107,79,74,254,53,33,53
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau Mobiel Ploeg 1: Ruitersbos,Breedonk, Leystroom",0758::SB401,,0,125,3,1,0,0,0,123,6,0,0,0,0,0,0,129,54,11,7,14,20,3,4,12
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Mobiel Ploeg 2: AVANS + Westerwiek,0758::SB402,,0,107,7,0,0,0,0,103,11,0,0,0,0,0,0,114,10,23,21,7,21,13,4,8
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Kiezerspas Stembureau Amphia Molengracht,0758::SB450,,0,228,6,1,0,0,1,217,17,0,0,0,0,0,0,235,34,54,18,9,45,36,11,21
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Kiezerspas Stembureau Amphia Langendijk,0758::SB451,,0,199,4,5,0,1,1,186,22,0,0,0,1,0,0,209,34,47,13,15,32,25,7,26
Brabantse Delta,Breda,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,"Stembureau NS Station Breda, in Stationshal",0758::SB452,,0,838,47,17,0,3,0,854,51,0,0,0,3,0,0,905,72,208,130,55,155,138,50,30
