contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,Water Natuurlijk,CDA,SGP-ChristenUnie,DWLK & Schieland: Helder als water,Stichting Veilig Vitaal Waterbeheer,Algemene Waterschapspartij,50PLUS
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Prinses Amaliaschool,0637::SB13,2715 BT,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Middin Haagsebos,0637::SB14,2715 XW,0,13,0,0,0,0,0,9,4,0,0,0,0,0,0,13,3,3,4,0,0,0,1,1,1
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Dienstencentrum Albrandswaard,0637::SB15,2716 DA,0,10,0,0,0,0,0,9,1,0,0,0,0,0,0,10,0,3,3,0,0,2,0,1,1
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Stadsboerderij Het Buitenbeest,0637::SB16,2715 NG,0,5,0,0,0,0,0,4,1,0,0,0,0,0,0,5,1,1,0,0,0,1,0,0,2
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Uiterwaard zaal 121/122,0637::SB18,2716 VB,0,10,0,0,0,0,0,9,1,0,0,0,0,0,0,10,3,3,2,2,0,0,0,0,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Informatiecentrum Onderwijs (ICOZ),0637::SB19,2716 AP,0,3,1,0,5,0,0,4,5,0,0,0,5,0,0,9,0,0,0,1,0,0,1,0,1
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau RK Basisschool 't Schrijverke,0637::SB21,2716 GV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau RK Basisschool De Horizon,0637::SB22,2717 CR,0,6,0,0,0,0,0,5,1,0,0,0,0,0,0,6,0,1,1,1,0,2,0,1,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau OBS De Watersnip,0637::SB23,2717 BG,0,4,0,0,0,0,0,3,0,0,0,1,0,1,0,3,0,1,1,0,0,0,0,0,2
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau REAKT,0637::SB25,2717 HR,0,8,0,1,0,0,0,8,1,0,0,0,0,0,0,9,2,1,1,0,1,0,0,3,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau OBS Annie M.G. Schmidt,0637::SB26,2717 XV,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,1
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau RK Basisschool 't Schrijverke,0637::SB27,2717 XK,0,3,0,0,1,0,0,4,0,0,0,0,1,0,0,4,0,0,0,2,0,0,0,1,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Woon- en Zorgcentrum Buytenhage,0637::SB28,2726 RR,0,7,0,0,0,0,0,5,2,0,0,0,0,0,0,7,1,2,1,1,1,1,0,0,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Vierstroom Locatie Vivaldi,0637::SB29,2725 NR,0,22,0,0,0,0,0,19,3,0,0,0,0,0,0,22,2,4,4,5,0,1,1,4,1
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau OBS 't Plankier,0637::SB30,2725 PG,0,7,0,0,0,0,0,6,1,0,0,0,0,0,0,7,2,1,1,1,0,0,0,2,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau App. Het Fregat,0637::SB31,2725 CS,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,1
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau OBS De Tjalk,0637::SB32,2725 BV,0,6,1,0,0,0,1,6,0,0,0,0,0,0,0,7,0,1,1,1,0,0,0,2,1
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau RK De Doortocht,0637::SB33,2725 AR,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,0,2,2,0,0,0,0,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Chr. Basisschool De Hofvijver,0637::SB34,2727 CV,0,10,0,0,0,0,0,7,3,0,0,0,0,0,0,10,1,2,2,0,1,0,0,1,3
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau RK Basisschool De Touwladder,0637::SB36,2727 CV,0,8,0,0,0,0,0,6,2,0,0,0,0,0,0,8,1,0,4,1,0,0,0,2,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Basisschool De Spelevaert,0637::SB37,2724 TT,0,10,2,0,0,0,0,10,2,0,0,0,0,0,0,12,2,0,3,1,1,1,0,0,2
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Dienstencentrum Seghwaert,0637::SB38,2724 NA,0,37,1,0,0,0,0,32,6,0,0,0,0,0,0,38,4,4,2,6,3,3,1,10,4
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Woon- en Zorgcentrum 't Seghe Waert,0637::SB39,2724 GE,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,9,2,1,0,3,2,1,0,0,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau OBS De Triangel,0637::SB41,2723 TP,112,47,0,0,5,0,0,46,6,0,0,0,5,0,0,52,2,11,8,7,10,0,2,3,4
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Ontmoetingsruimte Doing,0637::SB42,2724 CA,20,23,0,0,0,0,0,19,4,0,0,0,0,0,0,23,5,4,2,2,3,0,1,4,2
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Prot.Chr. Basisschool Noordeinde,0637::SB44,2728 DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Wijkgebouw 't Span,0637::SB45,2728 BR,1,9,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,5,0,0,1,2,1,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau OBS De Baanbreker,0637::SB46,2728 AG,5,12,1,0,0,0,0,9,4,0,0,0,0,0,0,13,6,5,0,0,0,0,0,1,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau RK Basisschool De Buut,0637::SB47,2728 AG,1,23,0,0,0,0,0,14,9,0,0,0,0,0,0,23,1,12,4,3,0,0,0,3,0
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau OBS Het Groene Hart,0637::SB50,2729 EB,2212,1015,13,6,0,0,0,856,175,0,0,3,0,3,0,1031,149,248,137,133,71,35,36,103,103
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Centrum Campus,0637::SB51,2721 NB,2661,1002,25,7,3,0,0,900,131,0,0,3,0,0,0,1031,120,184,185,115,73,54,29,121,121
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Middin-Heemburgh,0637::SB53,2729 LR,2557,462,8,4,0,1,0,436,66,0,0,0,28,0,27,502,52,105,81,55,39,21,13,55,41
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Shaanti Dhaam,0637::SB54,2729 LN,1617,496,8,4,0,0,0,450,58,0,0,0,0,0,0,508,74,107,84,54,33,25,17,64,38
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Stadsboerderij De Weidemolen,0637::SB55,2721 DX,1558,531,9,1,0,0,0,458,85,0,0,0,2,0,2,543,54,149,73,76,40,26,23,60,30
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Basisschool De Oranjerie,0637::SB56,2721 GG,1678,630,11,0,0,0,0,555,86,0,0,0,0,0,0,641,64,201,86,87,50,28,13,58,43
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Middin - De Waterparel,0637::SB57,2721 HJ,1613,515,18,0,2,0,0,465,70,0,0,0,2,0,0,535,66,146,90,60,27,24,20,59,23
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau De Oosterpoort,0637::SB58,2721 GE,1352,482,0,5,0,0,0,415,72,0,0,0,0,0,0,487,54,126,80,51,32,27,13,50,49
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Wijkpost Rokkeveen,0637::SB59,2719 CP,1377,533,16,1,0,0,0,479,70,0,0,1,0,1,0,549,75,119,95,72,16,39,25,40,52
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Stadsboerderij De Balijhoeve,0637::SB60,2719 JZ,1348,581,23,4,0,0,0,543,65,0,0,0,0,0,0,608,73,137,118,64,33,35,21,60,40
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau OBS De Waterlelie,0637::SB61,2719 HE,1533,821,31,6,0,0,0,766,92,0,0,0,0,0,0,858,102,224,156,118,31,34,23,69,64
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau OBS De Edelsteen,0637::SB62,2719 SN,1480,717,20,4,0,0,0,656,85,0,0,0,0,0,0,741,103,178,98,95,51,40,23,77,52
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Prins Clausschool,0637::SB63,2719 VG,1486,715,25,4,0,0,0,653,81,0,0,10,0,10,0,734,109,173,100,101,44,33,36,66,53
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Kerkelijk Centrum De Regenboog,0637::SB64,2719 CR,1388,640,14,4,0,0,0,599,66,0,0,0,7,0,7,665,69,104,120,123,49,37,16,60,62
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau RK Kerk De Wijngaard,0637::SB65,2719 AZ,1428,802,13,10,16,3,0,762,84,0,2,0,21,0,0,846,119,153,145,129,59,46,27,74,50
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau RK Basisschool Het Palet,0637::SB66,2718 BZ,1873,688,12,6,7,13,0,647,79,0,0,0,20,0,0,726,91,146,132,94,50,40,20,56,59
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Buurtcentrum De Vlieger,0637::SB68,2718 GH,1756,912,27,8,2,0,0,850,95,0,0,2,0,0,0,945,141,182,151,126,42,55,34,75,106
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Basisschool De Saffier,0637::SB69,2718 JT,1689,670,19,14,0,0,0,638,64,0,0,1,0,1,0,702,80,115,132,76,54,41,38,58,76
Schieland en de Krimpenerwaard,Zoetermeer,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Montessorischool Passe-Partout,0637::SB70,2718 CT,1766,311,7,1,0,0,0,285,34,0,0,0,0,0,0,319,50,66,40,42,8,23,8,45,29
