contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),VVD,ChristenUnie,Algemene Waterschapspartij,50PLUS
Reest en Wieden,Hoogeveen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,"Stembureau De Goede Herderkerk,ingang Lomanln",0118::SB12,,1466,692,8,3,0,0,0,666,37,0,0,0,0,0,0,703,186,86,81,64,108,113,54
Reest en Wieden,Hoogeveen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Maranatha kerk,0118::SB13,,1402,485,12,3,0,0,0,440,60,0,0,0,0,0,0,500,124,57,54,78,49,78,45
Reest en Wieden,Hoogeveen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau WZC De Vecht,0118::SB14,,1201,505,4,5,0,0,0,479,35,0,0,0,0,0,0,514,123,47,66,84,85,59,41
Reest en Wieden,Hoogeveen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Flat Weideheem I,0118::SB15,,1279,503,15,1,0,0,0,473,45,0,0,1,0,0,0,518,121,53,89,37,57,97,49
Reest en Wieden,Hoogeveen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Basisschool 't Kienholt,0118::SB16,,1362,624,10,2,0,0,0,581,55,0,0,0,0,0,0,636,109,86,96,96,87,101,49
Reest en Wieden,Hoogeveen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Buurthuis De Weideblik,0118::SB17,,1538,818,14,9,0,0,0,773,68,0,0,0,0,0,0,841,199,96,87,168,86,112,70
Reest en Wieden,Hoogeveen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau MFC De Cirkel,0118::SB18,,1556,672,3,1,0,0,0,609,67,0,0,0,0,0,0,676,156,45,45,61,136,191,38
Reest en Wieden,Hoogeveen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Dorpscentrum 't Anker,0118::SB19,,1618,622,8,2,0,0,1,559,72,0,0,0,0,0,0,632,118,35,194,63,94,74,44
Reest en Wieden,Hoogeveen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau WZC Beatrix,0118::SB20,,1599,636,5,9,0,0,0,573,77,0,0,0,0,0,0,650,170,34,203,52,71,72,34
Reest en Wieden,Hoogeveen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau De Open Deur,0118::SB21,,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0
Reest en Wieden,Hoogeveen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Buurthuis 't Vonder,0118::SB22,,38,12,0,0,0,0,0,10,2,0,0,0,0,0,0,12,2,2,0,4,1,3,0
Reest en Wieden,Hoogeveen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Jul. van Stolbergschool,0118::SB23,,1684,421,7,3,0,0,0,404,27,0,0,0,0,0,0,431,93,43,76,62,39,71,37
Reest en Wieden,Hoogeveen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau O.B.S. De Schuthoek,0118::SB24,,1616,733,13,4,0,1,0,670,81,0,0,0,1,0,0,751,103,99,98,138,105,122,68
Reest en Wieden,Hoogeveen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Sporthal Trasselt,0118::SB25,,1516,1015,17,6,0,0,0,940,98,0,0,0,0,0,0,1038,227,113,137,249,111,113,65
Reest en Wieden,Hoogeveen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Dorpshuis 't Overschotje,0118::SB26,,541,305,3,1,0,0,0,284,25,0,0,0,0,0,0,309,87,32,41,80,19,32,14
Reest en Wieden,Hoogeveen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau De Wenning,0118::SB27,,1262,706,12,5,0,0,0,655,68,0,0,0,0,0,0,723,247,69,74,152,41,63,60
Reest en Wieden,Hoogeveen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau MFC De Opsteker,0118::SB28,,0,8,0,0,0,0,0,6,2,0,0,0,0,0,0,8,2,0,3,1,0,2,0
Reest en Wieden,Hoogeveen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Vereniging Ons Dorpshuis,0118::SB29,,455,243,3,1,0,0,0,222,25,0,0,0,0,0,0,247,40,23,50,62,16,34,18
Reest en Wieden,Hoogeveen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Dorpshuis De Vuurkörf,0118::SB30,,657,352,5,2,0,0,0,330,29,0,0,0,0,0,0,359,121,33,40,30,64,48,16
Reest en Wieden,Hoogeveen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau MFC De Eiken,0118::SB31,,587,252,2,2,0,0,0,224,32,0,0,0,0,0,0,256,54,27,20,42,38,59,12
