contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),VVD,Vrienden van de Berkel,Vereniging Kleine Kernen Gelderland,Algemene Waterschapspartij,Ondernemend Waterschap,50PLUS
Rijn en IJssel,Oude IJsselstreek,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,"Stembureau Serre/café Ter Voert, Oranjeplein 1, Megchelen",1509::SB11,7078 BC,818,376,7,2,0,0,0,341,44,0,0,0,0,0,0,385,149,39,30,38,17,31,57,0,15
Rijn en IJssel,Oude IJsselstreek,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,"Stembureau Sporthal Van Pallandt -vergaderruimte-, van Pallandtstraat 8, Varsseveld",1509::SB12,7051 DE,1506,726,14,10,0,0,0,686,64,0,0,0,0,0,0,750,175,121,47,114,60,24,158,4,23
Rijn en IJssel,Oude IJsselstreek,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,"Stembureau Gebouw Yunio (Sensire), Pr. Irenestraat 17, Varsseveld",1509::SB13,7051 AX,1614,665,8,2,0,0,0,611,61,0,0,3,0,3,0,672,159,104,43,110,47,23,146,6,27
Rijn en IJssel,Oude IJsselstreek,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,"Stembureau Zorgcentrum De Bettekamp, de Egge 63, Varsseveld",1509::SB14,7051 AK,1638,744,19,4,0,0,0,702,63,0,0,2,0,2,0,765,168,133,63,82,54,27,171,9,37
Rijn en IJssel,Oude IJsselstreek,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,"Stembureau Kulturhus De Rietborgh, Borgsche Rieten 15, Terborg",1509::SB15,7061 ZM,1554,636,13,7,0,2,0,610,44,0,0,2,0,0,0,654,126,102,90,68,20,16,162,9,43
Rijn en IJssel,Oude IJsselstreek,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,"Stembureau Antonia Verpleeghuis, Industrieweg 115, Terborg",1509::SB16,7061 AP,1596,682,21,5,0,0,0,659,49,0,0,0,0,0,0,708,168,125,94,70,20,28,128,6,43
Rijn en IJssel,Oude IJsselstreek,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,"Stembureau Zorgcentrum De Schuylenburgh, Laan van Schuylenburch 10, Silvolde",1509::SB17,7064 AL,1543,663,8,6,0,0,0,617,60,0,0,0,0,0,0,677,127,103,93,82,18,24,184,3,29
Rijn en IJssel,Oude IJsselstreek,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,"Stembureau Ons Pakhuus, Molenberg 2, Silvolde",1509::SB18,7064 GK,1565,696,18,3,0,0,0,651,66,0,0,0,0,0,0,717,105,78,89,50,15,16,305,7,31
Rijn en IJssel,Oude IJsselstreek,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,"Stembureau Basisschool De Drie Linden, Schoolstraat 2A, Silvolde",1509::SB19,7064 GP,1593,665,17,4,0,0,0,623,63,0,0,0,0,0,0,686,160,78,83,46,17,30,210,9,32
Rijn en IJssel,Oude IJsselstreek,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,"Stembureau Buurtschapshuis, Sinderenseweg 112, Sinderen",1509::SB20,7065 BM,771,413,7,1,0,0,0,371,50,0,0,0,0,0,0,421,126,58,31,36,29,18,109,3,3
Rijn en IJssel,Oude IJsselstreek,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,"Stembureau Prinses Julianaschool, Molenweg 39, Heelweg",1509::SB21,7055 AH,796,336,3,1,0,0,0,299,41,0,0,0,0,0,0,340,133,39,26,34,17,32,46,5,4
Rijn en IJssel,Oude IJsselstreek,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,"Stembureau Zaal De Vos, Halseweg 2, Westendorp",1509::SB22,7054 BH,891,434,6,1,0,0,2,405,34,0,0,0,0,0,0,441,102,60,30,58,21,31,117,2,13
Rijn en IJssel,Oude IJsselstreek,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,"Stembureau Zorgcentrum Debbeshoek, Kempermanstraat 1 Ulft",1509::SB23,7071 XL,1657,502,8,1,0,2,1,478,34,0,0,0,2,0,0,513,148,72,93,27,16,9,97,4,36
