contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,VVD,Algemene Waterschapspartij Delfland,Partij voor de Dieren,50PLUS,ChristenUnie-SGP
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Het Eiland,0518::SB136,,1920,526,11,7,0,0,0,499,48,0,3,0,3,0,0,547,64,62,61,67,118,75,65,14
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Florence Dekkersduin,0518::SB137,,800,315,6,0,0,0,0,297,24,0,0,0,0,0,0,321,36,40,43,87,55,36,14,4
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau OBS De La Reyschool,0518::SB202,,3021,536,8,10,0,1,0,476,77,0,0,1,0,0,0,553,55,169,63,45,60,68,40,36
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau OBS De Gelderlandschool,0518::SB204,,1218,238,11,3,0,0,0,223,29,0,0,0,0,0,0,252,23,35,36,21,47,47,14,15
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau R.K. Rosabasisschool,0518::SB205,,2308,429,4,4,0,0,0,389,49,0,1,0,1,0,0,438,49,67,56,43,64,80,25,45
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Middin Steinmetz de Compaan,0518::SB206,,4322,815,12,12,0,1,0,741,99,0,0,0,1,0,0,840,50,150,102,88,183,147,70,25
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau OBS Het Galjoen,0518::SB209,,2204,454,11,3,0,1,0,378,87,0,0,3,0,0,0,465,33,222,33,43,46,43,18,16
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Musicon,0518::SB211,,1178,508,13,4,0,0,0,473,52,0,0,0,0,0,0,525,30,70,63,70,125,99,28,23
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau OBS De Gelderlandschool,0518::SB212,,3258,671,15,7,0,0,0,627,65,0,0,1,0,0,0,692,50,123,99,64,147,103,51,34
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Andre Castens Sportzaal,0518::SB213,,2799,683,17,8,0,0,0,635,73,0,0,0,0,0,0,708,64,76,92,101,151,107,64,28
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau CBS de Ark,0518::SB215,,1806,641,16,7,0,0,0,614,50,0,0,0,0,0,0,664,65,64,78,83,121,144,56,30
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Daltonbasisschool Helen Parkhurst,0518::SB216,,1391,415,9,2,0,2,0,387,41,0,0,0,2,0,0,428,31,52,58,54,95,65,37,23
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Chr. Basisschool Leyenburg,0518::SB218,,1117,478,13,1,0,0,0,446,46,0,0,0,0,0,0,492,57,74,55,53,89,59,67,24
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau WoonZorgPark Swaenesteijn,0518::SB219,,2908,1041,16,12,0,0,0,951,118,0,0,0,0,0,0,1069,125,161,118,132,166,172,119,48
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau WoonZorgPark Swaenehove,0518::SB221,,2144,737,24,5,0,0,1,690,77,0,2,0,2,0,0,768,104,103,78,109,119,103,79,42
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Wijkcentrum Bouwlust,0518::SB225,,2396,381,14,5,0,1,0,326,75,0,0,0,1,0,0,401,35,124,36,23,65,46,37,15
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau R.K. Basisschool de Zuidwester,0518::SB227,,1705,396,9,2,0,0,0,367,40,0,0,0,0,0,0,407,57,120,34,37,56,51,27,14
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Verpleeghuis De Lozerhof,0518::SB228,,2515,519,17,6,0,0,0,491,53,0,2,0,2,0,0,544,84,91,65,27,99,81,57,15
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Florence Gulden Huis,0518::SB230,,1193,377,19,5,0,0,0,356,45,0,0,0,0,0,0,401,46,81,46,21,72,53,46,12
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Centrum Carel van den Oever,0518::SB231,,1718,353,7,2,0,0,0,324,38,0,0,0,0,0,0,362,46,99,36,36,50,46,28,12
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau SBO de Springplank,0518::SB232,,2850,677,32,8,0,0,0,606,111,0,0,0,0,0,0,717,85,164,69,81,98,96,61,23
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Blokpoelschool,0518::SB234,,2604,466,16,7,0,0,0,415,74,0,0,0,0,0,0,489,67,129,49,39,76,59,38,9
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Verpleeghuis Vrederust-West,0518::SB235,,1962,497,19,10,0,1,0,461,66,0,0,0,1,0,0,527,86,130,53,43,69,42,42,32
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Parkoers Stichting VTV,0518::SB236,,2446,292,1,1,0,0,0,266,28,0,0,0,0,0,0,294,40,47,30,26,40,61,36,12
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Stadsdeelkantoor Escamp,0518::SB239,,1053,544,20,13,0,1,1,518,59,0,0,0,1,0,0,578,49,160,59,58,77,85,36,20
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau EBS Tamar,0518::SB241,,1329,270,9,1,0,0,0,237,43,0,0,0,0,0,0,280,17,72,32,17,58,33,33,8
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Ontmoetingscentrum Morgenstond,0518::SB242,,1595,263,6,2,0,0,0,249,24,0,2,0,2,0,0,273,23,61,33,41,45,35,16,9
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau R.K. Basisschool de Krullevaar,0518::SB243,,1507,438,19,3,0,1,0,396,65,0,0,0,1,0,0,461,43,113,44,47,70,60,36,25
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau AC Sparring - Gemiva SVG Groep,0518::SB244,,793,139,1,0,0,0,0,128,12,0,0,0,0,0,0,140,17,21,21,12,24,21,17,6
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Zorgcentrum Middin,0518::SB245,,1877,336,10,5,0,0,0,322,28,0,0,1,0,1,0,350,44,69,46,28,46,57,30,16
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau De Mondriaan Onderwijsgroep,0518::SB246,,3633,944,28,18,0,1,0,862,129,0,0,0,1,0,0,991,90,202,110,140,164,126,80,32
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau OBS De Kleine Wereld,0518::SB251,,5055,726,23,7,0,0,0,672,84,0,0,0,0,0,0,756,53,148,107,64,149,104,62,39
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Woonzorgcentrum Moerwijk,0518::SB254,,1227,286,6,4,0,1,0,297,0,0,0,0,1,0,0,297,25,79,45,18,46,41,25,7
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Woonzorgcentrum CoornhertCentrum,0518::SB258,,2941,445,13,8,0,3,1,430,39,0,1,0,4,0,0,470,49,105,44,27,76,83,46,15
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Jongerenruimte Wijkcentrum Moerwijk,0518::SB259,,1544,399,6,7,0,0,0,373,41,0,2,0,2,0,0,414,35,126,37,25,60,49,49,18
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Verzorgingshuis De Waterhof,0518::SB261,,1349,288,7,1,0,0,0,269,27,0,0,0,0,0,0,296,32,71,30,27,47,34,36,11
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Maria Montessorischool,0518::SB262,,1105,433,15,5,0,0,0,376,77,0,0,0,0,0,0,453,47,74,51,143,62,26,16,14
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Openbare Daltonschool De Vijver,0518::SB264,,1301,348,3,3,0,0,0,299,55,0,0,0,0,0,0,354,34,43,33,85,67,46,26,14
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau R.K. Basisschool De Fontein,0518::SB265,,3141,1065,25,4,0,0,0,923,174,0,0,0,3,0,0,1097,138,150,112,296,186,96,64,23
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau WZH Hoge Veld,0518::SB268,,1902,414,10,5,0,1,0,380,48,0,0,1,0,0,0,428,54,75,37,73,79,46,42,8
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Basisschool de Gantel,0518::SB270,,2457,997,26,4,0,0,0,882,143,0,0,2,0,2,0,1025,147,144,94,293,161,86,43,29
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Openbare Daltonschool de Vijver,0518::SB271,,1145,459,3,7,0,0,0,396,73,0,0,0,0,0,0,469,53,80,52,98,89,44,31,12
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Middin Guntersteinweg,0518::SB272,,2038,323,9,2,0,0,0,297,38,0,1,0,1,0,0,335,23,89,22,36,48,63,23,19
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Cor-Emousschool,0518::SB273,,1407,211,7,4,0,0,0,198,24,0,0,0,0,0,0,222,21,54,29,17,27,32,16,15
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Anemaschool,0518::SB274,,1679,299,11,3,0,0,0,279,34,0,0,0,0,0,0,313,24,92,24,22,46,52,24,15
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Roemer Visscher College,0518::SB275,,1215,218,6,6,0,0,0,209,21,0,0,0,0,0,0,230,23,41,22,19,40,30,33,10
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Keus Genoeg,0518::SB276,,1158,302,8,2,0,1,0,287,25,0,0,0,0,0,0,312,32,50,36,28,55,41,50,10
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Interstate Dansstudio,0518::SB277,,3344,816,16,6,0,0,0,735,103,0,0,0,0,0,0,838,84,119,100,151,145,114,81,22
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Haga Ziekenhuis,0518::SB278,,0,361,5,4,0,0,0,337,33,0,0,0,0,0,0,370,27,81,49,43,59,59,31,12
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Zorghuis Dr. W. Drees,0518::SB301,,1309,672,20,8,0,0,0,636,64,0,0,0,0,0,0,700,60,111,125,141,105,89,28,13
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Wijkvereniging de Kruin,0518::SB302,,1772,800,36,4,0,0,0,767,73,0,0,0,0,0,0,840,51,153,143,109,126,143,40,35
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau OBS De Klimop,0518::SB303,,1590,503,12,4,0,0,0,447,72,0,0,0,0,0,0,519,25,116,72,34,97,114,32,13
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau OBS De Bonte Vlinder,0518::SB304,,1539,520,22,5,0,1,0,491,59,0,2,0,3,0,0,550,36,85,89,91,101,83,22,13
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Wijkcentrum Eltheto,0518::SB305,,1085,437,12,5,0,0,0,410,42,0,0,2,0,2,0,452,30,90,60,84,76,57,13,27
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau OBS De Zonnebloem,0518::SB307,,990,639,17,6,0,0,0,602,60,0,0,0,0,0,0,662,44,92,96,186,103,90,21,7
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Wijkcentrum De Hyacint,0518::SB308,,2398,1079,22,10,0,0,0,1014,97,0,0,0,0,0,0,1111,116,174,144,195,172,165,62,51
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Chr. College De Populier,0518::SB310,,1561,741,23,2,0,0,0,707,59,0,0,0,0,0,0,766,76,109,137,132,121,114,28,24
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau OBS Houtrust,0518::SB311,,1225,693,10,2,0,0,0,626,79,0,0,0,0,0,0,705,71,89,67,216,116,98,18,18
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Nutsschool Laan van Poot,0518::SB313,,1485,916,19,3,0,6,2,832,98,0,0,6,0,0,0,932,84,92,110,360,126,68,39,37
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Verzorgingshuis Huize Eykenburg,0518::SB314,,1860,750,25,7,0,0,0,719,65,0,2,0,2,0,0,784,92,122,88,150,121,111,39,27
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Florence Woonzorgcentrum Uitzicht,0518::SB316,,638,361,2,6,0,0,0,337,32,0,0,0,0,0,0,369,54,48,43,74,65,45,19,13
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Sporthal Loosduinen,0518::SB317,,860,280,9,1,0,0,0,260,30,0,0,0,0,0,0,290,41,32,27,61,46,36,24,13
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau RKBS de Parkiet,0518::SB318,,636,335,14,1,0,0,0,311,39,0,0,0,0,0,0,350,42,41,39,90,51,44,12,16
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau CBS de Elout,0518::SB322,,1744,587,19,1,0,0,0,550,57,0,0,0,0,0,0,607,44,124,115,92,92,89,19,12
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau CBS de Vliermeent,0518::SB323,,1600,755,17,6,0,0,0,681,97,0,0,0,0,0,0,778,85,126,103,160,112,116,25,28
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Florence - Woonzorgcentrum Jonker Frans,0518::SB325,,2785,617,15,11,0,0,0,574,69,0,0,0,0,0,0,643,50,166,88,48,103,116,36,10
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Stichting Federatie Eekta,0518::SB326,,960,288,6,2,0,0,0,269,27,0,0,0,0,0,0,296,18,74,38,30,47,52,16,13
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Bibliotheek Segbroek,0518::SB327,,1238,672,33,12,0,0,0,658,59,0,0,0,0,0,0,717,38,175,131,67,107,97,32,25
Delfland,'s-Gravenhage,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau De Goede Herder Kapel,0518::SB328,,2170,506,11,4,1,0,0,479,43,0,0,0,1,0,0,522,44,81,73,57,102,120,15,14
