contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterschapspartij Zeeuws-Vlaanderen,Staatkundig Gereformeerde Partij (SGP),CDA,VVD,Partij voor Zeeland,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,ChristenUnie,Algemene Waterschapspartij Zeeland,50PLUS
Scheldestromen,Middelburg,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau De Ontmoetingskerk,0687::SB17,,1496,518,5,0,0,0,3,492,28,0,0,0,0,0,0,523,19,54,57,36,53,103,72,53,43,28
Scheldestromen,Middelburg,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Het Getij,0687::SB19,,1510,733,16,3,0,0,2,684,66,0,0,0,0,0,0,752,21,79,72,55,111,136,89,77,53,40
Scheldestromen,Middelburg,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Wijkcentrum Palet,0687::SB20,,2211,770,10,6,0,0,0,708,78,0,0,0,0,0,0,786,29,67,86,71,100,134,87,74,60,62
Scheldestromen,Middelburg,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Scalda Ravensteijnweg,0687::SB21,,1321,559,8,7,0,0,0,498,76,0,0,0,0,0,0,574,12,46,73,139,52,78,54,64,24,17
Scheldestromen,Middelburg,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau R.K. Franciscusschool,0687::SB22,,1410,459,1,4,0,0,0,426,38,0,0,0,0,0,0,464,14,19,55,48,48,86,68,46,47,28
Scheldestromen,Middelburg,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Rustenburg,0687::SB23,,1476,533,9,3,0,0,0,502,43,0,0,0,0,0,0,545,19,16,56,44,76,110,70,50,48,44
Scheldestromen,Middelburg,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Verpleegcentrum Buitenrust,0687::SB24,,1242,414,7,0,0,0,0,389,32,0,0,0,0,0,0,421,11,17,53,51,45,74,60,31,29,43
Scheldestromen,Middelburg,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Dolfijnenburch,0687::SB25,,1170,824,21,2,0,1,0,765,83,0,0,0,1,0,0,848,24,83,119,109,66,141,152,79,36,15
Scheldestromen,Middelburg,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Wijkcentrum Palet,0687::SB26,,1622,874,7,7,0,1,0,807,82,0,0,0,1,0,0,889,36,54,104,68,115,180,111,73,72,61
Scheldestromen,Middelburg,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Zeeuwse Bibliotheek,0687::SB28,,935,632,24,10,0,0,0,601,66,0,0,0,1,0,0,667,22,24,72,90,55,123,137,29,34,46
Scheldestromen,Middelburg,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Clubgebouw M.Z.V.C.,0687::SB29,,1269,517,4,2,0,2,0,472,49,0,0,2,0,0,0,521,12,19,74,101,41,85,90,49,25,21
Scheldestromen,Middelburg,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Verenigingsgebouw Hervormde Kerk,0687::SB31,,1371,609,10,5,0,0,0,514,110,0,0,0,0,0,0,624,4,258,76,31,40,25,27,103,18,27
Scheldestromen,Middelburg,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Dorpshuis de Arne,0687::SB32,,1104,555,7,1,0,0,0,487,76,0,0,0,0,0,0,563,6,242,72,28,37,24,20,86,19,21
Scheldestromen,Middelburg,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau 't Vierschip,0687::SB33,,1516,751,5,2,0,0,0,658,100,0,0,0,0,0,0,758,15,239,91,89,59,60,40,115,21,22
