contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterschapspartij Zeeuws-Vlaanderen,Staatkundig Gereformeerde Partij (SGP),CDA,VVD,Partij voor Zeeland,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,ChristenUnie,Algemene Waterschapspartij Zeeland,50PLUS
Scheldestromen,Vlissingen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Lokaal Het Kroonjuweel,0718::SB15,4388 MD,1871,503,6,0,0,0,0,463,46,0,0,0,0,0,0,509,16,22,60,42,72,69,32,39,118,33
Scheldestromen,Vlissingen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Zorgcentrum De Zoute Viever,0718::SB16,4388 VJ,1657,519,7,4,0,0,0,530,0,0,0,0,0,0,0,530,10,20,49,50,66,71,56,39,115,43
Scheldestromen,Vlissingen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Activiteitencentrum De Kwikstaart,0718::SB17,4388 KK,1299,519,13,6,0,0,0,492,46,0,0,0,0,0,0,538,18,30,63,27,61,59,46,24,156,35
Scheldestromen,Vlissingen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Lokaal Bibliotheek Oost-Souburg,0718::SB18,4388 BN,1639,696,8,6,0,0,1,656,54,0,1,0,1,0,0,711,28,35,60,46,120,79,74,45,150,59
Scheldestromen,Vlissingen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Lokaal wijkgebouw De Zwaan,0718::SB19,4388 HJ,1739,646,12,11,0,0,0,600,69,0,0,0,0,0,0,669,25,28,62,42,114,79,66,44,139,47
Scheldestromen,Vlissingen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Lokaal Protestantse Kerk,0718::SB20,,419,250,2,3,0,0,0,241,14,0,0,0,0,0,0,255,7,24,46,35,33,17,30,9,35,14
Scheldestromen,Vlissingen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Bioscoop CineCity,0718::SB21,4381 LZ,1294,563,19,6,0,0,1,518,69,0,0,0,0,0,0,588,23,12,85,131,71,69,51,18,45,58
Scheldestromen,Vlissingen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Lokaal basisschool de Branding,0718::SB22,4381 PP,1444,320,7,2,0,0,0,298,31,0,0,0,0,0,0,329,10,8,26,26,58,66,51,11,32,32
Scheldestromen,Vlissingen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Lokaal De Combinatie,0718::SB23,4382 KB,1174,422,13,1,0,2,0,395,38,0,0,5,0,3,0,432,23,8,28,42,79,88,42,14,41,57
Scheldestromen,Vlissingen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Lokaal basisschool De Houtuyn,0718::SB24,4385 HT,1402,345,8,1,0,0,0,312,41,0,0,1,0,1,0,353,6,9,30,28,57,65,40,27,39,44
Scheldestromen,Vlissingen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Lokaal Speeltuin De Lammerenburcht,0718::SB25,4386 ND,1115,361,11,5,0,2,0,337,42,0,0,0,2,0,0,379,10,7,45,67,54,58,56,10,30,24
Scheldestromen,Vlissingen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Lokaal Wijkcentrum Het Palet,0718::SB26,3282 TD,1805,473,6,8,0,0,0,443,44,0,0,0,0,0,0,487,13,11,54,20,83,112,59,22,44,55
Scheldestromen,Vlissingen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Mobiel Stembureau,0718::SB27,,0,134,2,5,0,0,0,132,9,0,0,0,0,0,0,141,7,5,23,7,17,15,17,6,26,11
