contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,Water Natuurlijk,CDA,SGP-ChristenUnie,DWLK & Schieland: Helder als water,Stichting Veilig Vitaal Waterbeheer,Algemene Waterschapspartij,50PLUS
Schieland en de Krimpenerwaard,Lansingerland,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau Huize St. Petrus, Berkel en Rodenrijs",1621::SB12,2651 CX,0,6,0,0,0,0,0,4,2,0,0,0,0,0,0,6,1,3,0,0,1,1,0,0,0
Schieland en de Krimpenerwaard,Lansingerland,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau Woonzorgcentr. Hergerborch, Berkel en Rodenrijs",1621::SB13,2651 DA,2,19,0,0,0,0,0,16,3,0,0,0,0,0,0,19,2,8,0,3,1,3,2,0,0
Schieland en de Krimpenerwaard,Lansingerland,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau Gebouw De Bron, Berkel en Rodenrijs",1621::SB14,2651 BN,0,8,0,0,0,0,0,6,2,0,0,0,0,0,0,8,0,1,1,0,6,0,0,0,0
Schieland en de Krimpenerwaard,Lansingerland,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau Wijkgeb. Rodenrijs, Berkel en Rodenrijs",1621::SB15,2651 PG,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,4,0,1,1,0
Schieland en de Krimpenerwaard,Lansingerland,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau Pr. Willem-Alexanderschool, Berkel en Rodenrijs",1621::SB17,2651 XK,0,8,1,0,0,0,0,6,3,0,0,0,0,0,0,9,1,0,2,1,2,1,0,1,0
Schieland en de Krimpenerwaard,Lansingerland,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau Woonzorgcentrum De Leeuwerik, Bleiswijk",1621::SB18,2665 VH,1959,1043,25,9,0,1,0,950,128,0,0,0,1,0,0,1078,102,213,72,191,106,201,39,65,54
Schieland en de Krimpenerwaard,Lansingerland,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau Gereformeerde Kerk, Bleiswijk",1621::SB19,2665 BG,2197,934,15,6,0,4,0,855,104,0,0,0,4,0,0,959,87,172,87,137,133,203,26,47,42
Schieland en de Krimpenerwaard,Lansingerland,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau RK Basisschool De Oosthoek, Bleiswijk",1621::SB20,2665 ES,1607,708,9,7,0,0,0,653,71,0,0,0,0,0,0,724,88,121,71,123,42,157,19,44,43
Schieland en de Krimpenerwaard,Lansingerland,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau CBS De Wiekslag, Bleiswijk",1621::SB21,2665 ES,1900,1075,25,4,0,0,0,967,137,0,0,0,0,0,0,1104,100,214,110,180,88,238,47,55,43
Schieland en de Krimpenerwaard,Lansingerland,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau Restaurant Bloemenveiling Flora, Bleiswijk",1621::SB22,2665 LP,1274,456,2,7,0,0,0,402,63,0,0,0,0,0,0,465,20,105,28,57,67,112,31,18,18
Schieland en de Krimpenerwaard,Lansingerland,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau CBS Prinses Maximaschool, Berkel en Rodenrijs",1621::SB23,2652 HJ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Schieland en de Krimpenerwaard,Lansingerland,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau Woonzorgcentr. De Oudelandse Hof, Berkel en Rodenrijs",1621::SB24,2652 EL,0,15,0,0,0,0,0,14,1,0,0,0,0,0,0,15,2,6,4,1,2,0,0,0,0
