contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),VVD,Waterschap@inwonersbelangen,Algemene Waterschapspartij,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School, Laan van Nieuw-Guinea 20",0344::SB19,3531 JJ,1900,971,80,0,0,0,0,959,93,0,1,0,1,0,0,1052,289,57,205,127,36,52,40,4,161
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School, Vleutenseweg 515",0344::SB20,3532 HK,2901,969,71,9,0,0,0,1000,49,0,0,0,0,0,0,1049,249,80,157,98,52,71,89,13,160
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Eben-Haezer Victor Hugoplantsoen 33,0344::SB22,3533 CJ,1674,636,40,1,0,0,0,601,79,0,3,0,3,0,0,680,159,63,128,99,21,39,35,8,84
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Gymzaal, Franz Schubertstraat 20",0344::SB23,3533 GW,1512,1298,77,6,0,0,0,1241,140,0,0,0,0,0,0,1381,435,119,225,186,38,55,70,9,161
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau De Wartburg, Kennedylaan 16,",0344::SB24,3533 KJ,1184,423,21,8,0,0,0,416,36,0,0,0,0,0,0,452,112,62,55,57,26,24,37,2,48
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Park Welgelegen Leidseweg 132-213,0344::SB25,3533 HD,1350,587,32,4,0,0,0,574,49,0,0,0,0,0,0,623,155,85,124,78,22,22,36,4,61
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Oranjekapel, A'damsestrwg 441 A",0344::SB26,3553 EA,1835,814,66,4,0,0,0,840,42,0,0,2,0,2,0,882,238,58,135,101,33,53,51,2,143
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School, St.-Bonifaciusstraat 8",0344::SB27,3553 SR,1701,469,29,3,0,0,0,454,47,0,0,0,0,0,0,501,126,44,86,58,20,25,32,3,75
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Buurthuis, St.-Ludgerusstr 251",0344::SB28,3553 SX,1401,664,32,10,0,0,0,647,59,0,0,0,0,0,0,706,185,51,95,88,36,42,37,3,127
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School, Bisschopsplein 8",0344::SB29,3553 SK,1691,514,28,5,0,0,0,513,35,0,1,0,1,0,0,548,127,33,93,54,22,27,50,2,106
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School, Plesmanlaan 21",0344::SB30,3555 AM,1479,489,28,10,0,1,2,474,52,0,0,0,1,0,0,528,123,33,85,39,50,33,32,7,87
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Vorstelijk Compl. Pr. Beatrixlaan 2,0344::SB31,3554 JK,3237,866,41,12,0,4,0,852,74,0,3,0,7,0,0,926,226,78,159,99,51,36,82,9,126
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Gymlokaal, Prof.H.Bavinckstraat 3",0344::SB32,3555 GS,1978,611,26,3,1,0,0,577,64,0,0,0,1,0,0,641,143,71,105,92,30,42,46,4,78
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Gymlokaal, Prinses Margrietstr. 124",0344::SB34,3554 JL,3350,583,21,8,0,0,0,560,52,0,0,0,0,0,0,612,170,39,123,49,31,18,59,5,89
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Bibliotheek, Zwanenvechtlaan 4",0344::SB35,3554 GJ,1513,728,42,4,1,0,0,686,89,0,0,0,1,0,0,775,186,53,179,61,26,44,47,7,125
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School, Van Hoornekade 6",0344::SB36,3554 AW,1729,510,41,1,0,0,0,506,46,0,0,0,0,0,0,552,124,44,89,52,27,28,44,6,96
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Gymzaal,  Amsterdamsestraatweg 3",0344::SB38,3513 AA,3335,1202,122,11,0,0,2,1233,100,0,0,0,0,0,0,1335,358,84,198,171,65,70,48,7,201
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Hogeschool Utrecht, Oudenoord 700",0344::SB40,3513 EX,3222,896,28,9,0,5,1,885,52,0,0,0,5,0,0,938,242,87,139,125,30,61,48,2,162
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Buurthuis, 2e Daalsedijk 2 BS",0344::SB41,3551 EJ,1541,527,33,9,0,0,0,528,41,0,0,0,0,0,0,569,157,24,92,62,17,54,32,2,87
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau WSC Noordwest, Amsterdamsestrw. 283",0344::SB42,3551 DJ,1861,755,46,13,0,2,2,763,51,0,0,0,2,0,0,816,235,53,138,71,29,46,54,6,123
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Gymzaal, Opzoomerstraat 1",0344::SB43,3551 BP,1549,452,29,1,0,0,0,449,33,0,0,0,0,0,0,482,108,33,84,43,37,32,23,1,91
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Gymlokaal, Laan van Chartroise 166",0344::SB44,3552 EZ,2686,770,43,2,0,0,0,744,71,0,0,0,0,0,0,815,206,64,133,62,46,50,73,6,130
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Kerkcentrum, Boerhaaveplein 199",0344::SB45,3552 CT,1571,422,36,5,1,0,0,433,29,0,0,1,0,0,0,462,109,35,63,33,28,27,42,5,80
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Het Vechthuis, Jagerskade 13-15",0344::SB47,3552 TL,1250,435,29,4,0,0,0,428,41,0,1,0,1,0,0,469,125,20,84,48,21,26,19,8,84
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Sportzaal, Rhonedreef 40",0344::SB49,3561 VA,1972,612,33,0,1,0,0,600,46,0,0,0,1,0,0,646,127,79,84,49,19,37,138,11,68
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Bibliotheek, Gloriantdreef 1",0344::SB50,3562 KW,2495,977,47,6,0,7,0,964,73,0,0,0,7,0,0,1037,219,111,184,107,51,54,95,6,150
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Gymlokaal, Winterboeidreef 8",0344::SB52,3561 HX,1795,669,32,3,0,1,0,631,74,0,0,0,1,0,0,705,177,64,135,54,30,34,83,3,89
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Activiteitencentr., Vulcanusdrf 47",0344::SB54,3561 CB,1545,426,21,9,0,0,0,410,46,0,0,0,0,0,0,456,91,35,110,32,26,29,23,5,75
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Sint Rafael Kerk, Lichtenberchdr. 4",0344::SB55,3562 RD,3552,596,32,10,0,0,0,554,84,0,0,0,0,0,0,638,126,63,143,33,45,35,52,6,93
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Seniorencomplex, Dommeringdreef 60",0344::SB56,3562 AL,1962,438,30,11,0,0,0,440,39,0,0,0,0,0,0,479,104,43,98,27,42,32,27,7,58
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Zorgcentrum , Perudreef 8",0344::SB58,3563 VA,3124,712,27,5,2,2,1,657,82,0,0,4,0,0,0,740,166,86,163,56,41,33,45,4,118
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Huis aan de Vecht, C. Ricadreef 9",0344::SB60,3563 TA,2090,596,36,6,0,0,0,577,64,0,3,0,3,0,0,641,130,74,139,33,28,32,52,4,104
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Verpleeghuis,  Indusdreef 5",0344::SB63,3564 GV,3088,734,19,11,0,1,0,701,64,0,0,0,1,0,0,765,163,82,177,64,40,43,61,7,97
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Buurthuis De Boog, Gambiadreef 60",0344::SB64,3564 ES,2159,473,22,5,0,0,0,441,59,0,0,0,0,0,0,500,100,51,134,23,28,22,33,10,72
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School, Ramsesdreef 190",0344::SB65,3564 CL,2366,486,25,6,2,0,0,453,62,0,0,2,0,0,0,515,86,53,132,50,33,29,43,3,57
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Stichting S.W.K., Draaiweg 51",0344::SB67,3515 EJ,3780,1357,82,16,4,0,0,1345,114,0,0,0,4,0,0,1459,414,83,254,230,45,58,71,4,198
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Sportschool, Willem  Arntszkade 5",0344::SB69,3515 AG,1626,833,45,14,0,0,0,847,45,0,0,0,0,0,0,892,243,47,146,146,19,35,46,6,145
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Griftsteede, Van Swindenstraat 129",0344::SB70,3514 XR,1432,833,48,6,0,1,0,810,79,0,1,0,2,0,0,889,313,62,136,87,23,41,45,1,125
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Gymzaal, M.v.Reedestr. 4",0344::SB71,3515 XJ,1335,794,50,6,0,0,0,776,74,0,0,0,0,0,0,850,269,49,157,109,27,40,27,5,111
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Buurthuis, Samuel v. Houtenstraat 1",0344::SB73,3515 EA,2863,1185,59,11,0,0,0,1169,87,0,1,0,1,0,0,1256,358,76,222,99,47,78,76,11,218
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau ZIMIHC theater Wittevrouwen,0344::SB74,3572 SP,1636,1004,60,1,0,0,0,977,88,0,0,0,0,0,0,1065,384,66,178,144,22,40,38,11,121
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Wijkbureau,  F.C. Dondersstraat 1",0344::SB75,3572 JA,2649,1044,68,13,0,4,0,1024,97,0,2,4,0,0,0,1121,300,67,178,237,26,60,34,10,132
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School, Poortstraat 73 (ing Bladst)",0344::SB76,3572 HD,1841,1343,88,10,0,0,0,1331,110,0,0,0,0,0,0,1441,572,75,203,190,33,62,55,4,149
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School Wittevr., Oude Kerkstr. 2a",0344::SB77,3572 TJ,1578,641,45,6,0,0,0,627,65,0,0,0,0,0,0,692,223,36,100,124,11,31,30,5,81
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School, Smijerslaan 2",0344::SB78,3572 LP,1337,546,31,6,0,0,2,533,48,0,0,0,0,0,0,583,181,39,86,103,18,33,22,1,63
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Nw Bleyenburg, Jan v. Galenstraat 6",0344::SB79,3572 LA,1327,695,56,4,0,0,1,685,59,0,0,10,0,10,0,745,240,70,148,55,25,28,37,4,88
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau RK Kerk, W.d.Zwijgerplantsoen 19",0344::SB80,3571 VK,1223,972,64,8,0,0,0,941,103,0,0,0,0,0,0,1044,320,100,189,164,25,46,47,3,78
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Marnix Academie, Vogelsanglaan 1",0344::SB81,3571 ZM,1454,698,33,7,0,0,0,682,55,0,0,1,0,1,0,737,198,80,116,99,34,37,51,9,74
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Gebouw Brandweer, Sartreweg 11",0344::SB82,3573 PW,1086,609,30,2,1,0,0,600,40,0,0,1,0,0,0,640,191,52,115,71,20,31,23,4,102
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School, Ché Guevarastraat 15",0344::SB83,3573 BK,1385,722,34,10,0,0,0,708,58,0,0,0,0,0,0,766,245,44,143,89,48,25,34,1,93
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Zorgcentrum, Winklerln 365",0344::SB84,3571 KE,1273,661,24,8,0,2,0,650,45,0,0,0,2,0,0,695,174,98,112,99,28,37,43,4,66
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Zorgcentrum, Eykmanlaan 72",0344::SB85,3571 JV,1237,686,42,8,0,0,0,669,67,0,0,0,0,0,0,736,165,78,144,108,27,34,45,2,83
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School, Prof. van Bemmelenlaan 34",0344::SB86,3571 EN,1165,743,44,5,0,0,0,706,86,0,0,0,0,0,0,792,209,64,164,136,30,31,41,2,66
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Krammstate,  C.Krammlaan 2",0344::SB87,3571 AX,1485,591,77,3,0,0,0,637,34,0,0,0,0,0,0,671,223,51,90,51,27,42,30,3,74
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau Parnassos, Kruisstraat 201",0344::SB88,3581 GK,1384,771,61,9,0,0,0,777,65,0,1,0,1,0,0,842,260,47,144,84,25,53,36,1,121
De Stichtse Rijnlanden,Utrecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau School, Kruisdwarsstraat 6",0344::SB89,3581 GL,1466,684,44,7,0,0,1,699,35,0,0,0,0,0,0,735,200,44,115,141,14,46,23,1,100
