contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,Water Natuurlijk,CDA,SGP-ChristenUnie,DWLK & Schieland: Helder als water,Stichting Veilig Vitaal Waterbeheer,Algemene Waterschapspartij,50PLUS
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau Wijkcentrum ""De  Trefterp""",0502::SB11,2904 EN,1617,494,29,5,0,0,0,483,45,0,0,0,0,0,0,528,74,79,75,56,47,47,7,56,53
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau PCB ""De Horizon""",0502::SB12,2904 SC,1686,799,14,3,0,0,0,732,84,0,0,0,0,0,0,816,127,173,144,96,50,52,30,48,79
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau Kerkelijk Centrum ""De Gaarde""",0502::SB13,2905 NP,1617,741,19,10,0,1,0,696,75,0,0,0,1,0,0,771,115,117,108,86,72,72,33,48,90
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau Buurtcentrum ""De Trefhoek""",0502::SB14,2905 TW,1637,290,14,3,0,0,0,272,35,0,0,0,0,0,0,307,55,41,52,22,23,23,11,25,38
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau De Serre,0502::SB15,2905 XT,1999,516,18,12,0,0,0,501,45,0,0,0,0,0,0,546,112,34,82,43,41,40,19,31,114
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau PCB ""Sjalomschool""",0502::SB16,2907 NB,2018,654,12,3,0,0,0,606,63,0,0,0,0,0,0,669,112,87,123,64,51,56,34,43,84
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau Wooncomplex ""Spinoza""",0502::SB17,2907 KE,2020,556,16,4,0,0,0,530,46,0,0,0,0,0,0,576,110,54,135,49,23,33,29,41,82
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Ontmoetingsruimte De Vogeltuinen,0502::SB18,2908 CC,1593,518,18,3,3,0,0,480,56,0,0,3,0,0,3,536,79,71,78,56,44,44,25,43,78
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Ontmoetingsruimte De Vogeltuinen,0502::SB19,2908 CC,1424,512,17,3,0,0,0,477,55,0,0,0,0,0,0,532,93,82,63,62,29,50,18,38,77
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau Serviceflat ""Bermensteyn"",",0502::SB20,2907 GH,1367,594,24,6,0,0,0,559,64,0,0,1,0,1,0,623,112,79,89,67,69,47,20,26,85
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Buurtcentrum (hoofdingang),0502::SB21,2907 BD,1700,574,20,1,0,0,0,533,59,0,0,3,0,3,0,592,95,96,110,39,51,57,18,45,63
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Buurtcentrum (hoofdingang),0502::SB22,2907 BD,1483,575,11,2,0,0,0,518,70,0,0,0,0,0,0,588,102,100,95,49,48,36,21,47,77
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau Ref.basisschool ""Rehoboth""",0502::SB23,2907 TK,1823,529,13,4,0,0,0,491,55,0,0,0,0,0,0,546,76,67,88,35,68,57,26,34,78
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau Kerkgebouw "" De Voorhof""",0502::SB24,2907 LA,1190,526,6,6,0,0,0,468,70,0,0,0,0,0,0,538,35,122,47,55,174,26,13,33,21
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Schenkelkerk,0502::SB25,2906 LA,1618,707,15,1,0,0,1,617,105,0,0,0,0,0,0,723,61,80,81,59,287,40,21,33,45
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau Serviceflat ""Schinckelhove""",0502::SB26,2906 AA,1452,651,9,4,1,0,0,610,55,0,1,0,1,0,1,665,111,63,92,79,120,40,24,48,74
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau IJsselland Ziekenhuis,0502::SB27,2906 RN,1243,655,6,3,0,0,0,601,63,0,0,0,0,0,0,664,96,112,96,81,110,40,27,49,44
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau Verpleeghuis ""Rijckehove""",0502::SB28,2901 HM,1871,882,8,6,0,0,0,780,116,0,0,0,0,0,0,896,112,206,135,100,77,72,30,63,87
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau Chr.basisschool ""De Fontein""",0502::SB29,2901 CN,1934,880,8,4,0,0,0,754,138,0,0,0,0,0,0,892,91,201,104,81,163,69,34,56,81
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,"Stembureau O.B.S. ""West""",0502::SB30,2901 GA,1739,785,23,5,0,2,0,686,129,0,0,0,2,0,0,815,124,197,106,90,75,51,31,46,65
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Moriakerk,0502::SB31,2901 AJ,1813,707,10,3,0,0,0,610,110,0,0,0,0,0,0,720,80,136,91,65,186,53,16,39,41
Schieland en de Krimpenerwaard,Capelle aan den IJssel,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau MFC Fascinatio,0502::SB32,2909 PK,2088,634,13,5,0,0,0,560,92,0,0,0,0,0,0,652,122,182,87,59,31,40,16,52,45
