contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterbelang Parkstad,Waterbelang Westelijke Mijnstreek,Water Natuurlijk,Waterbelang Heuvelland,Waterbelang Maastricht,Waterbelang Midden-Limburg,VVD,50PLUS
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Zorgcentrum De Regenboog,0917::SB29,,1000,345,19,4,0,0,0,335,33,0,0,0,0,0,0,368,230,12,57,5,6,1,21,13
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis 't Juphuis,0917::SB30,,1338,462,8,4,0,0,2,435,37,0,0,0,0,0,0,474,310,14,82,8,3,2,15,28
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Kinderopvang Humanitas,0917::SB31,,1281,323,16,2,0,0,0,309,32,0,0,0,0,0,0,341,208,9,52,9,8,9,5,23
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Op den Dreek,0917::SB32,,1297,473,17,3,0,0,0,453,40,0,0,0,0,0,0,493,319,11,67,8,6,7,15,40
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool Frans Postma,0917::SB33,,1498,490,14,7,0,0,2,443,66,0,0,0,0,0,0,511,329,16,68,6,6,7,31,27
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Ouderencentrum Hooghendael,0917::SB34,,1182,359,16,6,0,0,0,347,34,0,0,0,0,0,0,381,243,14,54,3,7,12,11,15
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Zorgcentrum Ter Eyck,0917::SB35,,2262,907,36,10,0,0,2,851,100,0,0,0,0,0,0,953,646,33,90,14,8,14,45,57
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool Windekind,0917::SB36,,2086,897,58,14,0,0,0,866,103,0,0,0,0,0,0,969,528,28,166,24,5,9,96,41
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Sporthal Varenbeuk,0917::SB37,,1299,347,20,3,0,0,1,348,21,0,0,0,0,0,0,370,236,15,38,8,3,9,22,16
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis De Koekoek,0917::SB38,,1656,397,24,1,0,0,0,359,64,0,0,0,1,0,0,423,265,16,46,3,6,10,14,37
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Buurtcentrum 't Heitje,0917::SB39,,1852,494,12,4,0,0,0,451,59,0,0,0,0,0,0,510,331,19,72,16,4,9,9,34
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis Heksenberg,0917::SB42,,1769,724,21,8,0,0,0,673,80,0,0,0,0,0,0,753,482,28,95,17,12,12,32,46
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Ouderencentrum Vogelsanck,0917::SB43,,1300,252,8,0,0,0,0,241,20,0,0,0,1,0,0,261,181,9,20,4,4,5,3,26
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis De Laurier,0917::SB44,,1151,336,7,4,0,0,0,308,39,0,0,0,0,0,0,347,226,14,40,8,3,6,11,28
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,"Stembureau Basisschool De Piramide,  Zeswegen",0917::SB45,,1046,359,22,3,0,0,0,347,37,0,0,0,0,0,0,384,216,13,63,11,10,16,7,23
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool Mijn Spoor,0917::SB46,,2046,547,28,0,0,0,0,516,59,0,0,0,0,0,0,575,361,27,80,13,2,3,17,44
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool De Windwijzer,0917::SB47,,1885,688,23,10,0,0,0,632,89,0,0,0,0,0,0,721,418,23,132,20,10,13,48,24
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Brede School SAM SAM,0917::SB48,,1876,447,19,4,0,0,0,411,59,0,0,0,0,0,0,470,281,15,62,20,8,9,25,27
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Broeklandcollege,0917::SB101,,1791,617,28,9,0,0,1,591,62,0,0,0,0,0,0,654,362,57,81,17,15,20,17,48
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Buurtcentrum de Koffiepot,0917::SB104,,1422,649,19,1,0,0,0,602,67,0,0,0,0,0,0,669,403,43,76,18,18,7,29,55
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool nieuw Lotbroek,0917::SB106,,2028,553,15,5,0,0,0,507,66,0,0,0,0,0,0,573,366,25,85,5,4,7,27,34
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Multifunctioneel Centrum Gebrook,0917::SB107,,1980,632,20,7,0,0,0,572,88,0,0,0,1,0,0,660,397,32,104,11,8,11,32,37
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool de Vlieger,0917::SB109,,2087,638,24,6,0,0,0,580,88,0,0,0,0,0,0,668,394,38,101,11,10,8,37,39
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Ouderencentrum Weijenberg,0917::SB112,,1887,648,23,7,0,0,0,618,60,0,0,0,0,0,0,678,386,39,110,9,11,11,24,58
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis Mariarade,0917::SB114,,1920,682,31,7,0,0,0,639,81,0,0,0,0,0,0,720,401,60,95,18,7,16,42,43
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool De MHeyster,0917::SB115,,1725,426,19,6,0,0,0,403,48,0,0,0,0,0,0,451,272,22,61,5,7,12,22,25
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Ouderencentrum Butting Inn,0917::SB116,,1539,538,19,5,0,0,0,499,65,0,0,0,2,0,0,564,335,31,80,15,6,7,20,44
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,"Stembureau Pius, Adalante  (mobiel stembureau)",0917::SB200,,0,28,1,0,0,0,0,24,5,0,0,0,0,0,0,29,16,3,6,1,0,0,2,0
Roer en Overmaas,Heerlen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,"Stembureau Atrium, Hollehof, Mondriaan (mobiel stembureau)",0917::SB201,,0,102,3,0,0,0,0,99,6,0,0,0,0,0,0,105,49,11,26,5,3,1,4,3
