contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),ChristenUnie,Water Natuurlijk,Staatkundig Gereformeerde Partij (SGP),50PLUS,CDA,VVD,AWP Vallei en Veluwe,Lokaal Waterbeheer
Vallei en Veluwe,Veenendaal,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau School De Schakel,0345::SB15,3905 WK,1381,846,10,2,0,2,0,730,126,0,0,2,0,0,0,856,63,178,66,134,67,89,119,66,64
Vallei en Veluwe,Veenendaal,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Johannes Calvijnschool,0345::SB16,3905 AS,1426,637,16,1,0,0,0,563,91,0,0,0,0,0,0,654,58,115,61,153,46,61,52,33,58
Vallei en Veluwe,Veenendaal,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Buurthuis 't Turfke,0345::SB17,3905 ZC,1686,532,0,10,0,0,0,471,71,0,0,0,0,0,0,542,38,95,51,130,32,43,41,44,58
Vallei en Veluwe,Veenendaal,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Jul.v.Stolbergschool (hoofdgebouw),0345::SB18,3905 LD,1498,838,1,13,0,0,1,732,119,0,0,0,0,0,0,852,66,197,38,170,53,98,97,51,68
Vallei en Veluwe,Veenendaal,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Rehobothschool,0345::SB19,3905 GJ,1943,709,16,6,0,0,0,628,103,0,0,0,0,0,0,731,42,208,47,194,24,80,49,33,32
Vallei en Veluwe,Veenendaal,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Zorgcentrum 't Boveneind,0345::SB20,3905 JD,1618,816,14,4,0,0,2,729,104,0,1,0,1,0,0,835,52,188,29,257,43,89,55,41,62
Vallei en Veluwe,Veenendaal,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau School Het Erf,0345::SB21,3902 CZ,1418,461,7,0,0,0,0,426,42,0,0,0,0,0,0,468,34,110,39,75,21,62,43,38,39
Vallei en Veluwe,Veenendaal,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Wijkcentrum Aller Erf,0345::SB22,3902 CZ,1474,1341,21,12,0,0,1,1212,161,0,0,0,0,0,0,1374,113,306,98,273,85,157,123,90,96
Vallei en Veluwe,Veenendaal,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Dienstencentrum Kleine Beer,0345::SB23,3901 SH,1670,761,15,5,0,0,0,699,80,0,0,2,0,2,0,779,54,132,59,138,84,117,68,43,66
Vallei en Veluwe,Veenendaal,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Buurthuis De Driehoek,0345::SB24,3902 XX,1405,575,16,3,0,2,0,534,62,0,0,0,2,0,0,596,80,131,32,73,29,62,75,49,44
Vallei en Veluwe,Veenendaal,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau School WereldKidz Achtbaan,0345::SB25,3906 AD,1567,798,17,2,0,0,0,724,93,0,0,0,0,0,0,817,71,165,55,103,46,112,96,84,66
Vallei en Veluwe,Veenendaal,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau School De Grondtoon (hoofdgebouw),0345::SB26,3906 BW,1602,974,20,2,0,12,0,890,94,0,0,12,0,0,0,984,80,213,72,99,43,148,173,80,66
Vallei en Veluwe,Veenendaal,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau School De Burcht,0345::SB27,3903 WK,1355,586,3,3,0,0,0,511,80,0,0,1,0,1,0,591,35,126,35,56,33,92,126,32,51
Vallei en Veluwe,Veenendaal,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau School WereldKidz Mozaïek,0345::SB28,3903 WK,1539,750,8,6,0,0,0,679,82,0,0,3,0,3,0,761,79,121,53,68,43,79,164,72,71
Vallei en Veluwe,Veenendaal,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Brede Wijkvoorz. 't SpeelKwartier,0345::SB29,3902 JA,1321,639,11,4,0,0,0,567,87,0,0,0,0,0,0,654,43,112,42,88,38,82,132,47,55
Vallei en Veluwe,Veenendaal,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Gemeentehuis,0345::SB30,3901 GA,829,479,19,4,0,0,1,453,50,0,0,0,2,0,2,504,56,72,44,36,33,64,79,46,49
Vallei en Veluwe,Veenendaal,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Ontmoetingshuis,0345::SB31,3907 NJ,1618,675,5,7,0,0,0,598,89,0,0,0,0,0,0,687,44,132,44,145,31,73,126,45,35
Vallei en Veluwe,Veenendaal,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau De Meent (10-12 uur),0345::SB32,3902 HK,0,65,0,1,0,0,0,60,6,0,0,0,0,0,0,66,1,11,3,12,7,14,8,4,5
Vallei en Veluwe,Veenendaal,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Prinses Beatrixschool,0345::SB33,3905 DR,1059,194,0,1,0,0,0,171,24,0,0,0,0,0,0,195,20,60,16,26,12,30,11,9,10
Vallei en Veluwe,Veenendaal,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Rehobothschool,0345::SB34,3905 GJ,0,529,3,1,0,0,0,462,71,0,0,0,0,0,0,533,19,146,24,154,27,58,52,25,24
