contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterbelang Land van Weert en Leudal,Waterbelang Horst-Helden-Beesel,Waterbelang Venray en Maasduinen,Water Natuurlijk,Waterbelang Venlo,VVD,50PLUS
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau School met de Bijbel,0983::SB11,5913 TV,1826,754,24,10,0,0,0,704,84,0,0,0,0,0,0,788,8,9,5,128,445,132,27
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Grand Cafe Maagdenberg,0983::SB12,5915 CW,1473,540,28,5,0,0,0,522,51,0,0,0,0,0,0,573,9,8,8,103,330,52,30
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Huis van de Wijk,0983::SB13,5915 ES,1314,363,20,1,0,0,0,340,44,0,0,0,0,0,0,384,6,5,5,67,235,19,26
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Scheidsrechtersvereniging Venlo eo,0983::SB14,5915 CM,1403,586,30,2,0,0,0,545,73,0,0,0,0,0,0,618,15,9,8,86,330,120,18
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Verpleeghuis d'n Horstgraaf,0983::SB15,5915 PN,349,113,2,0,0,0,0,105,10,0,0,0,0,0,0,115,6,4,6,25,56,10,6
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Scouting St Paulus,0983::SB16,5912 CG,1569,417,16,4,0,0,0,385,52,0,0,0,0,0,0,437,11,13,7,82,243,41,20
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Huis van de Wijk Venlo-Zuid,0983::SB17,5912 XN,1636,476,26,5,0,0,0,445,62,0,0,0,0,0,0,507,25,9,5,62,321,28,26
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Basisschool de Zuidstroom,0983::SB18,5912 XW,1500,459,10,2,0,0,0,416,55,0,0,0,0,0,0,471,12,11,11,77,301,21,26
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Gemeenschapsruimte d'n Baand,0983::SB19,5913 SE,1373,483,28,3,0,0,0,466,48,0,0,0,0,0,0,514,10,7,5,77,300,59,25
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau 't Raodhoes,0983::SB20,5921 GV,1867,782,51,3,0,0,0,750,86,0,0,0,0,0,0,836,17,20,8,113,502,69,53
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Huis van de Wijk de Vijfsprong,0983::SB21,5922 VV,2009,542,21,8,0,0,0,507,64,0,0,0,0,0,0,571,17,17,10,85,341,39,33
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Zorggroep inzake Ruysdonck,0983::SB22,5921 EA,1445,418,18,3,0,0,0,378,61,0,0,0,0,0,0,439,7,7,9,56,285,28,26
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Basisschool Mikado,0983::SB23,5922 BZ,1447,405,21,7,0,0,0,383,50,0,0,0,0,0,0,433,14,16,6,61,261,13,34
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Boulevard Hazenkamp,0983::SB24,5921 AZ,1479,393,17,10,0,0,0,369,51,0,0,0,0,0,0,420,10,7,18,61,242,27,28
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Stichting Het Muspelheim,0983::SB25,5922 AT,1893,496,21,3,0,0,0,449,71,0,0,0,0,0,0,520,12,14,13,75,339,26,17
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Basissschool 't Palet,0983::SB26,5923 CJ,1586,535,19,2,0,0,0,500,56,0,0,0,0,0,0,556,10,11,10,74,370,34,26
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Zaal de Egelantier,0983::SB27,5925 AV,3066,753,26,1,0,0,0,696,84,0,0,0,0,0,0,780,15,16,12,125,484,38,63
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau MFC Op Expeditie,0983::SB29,5924 AC,2994,887,45,12,0,0,0,849,95,0,0,0,0,0,0,944,13,15,14,159,551,62,73
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Stichting de Ark,0983::SB31,5923 AJ,1419,499,32,6,0,0,0,472,65,0,0,0,0,0,0,537,20,10,10,93,298,32,36
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Zalzershaof,0983::SB32,5926 PL,2045,973,63,9,0,0,2,931,112,0,0,0,0,0,0,1045,24,38,17,148,540,165,41
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Cafe Feestzaal de Boostenhof,0983::SB33,5927 NP,756,288,20,3,0,0,0,277,34,0,0,0,0,0,0,311,8,17,6,50,152,40,15
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Basisschool de Koperwiek,0983::SB34,5912 TP,1796,573,30,7,0,0,0,525,85,0,0,0,0,0,0,610,4,5,6,96,373,70,19
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Crescendo,0983::SB35,5912 AV,1318,418,25,0,0,0,0,398,45,0,0,0,0,0,0,443,5,15,10,64,270,39,15
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Raadhuis Tegelen,0983::SB101,5931 NR,1378,545,29,6,0,0,0,539,41,0,0,0,0,0,0,580,15,32,18,60,339,49,32
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Basisschool Maasveld,0983::SB102,5931 DP,1575,673,17,3,0,0,0,613,80,0,0,0,0,0,0,693,17,20,12,85,390,122,27
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Basisschool PassePartout,0983::SB103,5931 KS,1524,505,32,6,0,0,0,470,73,0,0,0,0,0,0,543,6,24,7,78,321,46,23
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Café Schillings,0983::SB104,5931 BW,1816,720,34,7,0,0,0,649,112,0,0,0,0,0,0,761,16,19,9,94,474,75,33
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Bijbelgemeente,0983::SB105,5935 AX,1905,819,46,8,0,0,0,785,88,0,0,0,0,0,0,873,15,22,12,118,509,98,45
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,"Stembureau Vijverhofschool, locatie Tegelen",0983::SB106,5931 PC,1565,486,20,4,0,0,0,444,66,0,0,0,0,0,0,510,10,13,6,69,295,64,29
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Cafe de Witte,0983::SB107,5932 CE,1410,446,29,0,0,0,0,423,52,0,0,0,0,0,0,475,21,22,6,65,273,24,35
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Ontmoetingscentrum De Glazenap,0983::SB108,5932 VK,1448,491,23,6,0,0,0,441,79,0,0,0,0,0,0,520,10,22,12,59,326,22,40
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Basisschool de Toermalijn,0983::SB109,5932 TP,1651,456,18,2,0,0,0,422,54,0,0,0,0,0,0,476,20,17,10,84,262,23,40
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Brasserie de Nieuwe Munt,0983::SB110,5931 MH,1295,454,17,11,0,0,0,431,51,0,0,0,0,0,0,482,20,18,7,61,270,44,34
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau 't Prônk-Eppelke Belfeld,0983::SB201,5951 CW,1647,372,25,0,0,0,0,352,45,0,0,0,0,0,0,397,7,47,13,45,220,24,16
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Basisschool  KOM Mijn,0983::SB202,5951 BR,1475,585,41,2,0,0,0,559,69,0,0,0,0,0,0,628,15,41,16,78,354,59,22
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Gemeenschapscentrum De Hamar,0983::SB203,5951 DV,1300,622,39,5,0,0,0,594,69,0,0,3,0,3,0,663,18,64,16,68,373,55,28
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau De Klosterhoaf Arcen,0983::SB301,5944 AW,2064,943,58,15,0,0,0,906,110,0,0,0,0,0,0,1016,19,43,122,165,461,74,59
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Pastoorshof Lomm,0983::SB302,5943 AE,784,374,25,7,0,0,0,365,41,0,0,0,0,0,0,406,8,29,47,55,200,26,9
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Cafe Aan de Pomp,0983::SB303,5941 GA,1703,760,27,10,0,0,0,716,81,0,0,0,0,0,0,797,17,28,30,76,541,46,22
Peel en Maasvallei,Venlo,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau BMV de Vilgaard,0983::SB304,5941 CP,2433,1073,30,14,0,0,0,990,127,0,0,0,0,0,0,1117,20,32,56,164,696,84,21
