contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,VVD,ChristenUnie,Algemene Waterschapspartij,Partij voor de Dieren,50PLUS
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Buurtgebouw Ons Dorp,0114::SB38,,1000,455,7,4,0,0,0,404,62,0,0,0,0,0,0,466,58,71,101,18,19,89,29,70
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau O.b.s. De Bente,0114::SB39,,850,283,8,2,0,0,0,259,34,0,0,0,0,0,0,293,36,40,78,16,10,49,16,38
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Dorpshuis De Foxel,0114::SB40,,550,181,5,1,0,0,0,169,18,0,0,0,0,0,0,187,20,21,34,14,7,28,25,32
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Gebouw achter Veenkerk,0114::SB41,,157,83,4,0,0,0,0,79,8,0,0,0,0,0,0,87,9,9,16,2,5,11,9,22
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau De Collink,0114::SB42,,1000,449,3,2,0,0,0,400,54,0,0,0,0,0,0,454,54,27,119,23,8,35,27,156
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Kantine Sporthal De Eendracht,0114::SB43,,361,99,0,0,0,0,0,89,10,0,0,0,0,0,0,99,16,17,20,9,0,3,9,25
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Dorpshuis De Meerstal,0114::SB44,,19,22,0,1,0,0,0,19,4,0,0,0,0,0,0,23,3,1,4,0,0,3,3,8
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Gemeentewinkel Klazienaveen,0114::SB45,,38,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,2,0,0,1,0,1,0,0
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Zorgcentrum Dillehof,0114::SB46,,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Ons Belang,0114::SB47,,237,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau O.b.s. De Spil,0114::SB49,,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Wijk- en Dienstencentrum Noorderbreedte,0114::SB50,,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Kantine Sporthal de Zon,0114::SB51,,277,108,1,0,0,0,0,93,16,0,0,0,0,0,0,109,12,3,44,19,4,12,3,11
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Gebouw achter Protenstantse kerk,0114::SB52,,42,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Buurthuis 't Hoekje,0114::SB53,,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau Dorpshuis De Klink,0114::SB54,,277,107,0,0,0,0,0,95,12,0,0,0,0,0,0,107,12,19,26,8,2,18,7,15
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau S.K.W. Barnstee,0114::SB57,,1371,494,11,7,0,0,0,459,53,0,0,0,0,0,0,512,68,53,141,32,12,77,30,81
Hunze en Aa's,Emmen,AB2015_HunzeenAas,Algemeen bestuur van het waterschap Hunze en Aa's 2015,,Hunze en Aa's,2015-03-18,Stembureau St. Gerardusschool,0114::SB78,,1077,378,5,3,0,0,0,357,29,0,0,0,0,0,0,386,35,23,131,59,23,34,17,56
