contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,ChristenUnie,Sallandse Gemeentebelangen,Staatkundig Gereformeerde Partij (SGP),VVD,Algemene Waterschapspartij
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Historisch Centrum Overijssel,0193::SB11,8021 WX,1613,637,24,8,0,0,0,620,49,0,0,0,0,0,0,669,267,89,97,31,6,55,92
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Woonzorgcentrum De Esdoorn,0193::SB12,8021 WB,1740,540,37,2,0,0,0,527,52,0,0,0,0,0,0,579,222,58,111,20,14,59,56
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Kerk De Fontein,0193::SB13,8043 NX,1559,841,26,3,0,0,0,774,96,0,0,0,0,0,0,870,282,85,206,31,30,123,84
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Woonzorgcentrum Fermate,0193::SB14,8031 EM,1557,519,16,0,0,0,0,488,47,0,0,0,0,0,0,535,212,72,83,19,5,70,58
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Wijkcentrum Holtenbroek,0193::SB15,8031 HL,1681,963,39,2,0,3,0,900,101,0,0,3,0,0,0,1001,372,95,213,61,23,89,110
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Scholengem. van der Capellen,0193::SB16,8031 XM,1463,388,25,8,0,0,0,384,37,0,0,0,0,0,0,421,155,39,98,23,5,22,46
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Woonzorgcentrum De Havezate,0193::SB17,8031 MK,1513,523,21,2,0,0,1,505,40,0,0,0,0,0,0,546,191,72,103,29,5,55,68
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Gymnasium Celeanum,0193::SB18,8032 EM,1624,486,15,3,0,0,0,476,28,0,0,0,0,0,0,504,214,61,68,30,5,56,52
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau v.m. De Hoeksteen,0193::SB19,8032 PB,1430,828,34,4,0,0,0,794,73,0,1,0,1,0,0,867,361,107,132,40,16,93,79
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau School De Werkschuit,0193::SB20,8032 TK,1577,840,43,2,0,0,2,796,87,0,0,0,0,0,0,885,385,125,101,32,10,117,70
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau School De Wieden,0193::SB21,8033 CS,1395,724,18,2,0,0,0,679,65,0,0,0,0,0,0,744,352,82,97,36,11,79,67
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Praktijk PRO,0193::SB22,8033 AZ,1236,626,21,1,0,0,1,596,51,0,0,0,0,0,0,648,287,72,78,30,13,64,82
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Woonzorgcentrum Rivierenhof,0193::SB23,8032 HX,1492,798,27,7,0,1,0,777,56,0,0,0,1,0,0,833,328,125,104,40,18,90,93
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau School Het Stroomdal,0193::SB24,8032 CG,1807,774,21,6,0,0,0,749,50,0,0,2,0,2,0,799,338,108,109,42,15,91,71
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Dienstencentrum De Terp,0193::SB25,8022 BG,1420,550,24,4,0,0,0,551,27,0,0,0,0,0,0,578,214,59,125,26,10,55,61
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Geb. Muz. Ver. De Bazuin,0193::SB26,8022 RK,1374,506,34,2,0,0,0,507,36,0,1,0,1,0,0,543,178,60,114,26,10,45,73
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau School De Oosterenk,0193::SB27,8023 DJ,1235,866,33,4,0,0,1,819,74,0,0,9,0,9,0,894,384,118,103,23,7,155,76
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Wijkcentrum Bestevaer 1,0193::SB28,8023 TP,1239,635,34,5,0,0,0,633,41,0,0,0,0,0,0,674,250,85,114,27,16,73,70
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Sportservice Zwolle,0193::SB29,8023 BL,1077,566,25,6,0,0,0,550,47,0,0,0,0,0,0,597,214,89,80,24,2,105,52
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Sportcampus De Pelikaan,0193::SB30,8034 PK,1006,551,14,1,0,0,0,477,89,0,0,0,0,0,0,566,121,126,80,10,55,131,28
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Woonzorgcentrum Berkumstede,0193::SB31,8024 CS,1595,918,22,8,0,1,0,865,84,0,0,0,1,0,0,949,256,231,180,22,28,130,71
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Wijkcentrum De Weijenbelt,0193::SB32,8024 BZ,1596,982,29,10,0,1,1,928,93,0,0,0,1,0,0,1022,315,230,179,33,15,138,72
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Kulturhus Wijthmen,0193::SB33,8026 PS,909,416,17,0,0,0,0,388,45,0,0,0,0,0,0,433,97,165,47,30,7,47,23
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Woonzorgcentrum Westenhage,0193::SB34,8042 AD,1475,672,17,1,0,0,0,619,71,0,0,0,0,0,0,690,216,152,134,21,30,65,54
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau School De Ridderspoor,0193::SB35,8042 HM,1343,772,26,3,0,0,0,718,83,0,0,0,0,0,0,801,278,161,132,25,11,92,73
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau School De Schatkamer,0193::SB36,8043 VL,1857,709,20,7,0,0,0,655,81,0,0,0,0,0,0,736,246,68,129,27,12,159,68
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Wijkcentrum S.I.O.,0193::SB37,8014 AZ,1664,998,28,8,0,2,0,946,90,0,0,0,2,0,0,1036,382,162,226,47,28,78,75
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Expertisecentrum Adapt,0193::SB38,8014 GM,1740,844,15,7,0,0,0,795,70,0,0,1,0,1,0,865,351,122,165,33,10,78,85
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau School De Marshof,0193::SB39,8014 LA,1335,629,23,2,0,1,0,592,63,0,0,0,1,0,0,655,247,77,131,28,6,60,80
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Speellokaal De Marshof,0193::SB40,8014 LA,1241,522,3,2,0,0,0,473,54,0,0,0,0,0,0,527,235,57,102,20,8,44,56
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Dorpshuis De Molenkamp,0193::SB41,8015 PM,502,264,7,0,0,0,0,244,27,0,0,0,0,0,0,271,134,46,30,11,2,25,16
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau De Siggels,0193::SB42,8014 BK,1453,572,17,1,0,1,0,535,54,0,0,1,0,0,0,589,206,52,161,29,9,56,59
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Windesheim Hogeschool,0193::SB43,8017 CA,1368,721,37,5,0,0,0,685,78,0,0,0,0,0,0,763,323,110,110,19,10,78,71
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau School De Ark,0193::SB44,8016 AX,1613,906,29,2,0,0,0,857,81,0,1,0,1,0,0,938,350,106,159,42,10,122,117
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Koningskerk,0193::SB45,8016 ET,1519,603,28,8,0,0,0,577,62,0,0,0,0,0,0,639,235,75,136,23,13,50,71
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau School De Ichthus,0193::SB46,8017 AZ,1676,864,32,4,0,0,0,799,101,0,0,0,0,0,0,900,326,126,168,43,12,107,82
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Woonzorgcentrum De Kievitsbloem,0193::SB47,8014 XP,1700,877,23,2,0,1,0,837,67,0,1,0,2,0,0,904,332,136,134,47,24,89,115
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau IJsselheem locatie Werkeren,0193::SB48,8043 LK,1697,803,13,6,0,0,0,804,18,0,0,0,0,0,0,822,310,95,140,39,12,116,91
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau School De Krullevaar,0193::SB49,8043 EA,1626,564,13,4,0,0,0,527,53,0,0,1,0,1,0,580,180,72,122,20,16,95,59
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau School IJsselhof,0193::SB50,8015 BX,1591,826,21,6,2,0,0,767,84,0,0,2,0,0,0,851,334,84,148,43,10,110,97
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau School De Phoenix,0193::SB51,8017 PA,1491,847,25,7,0,0,0,782,97,0,0,0,0,0,0,879,371,117,114,41,10,103,91
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau IJsselbolder,0193::SB52,8016 AX,1315,669,16,5,0,0,0,632,58,0,0,0,0,0,0,690,307,85,116,27,5,61,68
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Disloc. De Zevensprong,0193::SB53,8043 EA,1652,792,25,5,0,0,0,744,77,0,0,1,0,1,0,821,289,100,138,31,17,130,87
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Stedelijk Museum,0193::SB54,8011 ML,1537,627,47,1,0,0,0,636,39,0,0,0,0,0,0,675,268,62,75,30,9,106,77
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Stadskantoor,0193::SB55,8017 JZ,888,633,30,0,0,0,0,602,61,0,0,0,0,0,0,663,277,75,85,33,5,87,71
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Woonzorgcentrum Het Zonnehuis,0193::SB56,8043 WB,1406,687,19,0,0,0,0,608,98,0,0,0,0,0,0,706,196,110,146,27,15,120,73
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau School Hilal,0193::SB57,8031 VA,1661,321,14,4,0,0,0,306,33,0,0,0,0,0,0,339,123,31,73,18,12,27,37
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Wijkcentrum Het Anker,0193::SB58,8042 GC,1438,567,15,0,0,0,0,526,56,0,0,0,0,0,0,582,191,93,138,31,8,66,40
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Gymzaal van Het Mozaïek,0193::SB59,8012 XG,1428,665,22,5,0,0,0,643,49,0,0,0,0,0,0,692,296,68,103,42,7,79,70
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Strandhuis Milligerplas,0193::SB60,8043 ND,1194,551,15,2,0,0,0,502,66,0,0,0,0,0,0,568,207,62,83,27,9,91,72
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau School De Octopus,0193::SB61,8016 GB,1443,758,20,1,0,0,0,724,55,0,0,0,0,0,0,779,301,86,128,25,12,95,111
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau School De Klokbeker,0193::SB62,8014 BK,1598,709,16,4,2,0,0,688,38,0,1,3,0,0,0,726,303,85,140,28,6,81,66
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Wijkcentrum De Vlasakkers,0193::SB63,8022 PZ,1349,414,6,12,0,0,0,399,33,0,0,0,0,0,0,432,163,44,83,21,8,53,42
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Wijkcentrum Bestevaer 2,0193::SB64,8023 XT,1211,299,6,4,0,1,0,278,30,0,0,1,0,0,0,308,117,35,62,12,2,39,32
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau School De Wendakker,0193::SB65,8043 VW,1628,682,22,2,0,0,0,622,84,0,0,0,0,0,0,706,220,87,161,23,4,136,51
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Sportpark De Verbinding,0193::SB66,8044 PG,1475,434,8,1,0,1,0,385,57,0,0,1,0,0,0,442,143,77,78,18,6,66,46
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau NS Station,0193::SB67,,0,518,21,3,0,0,1,519,22,0,0,0,0,0,0,542,225,45,89,16,9,71,63
Groot Salland,Zwolle,AB2015_GrootSalland,Algemeen bestuur van het waterschap Groot Salland 2015,,Groot Salland,2015-03-18,Stembureau Mobiel Stembureau,0193::SB68,8017 JZ,0,117,4,0,0,0,1,112,8,0,0,0,0,0,0,121,38,19,19,7,3,23,8
