contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),VVD,"Groen, Water & Land",Boeren Burgers Waterbelang,Algemene Waterschapspartij,Gewest NH/U KNSB,Partij voor Mens en Spirit (MenS),50PLUS,ChristenUnie-SGP,Koninklijke Schuttevaer
Hollands Noorderkwartier,Hollands Kroon,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Zorgcentrum Kapellehof,1911::SB14,1779 BJ,1914,711,13,4,0,0,0,657,71,0,0,0,0,0,0,728,66,55,110,88,195,44,52,13,14,45,13,16
Hollands Noorderkwartier,Hollands Kroon,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Zorgcentrum Lelypark,1911::SB21,1771 CA,1438,852,22,4,1,0,0,805,72,0,0,1,0,0,0,877,85,211,74,113,80,56,52,17,11,59,84,10
Hollands Noorderkwartier,Hollands Kroon,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau rsg Wiringherlant,1911::SB23,1771 AB,2854,1129,21,4,0,1,0,1046,109,0,0,0,1,0,0,1155,94,254,105,210,106,100,59,27,14,89,67,4
Hollands Noorderkwartier,Hollands Kroon,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Ver.geb. De Schakel,1911::SB24,1774 AJ,1506,704,15,4,0,0,2,662,59,0,0,0,0,0,0,723,62,219,48,103,66,83,34,9,3,23,45,9
Hollands Noorderkwartier,Hollands Kroon,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau MFC De Doorbraak,1911::SB25,1773 AK,810,322,4,1,0,0,0,290,37,0,0,0,0,0,0,327,26,92,16,42,30,43,16,5,4,17,28,3
Hollands Noorderkwartier,Hollands Kroon,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau De Meerbaak,1911::SB26,1775 BH,2743,1312,27,3,0,6,1,1211,124,0,0,6,0,0,0,1336,136,347,83,229,116,171,57,10,14,61,71,17
Hollands Noorderkwartier,Hollands Kroon,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Café Beentjes,1911::SB31,1731 RJ,1229,696,5,4,0,0,0,633,72,0,0,0,0,0,0,705,69,54,96,155,69,134,38,20,7,28,6,20
Hollands Noorderkwartier,Hollands Kroon,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Dorpshuis De Lutters,1911::SB32,1732 LS,595,283,2,2,0,0,0,249,38,0,0,0,0,0,0,287,32,21,42,47,31,77,8,3,5,6,6,5
Hollands Noorderkwartier,Hollands Kroon,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Dorpshuis Harmonie,1911::SB34,1735 GK,1866,824,11,5,0,1,1,781,60,0,1,0,2,0,0,842,89,178,59,157,71,128,35,13,9,37,6,42
Hollands Noorderkwartier,Hollands Kroon,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Rijvereniging Bucephalus,1911::SB35,1768 BL,875,340,7,0,0,1,0,312,36,0,0,0,1,0,0,348,49,31,47,87,38,46,10,5,9,12,6,0
Hollands Noorderkwartier,Hollands Kroon,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Dorpshuis De Nieuwe Horn,1911::SB36,1767 CJ,794,368,5,2,0,0,0,341,34,0,0,0,0,0,0,375,61,23,115,65,29,31,11,4,5,17,2,5
Hollands Noorderkwartier,Hollands Kroon,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Woon- en Zorgcomplex De Trambaan,1911::SB37,1733 BG,1417,681,1,1,0,11,0,628,66,0,0,0,11,0,0,694,81,89,83,138,82,81,13,25,12,39,25,13
Hollands Noorderkwartier,Hollands Kroon,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau De Roode Eenhoorn,1911::SB38,1733 AH,2702,900,24,7,0,10,0,860,81,0,0,0,10,0,0,941,122,113,110,172,114,108,25,43,28,27,17,21
