contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,VVD,Algemene Waterschapspartij Delfland,Partij voor de Dieren,50PLUS,ChristenUnie-SGP
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Nederlandse Rode Kruis afd. NWN,0622::SB11,3132 HN,1794,580,10,3,0,0,0,529,65,1,0,0,1,0,0,594,75,76,59,64,109,81,56,60
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Dienstencentrum West (Valkenhof),0622::SB12,3132 JE,1760,549,9,7,0,1,1,563,0,0,0,1,0,0,0,564,72,69,69,74,113,63,48,41
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau O.B.S. de Wereldwijzer,0622::SB13,3132 EL,1684,633,11,7,0,4,0,588,67,0,0,0,4,0,0,655,92,80,100,81,123,60,44,53
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Wijkcentrum West,0622::SB14,3132 AZ,1762,453,10,5,0,1,0,427,42,0,0,0,1,0,0,469,52,73,72,49,86,48,53,20
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Marnix Revalidatiecentrum voor Oude,0622::SB15,3132 PL,1297,292,17,1,0,0,0,279,31,0,0,0,0,0,0,310,39,42,37,30,57,19,24,44
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Het Spectrum,0622::SB16,3134 CR,1452,575,27,7,0,0,0,550,59,0,0,0,0,0,0,609,47,91,97,75,94,81,23,67
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Vlascom CV,0622::SB17,3134 TA,1081,238,3,3,0,0,0,224,20,0,0,0,0,0,0,244,19,56,42,22,35,32,16,16
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Schietvereniging Wilhelmina,0622::SB18,3130 CA,969,539,19,1,1,0,0,488,70,0,0,1,0,0,0,558,56,81,95,90,77,62,27,51
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Basisschool Rehoboth,0622::SB19,3135 PS,1422,463,12,0,0,0,0,430,45,0,0,0,0,0,0,475,38,68,66,45,94,50,51,51
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau De Ontmoeting,0622::SB20,3135 SH,1903,417,7,6,0,14,2,405,37,0,0,0,14,0,0,444,69,75,68,50,72,30,38,15
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Bethelkerk,0622::SB21,3135 KZ,1354,883,25,6,0,0,0,802,112,0,0,0,0,0,0,914,189,80,127,181,119,65,36,86
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Kerkgenootschap Leger des Heils,0622::SB22,3135 VR,1413,382,10,2,0,0,0,359,35,0,0,0,0,0,0,394,44,56,54,40,85,40,26,37
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Basisschool Jan Ligthart,0622::SB23,3135 HM,1746,861,14,4,0,3,0,804,78,0,0,0,3,0,0,882,124,99,120,168,149,101,54,46
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Campanile Hotel,0622::SB24,3135 GP,1445,496,6,0,0,0,0,459,42,0,0,1,0,0,0,501,70,60,72,94,71,54,34,41
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Zorgcentrum De Meerpaal,0622::SB25,3136 AS,933,500,10,3,0,0,0,464,49,0,0,0,0,0,0,513,136,43,51,115,65,28,30,32
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Vaartland,0622::SB26,3136 EA,926,491,18,6,0,0,0,470,45,0,0,0,0,0,0,515,110,64,68,95,64,27,33,30
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Zorgcombinatie Nieuwe Maas,0622::SB27,3136 EA,864,358,8,7,0,0,0,347,27,0,0,0,1,0,0,374,58,64,25,37,66,46,35,27
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Kerk van de Nazarener,0622::SB28,3136 GZ,1590,330,1,3,0,1,0,308,26,0,0,1,0,0,0,334,39,47,44,34,65,41,39,21
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Drieënhuysen,0622::SB29,3136 AZ,1379,656,12,3,0,0,0,610,60,0,0,1,0,0,0,670,127,76,85,122,86,59,57,44
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Kerkcentrum Holy,0622::SB30,3136 JJ,1700,816,20,3,0,0,0,781,65,0,7,0,7,0,0,846,133,117,86,93,153,89,77,68
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Sport & Fitness Tino Hoogendijk,0622::SB31,3136 VH,1511,514,18,3,0,11,0,474,50,0,0,11,0,0,0,524,67,85,61,57,95,45,71,33
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Zorgcentrum Uitzicht,0622::SB32,1377 XB,1241,658,16,7,0,0,0,628,53,0,0,0,0,0,0,681,93,63,56,86,106,76,49,129
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Gymzaal,0622::SB33,3137 LR,1771,693,19,12,0,0,0,658,65,0,0,1,0,1,0,723,108,107,91,117,112,62,66,30
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Wijkcentrum de Hoeve,0622::SB34,3137 RP,1606,509,15,8,0,1,0,476,57,0,0,0,1,0,0,533,61,52,59,49,127,50,68,43
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Basisschool Holy De Singel,0622::SB35,3137 WD,1089,508,9,6,0,0,0,474,49,0,0,0,0,0,0,523,63,83,54,113,97,37,32,29
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Portocabin Begraafplaats,0622::SB36,,1767,594,14,7,0,0,0,541,74,0,0,0,0,0,0,615,84,57,85,175,90,39,31,33
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau De Wouthof,0622::SB37,3137 RL,1656,672,15,3,0,0,0,614,76,0,0,0,0,0,0,690,85,128,68,60,131,95,73,32
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Basisschool De Hoeksteen,0622::SB38,3137 CR,1721,1105,26,14,0,0,0,1020,125,0,0,0,0,0,0,1145,168,152,159,265,161,94,57,49
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Waterweg Wonen,0622::SB39,3134 ZB,671,249,5,5,0,0,0,237,22,0,0,0,0,0,0,259,27,47,42,39,26,36,17,15
Delfland,Vlaardingen,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau De Windwijzer,0622::SB40,3134 BD,1038,323,11,2,0,0,0,308,28,0,0,0,0,0,0,336,36,40,44,63,58,32,15,35
