contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,VVD,Algemene Waterschapspartij Delfland,Partij voor de Dieren,50PLUS,ChristenUnie-SGP
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Sportcentrum Nicolaas,0603::SB11,2283 EG,1902,808,18,4,0,0,0,758,72,0,0,0,0,0,0,830,92,85,92,202,195,79,44,19
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Nieuwe Kerk (vm. L.d. Wereldkerk),0603::SB12,2284 EH,2246,924,17,10,0,0,0,894,57,0,0,0,0,0,0,951,113,107,84,178,211,96,93,42
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Gebouw Trias,0603::SB13,2284 XL,1250,433,19,2,1,0,0,429,25,0,0,0,1,0,0,454,58,53,37,46,136,47,52,4
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Woonzorgcentrum Steenvoorde,0603::SB14,2285 CH,1094,465,16,1,0,0,0,440,42,0,0,0,0,0,0,482,80,51,33,118,76,45,44,18
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau sportcentrum De Schilp,0603::SB15,2285 SP,1490,638,11,5,0,0,0,586,68,0,0,0,0,0,0,654,69,53,53,162,158,68,59,16
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Sportzaal van Vlietlaan,0603::SB16,2285 XL,1408,503,8,9,0,0,0,470,50,0,0,0,0,0,0,520,63,59,58,75,131,52,47,18
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Basisschool Steenvoorde (gymzaal),0603::SB17,2285 VD,1200,427,8,5,0,0,0,408,32,0,0,0,0,0,0,440,46,55,40,76,95,43,57,15
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Basisschool Wethouder Brederode,0603::SB18,2286 MV,1786,825,16,9,0,0,16,754,80,0,0,0,0,0,0,850,140,86,91,150,179,52,99,28
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Petrusschool,0603::SB19,2286 RL,1359,552,6,8,0,0,1,516,49,0,0,0,0,0,0,566,104,78,48,53,125,58,58,28
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Basisschool het Kristal,0603::SB20,2286 GE,1211,570,5,14,0,0,0,562,27,0,0,0,0,0,0,589,71,84,58,60,119,70,84,24
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Stervoorde,0603::SB21,2286 BA,1272,645,15,7,0,0,0,596,71,0,0,0,0,0,0,667,84,73,56,160,141,61,47,23
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Gemeenschappelijke ruimte  t Hoekje,0603::SB22,2286 GA,1286,538,13,3,0,0,0,493,61,0,0,0,0,0,0,554,73,51,53,99,121,58,65,18
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Groepswonen voor ouderen,0603::SB23,2287 EH,1769,602,23,10,0,0,0,576,59,0,0,0,0,0,0,635,81,80,31,87,147,74,85,17
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau CBS Melodie,0603::SB24,2287 BP,1427,452,16,6,0,0,1,424,49,0,0,0,0,0,0,474,51,77,50,67,82,46,49,30
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Buurthuis De Drassige Driehoek,0603::SB25,2288 CN,553,315,3,2,0,0,0,292,28,0,0,0,0,0,0,320,37,22,59,67,92,23,4,11
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Gebouw Chateau Blanc,0603::SB26,2289 BE,1243,620,14,1,0,0,0,581,54,0,0,0,0,0,0,635,61,95,97,114,159,47,34,13
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Mobiel stembureau,0603::SB27,,0,44,1,0,0,0,0,43,2,0,0,0,0,0,0,45,10,1,7,9,12,3,1,1
Delfland,Rijswijk,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau NS Stationshal,0603::SB28,2288 AG,0,36,4,0,0,0,0,37,3,0,0,0,0,0,0,40,2,4,7,8,7,3,4,1
