contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),VVD,Waterschap@inwonersbelangen,Algemene Waterschapspartij,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren
De Stichtse Rijnlanden,Nieuwegein,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Kinderdagverblijf De Toverfluit,0356::SB11,3437 XB,1574,591,10,8,1,0,0,552,56,0,0,1,0,0,0,608,141,84,74,99,67,24,29,8,65
De Stichtse Rijnlanden,Nieuwegein,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau PC bs Pr.Margriet locatie Noord I,0356::SB12,3437 CA,1324,565,19,4,0,0,0,532,56,0,0,0,0,0,0,588,129,91,77,107,57,16,24,4,60
De Stichtse Rijnlanden,Nieuwegein,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau PC bs Pr.Margriet locatie Noord II,0356::SB13,3437 CA,1470,507,14,0,0,0,0,473,48,0,0,0,0,0,0,521,119,79,66,93,45,15,39,9,42
De Stichtse Rijnlanden,Nieuwegein,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau PC Basisschool Kon. Juliana,0356::SB14,3437 KB,1499,693,14,8,0,0,0,628,87,0,0,0,0,0,0,715,148,120,78,162,65,27,36,2,55
De Stichtse Rijnlanden,Nieuwegein,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Buurtplein Batau,0356::SB15,3437 AA,1395,688,20,2,0,0,0,637,73,0,0,0,0,0,0,710,147,84,92,90,88,33,38,8,108
De Stichtse Rijnlanden,Nieuwegein,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau PC bs Pr.Margriet, locatie Zuid",0356::SB16,3436 GB,1745,536,11,4,0,0,1,493,57,0,0,0,0,0,0,551,101,96,63,92,63,20,40,7,54
De Stichtse Rijnlanden,Nieuwegein,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Openbare basisschool De Meander,0356::SB17,3436 GE,1852,707,21,7,0,0,0,651,84,0,0,0,0,0,0,735,171,96,85,120,76,37,35,10,77
De Stichtse Rijnlanden,Nieuwegein,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Openbare basisschool De Krullevaar,0356::SB18,3435 BZ,1897,768,21,3,0,0,0,701,91,0,0,0,0,0,0,792,185,99,105,107,81,39,31,11,110
De Stichtse Rijnlanden,Nieuwegein,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Buurtplein Doorslag,0356::SB19,3435 EP,1235,587,12,1,0,0,0,545,57,0,2,0,2,0,0,602,125,86,81,72,68,23,54,6,72
De Stichtse Rijnlanden,Nieuwegein,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Scholengemeenschap Anna van Rijn,0356::SB20,3435 XA,1726,694,8,6,0,1,0,638,71,0,0,0,1,0,0,709,169,93,86,89,94,44,36,6,77
De Stichtse Rijnlanden,Nieuwegein,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Daltonschool Uniq-Deldenseschans 2,0356::SB21,3432 XW,1615,564,14,0,0,0,0,520,58,0,0,0,0,0,0,578,127,44,85,70,66,30,45,15,82
De Stichtse Rijnlanden,Nieuwegein,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Prins Hendrik Internaat,0356::SB22,3433 NL,1047,417,11,1,0,0,0,369,60,0,0,0,0,0,0,429,80,60,22,87,51,27,48,11,31
De Stichtse Rijnlanden,Nieuwegein,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Wijkhuis De Steeg,0356::SB23,3432 TK,1797,624,19,5,0,0,0,592,56,0,0,0,0,0,0,648,143,72,98,51,70,22,63,7,98
De Stichtse Rijnlanden,Nieuwegein,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Jenaplanschool De Zuiderkroon,0356::SB24,3432 SZ,1179,527,13,2,0,0,0,488,54,0,0,0,0,0,0,542,103,69,91,67,81,25,22,11,58
De Stichtse Rijnlanden,Nieuwegein,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau PC basisschool Maurits,0356::SB25,3434 CA,1247,520,10,3,0,0,0,477,56,0,0,0,0,0,0,533,105,70,52,56,83,29,56,12,57
De Stichtse Rijnlanden,Nieuwegein,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Buurtplein Zuid,0356::SB26,3434 EW,1555,650,14,6,0,0,1,604,65,0,0,0,0,0,0,670,133,104,93,97,68,25,36,18,76
De Stichtse Rijnlanden,Nieuwegein,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Kerkelijk Centrum De Rank,0356::SB27,3434 HA,1393,607,9,5,0,0,0,549,72,0,0,0,0,0,0,621,145,62,77,82,96,28,49,6,62
De Stichtse Rijnlanden,Nieuwegein,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Verzorgingshuis Vreeswijk,0356::SB28,3434 GL,1371,558,10,4,0,0,0,528,44,0,0,0,0,0,0,572,112,101,56,99,71,17,44,12,46
De Stichtse Rijnlanden,Nieuwegein,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau SKPON/voorheen Kompas,0356::SB29,3433 EH,899,425,8,4,0,0,0,394,43,0,0,0,0,0,0,437,94,74,53,56,43,15,46,8,36
De Stichtse Rijnlanden,Nieuwegein,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Buurthuis Vreeswijk,0356::SB30,3433 ZZ,918,478,13,11,0,0,0,466,36,0,0,0,0,0,0,502,120,77,57,65,48,18,35,10,48
De Stichtse Rijnlanden,Nieuwegein,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Buurtcentrum De Boog II,0356::SB31,3437 JT,1580,654,30,11,0,1,0,631,65,0,0,0,1,0,0,696,127,102,85,120,80,23,31,8,78
De Stichtse Rijnlanden,Nieuwegein,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Buurtcentrum De Boog I,0356::SB32,3437 JT,1573,574,15,2,0,2,0,531,58,0,0,2,0,0,0,589,114,81,79,114,67,21,24,12,62
