contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,Water Natuurlijk,CDA,SGP-ChristenUnie,DWLK & Schieland: Helder als water,Stichting Veilig Vitaal Waterbeheer,Algemene Waterschapspartij,50PLUS
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Schouwburgplein 25 (links),0599::SB33,3012 CL,997,334,19,6,0,0,0,334,24,0,0,1,0,0,0,358,71,85,74,28,9,10,7,31,19
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Maria Wesselingstraat 14 (midden),0599::SB35,3065 GA,1293,410,10,3,0,0,0,380,43,0,0,0,0,0,0,423,69,86,94,45,18,13,20,18,47
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Boompjes 680 (links),0599::SB36,3011 XZ,1016,353,5,11,0,1,0,339,31,0,0,0,1,0,0,370,69,114,64,43,5,11,5,29,13
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Zevenkampse Ring 40,0599::SB37,3068 PZ,1610,604,9,4,0,1,0,541,77,0,0,0,1,0,0,618,144,88,81,65,47,28,27,36,88
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Van Speykstraat 107,0599::SB38,3014 VG,1311,265,9,13,0,0,0,234,53,0,0,0,0,0,0,287,134,19,39,12,13,16,6,7,19
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Erasmusstraat 26 (links),0599::SB39,3035 LE,1610,364,12,10,0,0,0,347,36,0,0,3,0,0,0,383,104,42,81,35,17,18,10,24,33
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Rijnwaterstraat 11 (links),0599::SB40,3063 HC,1854,631,20,5,0,0,0,612,44,0,0,0,0,0,0,656,129,112,101,71,26,42,23,51,76
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Ben Websterstraat 9,0599::SB41,3069 XJ,1548,473,9,10,0,1,0,446,47,0,0,0,1,0,0,493,98,53,109,34,21,24,19,40,75
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Jan Greshoffstraat 5 (links),0599::SB42,3069 WG,1436,431,13,1,0,0,0,402,43,0,0,0,0,0,0,445,96,39,96,47,23,20,25,23,62
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Larikslaan 200 (links),0599::SB43,3053 LG,1143,620,30,5,0,2,0,590,67,0,0,0,2,0,0,657,111,156,152,62,16,30,25,26,42
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Rodaristraat 31,0599::SB44,3066 LA,1364,502,19,8,0,0,0,487,42,0,0,0,0,0,0,529,87,50,67,64,35,30,12,37,120
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Paradijsplein 1 (links),0599::SB45,3034 SL,1035,284,22,1,0,0,0,278,31,0,2,0,2,0,0,309,67,43,66,16,14,23,7,25,23
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Apollostraat 311-561,0599::SB46,3054 TC,1260,521,13,12,0,0,0,490,56,0,0,0,0,0,0,546,54,173,99,61,21,22,12,16,63
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Isaäc Hubertstraat 153 (links),0599::SB47,3034 CS,1642,279,10,5,0,1,0,252,43,0,0,0,1,0,0,295,85,32,49,33,15,5,4,18,38
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Schepenstraat 69 (links),0599::SB48,3039 NC,1247,392,27,0,0,2,0,381,40,0,0,0,2,0,0,421,94,60,93,32,20,18,13,38,24
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Boezemsingel 100,0599::SB49,3034 CA,1522,415,14,5,0,0,0,390,45,0,1,0,1,0,0,435,104,43,73,43,17,35,10,30,60
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Tattistraat 23,0599::SB50,3066 CE,1563,550,29,3,0,0,0,521,61,0,0,0,0,0,0,582,121,77,88,51,23,36,15,31,108
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Nieuwe Ommoordseweg 97 (links),0599::SB51,3068 BS,1161,405,13,3,0,0,0,376,47,0,2,0,2,0,0,423,72,66,74,54,24,19,16,19,61
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Hamakerstraat 77,0599::SB52,3052 JA,1455,316,14,3,0,1,0,310,24,0,0,0,1,0,0,334,88,26,45,42,17,25,12,15,46
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Wilgenplaslaan 196 (links),0599::SB53,3052 SL,1125,280,14,1,0,0,0,256,39,0,0,0,0,0,0,295,60,34,59,36,21,12,16,20,22
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Thomas Mannplaats 150,0599::SB54,3069 NE,1302,680,17,4,1,0,0,643,60,0,1,0,2,0,0,703,131,100,104,110,47,32,23,50,83
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau s-Gravendijkwal 36,0599::SB55,3014 EA,872,161,9,6,1,0,0,150,25,0,0,1,0,0,0,175,44,16,41,23,6,3,2,15,11
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Hofdijk 651,0599::SB56,3032 CG,1701,499,24,5,0,0,0,489,40,0,1,0,1,0,0,529,126,101,95,42,16,20,14,35,50
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Adriaan Kluitstraat 170,0599::SB57,3052 RJ,1316,365,12,7,0,1,0,355,30,0,0,0,1,0,0,385,74,46,62,46,18,24,18,15,62
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Goudseweg 17 (rechts),0599::SB58,3031 XH,1675,348,21,4,2,0,0,338,39,0,2,0,4,0,0,377,85,60,75,22,7,19,7,23,50
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Van Vlooswijkstraat 2A (links),0599::SB59,3039 TP,1572,546,4,30,1,0,0,520,58,0,0,2,0,1,0,578,116,84,158,55,27,25,12,39,30
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Michelangelostraat 98,0599::SB60,3066 NM,1213,420,16,3,0,1,0,418,22,0,0,0,1,0,0,440,66,32,61,38,128,14,13,19,49
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Hesseplaats 441 (links),0599::SB61,3069 EA,1331,532,15,7,2,0,0,510,46,0,0,0,2,0,0,556,83,60,83,77,37,23,22,38,109
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Paulus Potterstraat 76 (links),0599::SB62,3061 ZW,1212,286,12,3,1,0,0,268,34,0,0,0,1,0,0,302,60,70,43,35,17,10,11,21,19
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Valenciadreef 6,0599::SB63,3067 WL,1408,286,8,4,0,0,0,271,27,0,0,0,0,0,0,298,71,32,55,28,24,9,13,26,28
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Merkelbachstraat 2 (links),0599::SB64,3067 AL,1581,431,11,5,0,0,0,418,29,0,0,0,0,0,0,447,95,47,86,52,29,22,15,16,69
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Cordell Hullplaats 22,0599::SB65,3068 VH,814,289,9,2,0,0,0,283,17,0,0,0,0,0,0,300,51,34,56,40,13,21,9,20,45
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Slaak 15 (links),0599::SB66,3061 CR,1346,278,15,6,0,0,0,271,28,0,0,0,0,0,0,299,76,51,52,25,12,8,7,25,22
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Vaasahof 75,0599::SB67,3067 DX,1468,546,13,3,0,0,0,515,47,0,0,0,0,0,0,562,108,97,105,43,26,22,35,46,64
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Jaffahof 75 (links),0599::SB68,3061 KZ,1558,440,10,6,2,0,0,401,53,0,0,2,0,0,0,454,103,110,96,28,19,21,13,28,22
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Van Bassenstraat 19 (links),0599::SB69,3067 XC,1396,433,10,9,0,0,0,416,37,0,1,0,1,0,0,453,66,96,78,55,36,18,12,33,39
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Jaffahof 75 (rechts),0599::SB70,3061 KZ,1612,558,18,4,1,0,0,520,59,0,0,1,0,0,0,579,150,98,128,47,26,25,17,30,37
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Josephstraat 10 (rechts),0599::SB71,3014 TP,1315,204,9,2,0,0,0,175,40,0,0,0,0,0,0,215,68,28,35,10,13,8,7,12,23
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Willem Ruyslaan 17 (links),0599::SB72,3061 TT,1327,418,25,3,2,0,0,397,47,0,0,2,0,0,0,444,86,133,73,29,12,11,12,45,17
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Schimmelpenninckstraat 31,0599::SB73,3039 KS,1741,739,40,22,0,0,0,725,76,0,0,0,0,0,0,801,157,127,193,80,29,32,21,60,40
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Weteringstraat 225,0599::SB74,3061 PN,1312,448,23,6,0,0,0,428,49,0,0,0,0,0,0,477,121,68,87,37,23,25,7,33,47
Schieland en de Krimpenerwaard,Rotterdam,AB2015_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2015,,Schieland en de Krimpenerwaard,2015-03-18,Stembureau Westzeedijk 5,0599::SB76,3015 AA,1264,417,2,34,0,0,0,417,36,0,0,0,0,0,0,453,82,128,90,40,8,12,8,39,10
