contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterschapspartij Hollandse Delta,CDA,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,VVD,Staatkundig Gereformeerde Partij (SGP),Hollandse Delta Natuurlijk,ChristenUnie,50PLUS,Trots op Nederland (TROTS),Inwonersbelang - AWP
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Zorgcentrum De Linde,0505::SB17,3312 GT,977,556,21,8,0,0,0,524,61,0,0,0,0,0,0,585,145,61,71,70,33,37,32,48,35,8,16
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Werkplaats Oost,0505::SB18,3312 CJ,1279,321,9,3,0,0,0,298,35,0,0,0,0,0,0,333,71,31,28,79,27,21,17,28,3,6,10
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Kerkgebouw Pinkstergemeente,0505::SB19,3312 AM,1472,445,8,4,0,0,0,414,43,0,0,0,0,0,0,457,131,44,45,45,68,26,18,37,16,5,10
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Dordtse Vrije School,0505::SB20,3312 NB,1323,511,16,7,0,0,0,470,64,0,0,0,0,0,0,534,129,37,48,104,27,31,22,52,30,9,22
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau School de Repelaer,0505::SB22,3312 LN,1606,600,23,4,0,0,0,571,56,0,0,0,0,0,0,627,157,58,68,84,28,69,16,62,24,9,25
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Ark van Noach,0505::SB26,3313 CR,1773,411,10,4,0,0,0,376,49,0,0,0,0,0,0,425,93,39,61,47,22,26,14,37,24,22,26
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau School De Regenboog,0505::SB27,3313 BN,1406,419,10,3,0,0,0,404,28,0,0,0,0,0,0,432,135,29,39,39,28,20,14,27,57,14,17
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Woon- en Zorgcentr. Merwelanden,0505::SB29,3313 EM,1292,436,14,6,0,0,0,420,33,0,0,3,0,3,0,453,129,76,52,37,34,4,8,20,52,9,15
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Soc. Cultureel Centrum Aksa,0505::SB33,3314 NX,1444,334,13,3,0,0,1,293,56,0,0,0,0,0,0,350,134,30,41,26,16,6,15,14,29,16,7
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Prinsemarij,0505::SB34,3314 JR,2879,779,32,6,0,0,0,720,97,0,0,0,0,0,0,817,216,70,95,93,54,73,31,56,52,17,22
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Gebouw Dorswedo,0505::SB36,3314 GR,1338,486,13,3,0,0,0,502,0,0,0,0,0,0,0,502,143,33,45,49,37,34,20,50,43,15,17
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Prins Bernhardschool,0505::SB37,3314 WZ,1519,433,11,4,0,0,0,404,44,0,0,0,0,0,0,448,101,40,33,65,31,20,21,47,39,20,16
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Het Weizigt NMC,0505::SB38,3314 BH,1553,533,18,4,0,0,0,501,55,0,1,0,1,0,0,556,147,34,83,67,39,33,29,49,19,12,21
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Julianakerk,0505::SB39,3314 LT,1346,379,19,1,0,1,0,354,44,0,0,1,0,0,0,398,98,24,64,24,12,71,12,25,24,14,11
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau De Koloriet/De Fontein,0505::SB42,3314 TN,2551,607,11,4,0,0,0,550,72,0,0,0,0,0,0,622,206,42,69,62,33,36,23,48,46,24,18
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Het Waterwiel,0505::SB50,3317 NJ,1336,423,15,2,0,0,0,401,39,0,0,0,0,0,0,440,105,43,78,47,27,15,19,26,32,15,16
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Speeltuin Zeehavenkwartier,0505::SB51,3317 ZV,1073,89,2,0,0,0,0,79,12,0,0,0,0,0,0,91,32,3,8,11,2,0,6,1,18,4,4
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Wijkcentrum de Admiraal,0505::SB52,3317 BC,1460,333,7,9,0,0,0,321,28,0,0,0,0,0,0,349,100,35,63,21,24,17,19,13,22,10,9
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Wooncentrum Watersteijn,0505::SB54,3317 NV,1066,482,9,5,0,0,0,429,67,0,0,0,0,0,0,496,112,54,52,38,77,35,18,37,33,6,20
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Postillion Hotel,0505::SB55,3316 EH,611,243,2,1,0,0,0,214,32,0,0,0,0,0,0,246,61,18,18,27,45,22,14,16,9,4,9
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Wooncentrum de Klockelaer,0505::SB60,3317 JS,1201,377,10,4,0,0,0,360,30,0,0,1,0,1,0,390,94,43,54,29,17,16,13,33,59,10,9
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau J.F. Kennedyschool,0505::SB61,3317 KM,1282,398,1,14,0,0,0,376,37,0,0,0,0,0,0,413,119,24,73,42,28,7,16,36,30,11,12
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Kerk van de Nazarener,0505::SB64,3317 RD,1096,271,3,1,0,0,0,250,25,0,0,0,0,0,0,275,80,33,39,19,16,9,19,20,18,10,8
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Schoolgebouw,0505::SB65,3317 LC,2683,337,6,13,0,0,0,322,34,0,0,0,0,0,0,356,103,38,33,31,12,8,14,27,44,12,15
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Zorgcentrum Vreedonk,0505::SB66,3317 HS,779,425,18,4,0,0,0,388,59,0,0,0,0,0,0,447,80,75,40,31,32,88,12,37,22,4,4
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Bewonersver. 't Trefpunt,0505::SB70,3318 JJ,1228,609,17,2,0,0,0,578,50,0,0,0,0,0,0,628,165,91,72,69,58,26,21,42,49,7,9
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Dep J.F. Kennedyschool,0505::SB71,3318 BE,1356,444,8,5,0,0,0,415,42,0,0,0,0,0,0,457,104,63,62,35,26,56,15,34,32,8,9
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Cultureel Centrum Sterrenburg,0505::SB72,3318 CB,1172,286,10,3,0,0,0,272,27,0,0,0,0,0,0,299,60,42,53,27,23,16,8,21,19,7,10
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,"Stembureau Wielborgh, het Sterrenwiel",0505::SB73,3318 DA,1006,511,13,4,0,0,0,478,50,0,0,0,0,0,0,528,126,59,80,50,23,33,24,23,54,9,30
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Verpleegtehuis De Sterrenlanden,0505::SB74,3328 HN,1487,639,16,3,0,0,0,582,76,0,0,0,0,0,0,658,165,103,45,56,78,41,22,49,38,19,23
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Polyanderschool,0505::SB75,3328 GA,1369,509,5,8,0,0,0,464,58,0,0,0,0,0,0,522,109,62,57,53,21,88,13,45,27,10,24
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau School de Driehoek,0505::SB76,3328 KG,1408,517,15,6,0,0,0,487,51,0,0,0,0,0,0,538,151,72,73,61,55,7,19,28,24,9,18
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau School De Sterrekijker,0505::SB77,3328 KC,1342,571,13,2,0,0,76,510,0,0,0,0,0,0,0,586,154,75,58,82,81,13,26,27,28,12,15
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau School De Keerkring,0505::SB78,3328 TG,1478,471,0,25,0,0,0,450,44,0,0,2,0,2,0,494,136,39,67,70,41,4,26,21,40,9,18
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Ontmoetingskerk,0505::SB81,3328 DN,1493,880,21,8,0,0,0,832,77,0,0,0,0,0,0,909,219,94,108,115,119,27,45,48,64,17,24
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau School De Meridiaan,0505::SB82,3328 AE,1435,570,26,2,0,0,0,545,53,0,0,0,0,0,0,598,150,75,71,66,91,9,18,25,38,8,19
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau School Het Kristal Dependance,0505::SB83,3328 VC,1350,303,8,1,0,0,0,285,27,0,0,0,0,0,0,312,90,36,41,34,16,9,16,10,26,8,17
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau School Het Kristal,0505::SB84,3328 ME,1421,692,23,6,0,1,0,643,79,0,0,0,1,0,0,722,199,79,76,82,64,15,28,71,39,12,27
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Verzorgingshuis Dubbelmonde,0505::SB91,3319 PH,1463,846,22,9,0,2,0,796,83,0,0,0,2,0,0,879,222,137,73,84,109,46,28,62,48,14,23
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,"Stembureau Beatrixschool, de boerderij",0505::SB93,3319 EL,2609,858,22,4,0,13,0,739,132,0,0,13,0,0,0,871,180,124,73,93,115,103,35,62,52,9,12
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Verpleeghuis Het Parkhuis,0505::SB94,3319 GB,1439,721,25,2,0,0,0,669,79,0,0,0,0,0,0,748,181,111,58,81,109,50,19,64,24,7,17
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Gymzaal,0505::SB96,3319 VD,1396,710,17,5,0,0,0,640,92,0,0,0,0,0,0,732,198,111,53,54,98,75,18,49,29,9,16
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Wooncentrum De Gravenhorst,0505::SB97,3319 PK,1495,785,27,5,0,1,0,740,78,0,0,0,1,0,0,818,185,145,71,68,127,51,16,53,40,11,18
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Hotel de Watertoren,0505::SB98,3319 LC,1535,788,12,5,0,0,0,693,114,0,2,0,2,0,0,807,216,97,48,81,195,57,16,49,10,4,15
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Voormalig Buurtcentrum 't Erfje,0505::SB102,3315 AT,2689,670,22,3,0,0,0,616,79,0,0,0,0,0,0,695,190,73,83,82,46,24,30,61,39,22,20
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Voormalige Peuterspeelzaal,0505::SB103,3315 TD,1347,482,18,1,0,0,0,451,50,0,0,0,0,0,0,501,140,42,49,46,37,43,22,48,24,15,16
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Geert Grooteschool,0505::SB105,3315 SB,2296,826,22,6,0,0,0,742,112,0,0,0,0,0,0,854,264,67,82,96,94,30,41,52,57,12,31
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,"Stembureau Wielborgh, het Polderwiel",0505::SB106,3315 KA,829,746,20,6,0,5,0,689,78,0,0,5,0,0,0,767,203,104,97,62,51,20,37,32,76,11,53
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Portacabin,0505::SB107,3315 GM,2826,805,16,4,0,0,0,750,78,0,3,0,3,0,0,828,231,75,81,67,69,41,35,96,60,30,20
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Kandelaarkerk,0505::SB109,3315 KW,650,341,13,0,0,0,0,354,0,0,0,0,0,0,0,354,77,51,35,21,40,21,16,30,28,5,17
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Speeltuin Stadspolders,0505::SB110,3315 TR,1441,397,6,2,0,0,0,371,34,0,0,0,0,0,0,405,114,52,45,43,49,10,16,15,32,9,12
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau School De Bever,0505::SB111,3315 MB,1612,654,15,4,0,0,80,595,0,0,2,0,2,0,0,675,193,54,57,75,113,14,31,40,30,17,30
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Johan Frisoschool Dependance,0505::SB112,3315 WX,1554,556,17,2,0,0,0,499,75,0,0,1,0,1,0,574,136,59,54,66,78,27,18,34,31,24,29
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Portacabin Centraal Station,0505::SB200,3311 JV,0,696,0,37,0,0,0,682,51,0,0,0,0,0,0,733,167,64,119,119,71,31,32,28,25,11,29
Hollandse Delta,Dordrecht,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,"Stembureau Alb. Schweitzerzhs, Dordtwijk",0505::SB210,3318 AT,91,342,12,2,0,0,0,316,40,0,0,0,0,0,0,356,86,31,68,36,33,19,19,18,20,3,9
