contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,"Water, Wonen en Natuur",Werk aan Water,CDA,Algemene Waterschapspartij,VVD,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Flierefluiter,0034::SB15,,1532,899,27,7,0,0,2,827,104,0,0,0,0,0,0,933,336,67,76,118,140,22,10,130
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School Het Samenspel Midden,0034::SB16,,1701,448,10,7,0,0,0,419,46,0,0,0,0,0,0,465,195,27,40,56,42,29,5,54
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Achtbaan,0034::SB17,,1643,610,9,9,0,0,0,581,47,0,0,0,0,0,0,628,256,31,42,72,56,29,5,119
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School Het Samenspel Noord,0034::SB21,,1470,295,13,9,0,0,0,277,40,0,0,0,0,0,0,317,97,22,20,41,22,25,3,65
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School Digitalis,0034::SB23,,2541,820,17,8,0,1,0,745,101,0,0,0,1,0,0,846,318,52,76,112,86,49,7,120
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Kameleon,0034::SB24,,2713,702,20,4,0,0,0,657,69,0,0,0,0,0,0,726,276,33,73,71,105,27,9,108
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Driemaster,0034::SB26,,3199,887,12,9,0,0,0,824,85,0,1,0,1,0,0,909,336,63,60,101,101,57,10,159
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School Het Spectrum,0034::SB27,,3209,1247,32,10,0,6,0,1167,128,0,0,0,6,0,0,1295,461,83,124,156,208,64,10,141
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Argonaut,0034::SB29,,2327,740,17,11,0,0,0,706,62,0,0,0,0,0,0,768,292,58,71,100,59,32,8,120
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Zeetuin,0034::SB30,,875,345,9,5,0,0,0,326,32,0,0,1,0,1,0,358,115,31,21,54,33,13,0,78
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Tjasker,0034::SB32,,1733,602,21,12,0,1,0,567,67,0,0,1,0,0,0,634,220,45,63,63,95,31,5,80
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Hasselbraam,0034::SB33,,1719,588,13,4,0,0,0,556,49,0,0,0,0,0,0,605,228,36,40,73,103,40,6,62
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Buurtcentrum De Wieken,0034::SB34,,1661,525,13,8,0,0,0,504,42,0,0,0,0,0,0,546,200,37,53,62,33,33,2,105
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Zorgcentrum De Kiekendief,0034::SB35,,1068,353,13,3,0,0,0,345,24,0,0,0,0,0,0,369,146,23,28,37,22,10,7,80
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Centrum Verpleeghuiszorg Polderburen,0034::SB36,,1238,317,6,4,1,0,0,295,33,0,0,0,1,0,0,328,108,17,45,36,41,13,1,56
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School Heliotroop,0034::SB37,,1235,655,14,7,0,0,0,625,50,0,0,1,0,1,0,675,256,37,67,84,76,20,3,112
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Taalcentrum Almere,0034::SB38,,2568,717,19,5,0,0,0,661,80,0,0,0,0,0,0,741,330,38,57,74,71,18,8,121
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Oase,0034::SB39,,1222,407,10,2,0,0,0,376,43,0,0,0,0,0,0,419,140,31,38,54,47,29,2,66
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Duizendpoot,0034::SB40,,1522,657,22,6,0,0,0,617,68,0,0,0,0,0,0,685,243,51,57,75,103,31,8,89
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Buurtcentrum Parkwijk,0034::SB41,,2049,897,20,13,0,6,0,854,83,0,1,0,7,0,0,937,308,56,103,98,138,69,7,118
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Dependance school De Buitenburcht,0034::SB42,,1962,697,12,8,0,0,0,653,64,0,0,0,0,0,0,717,262,43,59,90,94,40,3,106
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Boventoon,0034::SB43,,1466,467,16,3,0,0,0,439,47,0,0,0,0,0,0,486,186,41,53,54,55,31,3,44
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Buurtcentrum 't Kardoes,0034::SB44,,1725,355,10,6,1,0,0,333,39,0,0,0,1,0,0,372,131,33,21,48,42,30,6,44
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Zorgcentrum Buitenhaeghe,0034::SB45,,1551,451,7,6,0,0,0,431,33,0,0,0,0,0,0,464,147,35,52,50,45,33,7,82
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Wooncentrum De Rotonde,0034::SB47,,1285,483,8,4,0,0,0,447,48,0,0,0,0,0,0,495,187,20,40,43,58,23,6,106
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Montessorischool Muziekwijk,0034::SB48,,1451,421,8,3,0,0,0,382,50,0,0,0,0,0,0,432,171,33,26,34,54,21,5,77
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Torteltuin,0034::SB49,,1960,863,11,8,0,1,0,778,103,0,0,1,0,0,0,881,320,39,83,99,135,68,13,106
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Lichtboei,0034::SB50,,1161,502,10,3,0,0,0,444,71,0,0,0,0,0,0,515,171,41,47,70,87,32,2,52
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School Syncope,0034::SB51,,2894,967,21,9,0,2,1,873,125,0,0,0,2,0,0,999,356,74,97,129,150,33,5,123
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Vedelaar,0034::SB52,,1644,503,16,4,0,0,0,467,56,0,0,0,0,0,0,523,199,17,42,67,75,17,6,80
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,"Stembureau De Toonladder, gebouw De Concertmeester",0034::SB53,,1616,773,18,10,0,0,0,727,76,0,2,0,2,0,0,803,268,41,101,80,122,46,7,108
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Buurtlokaal De Dop,0034::SB54,,2093,582,10,10,0,0,0,545,57,0,0,0,0,0,0,602,184,48,41,70,102,47,5,85
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Albatros,0034::SB55,,2887,1153,19,13,0,0,0,1035,150,0,0,0,0,0,0,1185,434,81,119,118,194,47,12,148
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School Bommelstein,0034::SB56,,2001,789,16,7,0,0,0,742,70,0,0,0,0,0,0,812,303,50,70,114,121,50,5,76
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Olijfboom/ 't Zonnewiel,0034::SB57,,1239,560,18,3,0,0,0,504,77,0,0,0,0,0,0,581,208,43,50,70,92,30,2,65
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Buurtcentrum Het Forum,0034::SB59,,1533,592,10,2,0,0,0,550,54,0,0,0,0,0,0,604,236,44,48,53,56,43,13,99
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Bombardon,0034::SB60,,1609,669,13,2,0,0,0,608,76,0,0,0,0,0,0,684,257,41,70,70,108,47,2,74
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Filmwijkcentrum,0034::SB61,,3205,1131,40,10,0,0,0,1067,114,0,0,0,0,0,0,1181,397,63,102,117,215,77,4,156
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School Aurora I,0034::SB62,,1895,719,25,8,0,0,0,676,76,0,1,0,0,0,0,752,267,58,62,78,110,57,6,81
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Dependance School de Kraanvogel,0034::SB63,,1459,446,10,7,0,0,0,412,51,0,0,0,0,0,0,463,156,30,36,57,62,34,6,65
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Stichting Stad & Natuur,0034::SB64,,1251,716,7,3,0,0,0,616,110,0,0,0,0,0,0,726,193,45,84,53,257,16,10,58
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Kraanvogel,0034::SB65,,2085,736,19,11,0,0,0,679,88,0,1,0,1,0,0,767,216,33,63,127,172,32,10,83
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Arte College,0034::SB66,,1891,596,18,7,0,0,0,562,59,0,0,0,0,0,0,621,210,37,49,71,161,36,4,28
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Omnibus,0034::SB69,,1266,579,12,2,0,0,0,521,72,0,0,0,0,0,0,593,187,20,85,60,158,18,2,49
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School Letterland,0034::SB70,,1469,443,15,4,0,0,0,404,59,0,1,0,1,0,0,463,172,21,35,55,74,27,1,58
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School Het Palet,0034::SB71,,3160,958,33,16,0,0,0,894,118,0,5,0,5,0,0,1012,353,66,78,112,135,54,12,148
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Optimist,0034::SB72,,3006,714,27,7,0,0,0,663,85,0,0,0,0,0,0,748,235,37,76,77,113,45,4,127
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School de Archipel I,0034::SB73,,2070,477,15,6,0,0,0,440,58,0,0,0,0,0,0,498,184,21,39,57,103,24,1,48
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School de Egelantier,0034::SB74,,2797,705,15,14,0,1,0,639,94,0,0,1,0,0,0,733,252,35,57,67,146,44,9,95
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Brede school Het Meesterwerk,0034::SB76,,1400,430,14,3,0,0,0,393,53,0,0,1,0,1,0,446,168,26,42,53,55,23,8,55
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Archipel II,0034::SB77,,2253,721,17,2,0,0,0,646,94,0,0,0,0,0,0,740,269,35,64,76,160,32,5,80
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Buurtontmoetingscentrum Het Boegbeeld,0034::SB78,,2861,778,19,14,0,0,0,737,75,0,1,0,1,0,0,812,290,49,80,76,156,36,6,85
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Gebouw De Compositie,0034::SB79,,1045,421,6,6,0,0,0,379,54,0,0,0,0,0,0,433,125,27,37,40,125,27,6,34
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School Het Avontuur,0034::SB80,,1810,666,19,2,0,0,0,604,83,0,0,0,0,0,0,687,224,39,65,99,141,33,4,61
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Buurthuis De Cartoon,0034::SB81,,1408,517,12,6,0,0,0,483,54,0,2,0,2,0,0,537,157,22,58,46,142,20,2,70
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Windwijzer,0034::SB82,,2920,1007,20,8,0,0,0,894,144,0,3,0,3,0,0,1038,296,54,94,74,357,49,13,70
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School Het Kristal,0034::SB83,,1686,338,7,1,0,0,0,314,33,0,1,0,1,0,0,347,127,33,33,37,34,28,7,39
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Flevoziekenhuis,0034::SB84,,1079,579,20,4,0,0,0,543,61,0,1,0,1,0,0,604,204,43,57,60,93,16,7,99
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School Panta Rhei,0034::SB85,,1044,624,12,6,0,0,0,587,55,0,0,0,0,0,0,642,215,52,65,70,99,25,5,93
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Kerkcentrum Goede Rede,0034::SB86,,2632,890,29,13,0,0,0,850,82,0,0,0,0,0,0,932,303,79,76,115,115,34,6,162
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Dukdalf,0034::SB89,,1422,410,6,6,0,0,0,348,74,0,0,0,0,0,0,422,125,35,46,42,84,32,1,45
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Gezondheidscentrum Archipel,0034::SB91,,1478,454,14,1,0,0,0,415,53,0,0,1,0,1,0,468,176,33,39,44,51,24,5,82
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School Aurora II,0034::SB92,,1873,642,20,1,0,0,0,590,72,0,0,1,0,1,0,662,249,32,57,74,117,49,7,57
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Dependance School De Optimist,0034::SB93,,1273,360,16,0,0,0,0,335,41,0,0,0,0,0,0,376,121,16,34,49,54,29,0,57
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School De Architect,0034::SB95,,2417,744,26,8,0,0,0,705,72,0,0,1,0,1,0,777,287,47,62,81,90,33,13,131
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Restaurant De Waterlinie,0034::SB96,,1678,605,6,3,0,0,0,538,76,0,0,0,0,0,0,614,218,34,55,54,186,15,7,36
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Station NS Almere Muziekwijk,0034::SB97,,0,578,18,6,0,0,0,559,43,0,0,0,0,0,0,602,213,35,72,88,68,30,5,67
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Portocabin Station NS Almere Centrum,0034::SB98,,0,1131,43,11,0,1,1,1089,94,0,0,1,0,0,0,1184,400,85,109,156,180,64,13,124
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Gezondheidscentrum Castrovalva,0034::SB102,,1509,510,15,3,0,0,0,467,58,0,0,3,0,3,0,525,183,28,53,60,78,34,4,70
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau School Polygoon,0034::SB105,,2536,869,30,10,0,3,0,826,86,0,0,0,3,0,0,912,376,66,75,94,142,35,5,76
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Activiteitencentrum Wierdendok,0034::SB109,,2752,823,26,8,0,0,0,755,102,0,0,0,0,0,0,857,331,64,63,79,133,19,2,132
Zuiderzeeland,Almere,AB2015_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2015,,Zuiderzeeland,2015-03-18,Stembureau Gebiedskantoor Poort,0034::SB111,,1818,360,8,1,0,0,0,332,37,0,0,0,0,0,0,369,142,30,28,45,74,13,1,27
