contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),VVD,CDA,Socialistische Waterschapsvereniging,Partij voor de Dieren,Eigen Woning en Water !,Algemene Waterschapspartij,Recreatie Wonen en Water,ChristenUnie - SGP,50PLUS,De Groenen,Partij voor Mens en Spirit (MenS)
"Amstel, Gooi en Vecht",Hilversum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau Verzorgingshuis 'Zuiderheide',0402::SB18,1215 KG,2003,816,32,12,0,0,0,801,59,0,0,0,0,0,0,860,123,115,152,130,25,61,14,16,55,52,40,24,9
"Amstel, Gooi en Vecht",Hilversum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau Zorgcentrum 'St. Carolus',0402::SB20,1215 AN,1869,887,33,3,0,0,0,873,67,0,3,0,17,0,0,940,166,114,154,98,36,93,20,10,45,47,42,50,12
"Amstel, Gooi en Vecht",Hilversum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau Goudenregenschool,0402::SB21,1214 NC,2252,949,34,5,0,3,2,902,87,0,0,0,3,0,0,991,170,112,186,112,45,102,27,6,41,57,41,44,6
"Amstel, Gooi en Vecht",Hilversum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau Woond.centr. 'De Egelantier',0402::SB22,1214 EH,2015,850,29,12,0,2,0,821,68,0,0,2,0,0,0,889,161,135,174,80,40,72,24,11,46,27,46,21,13
"Amstel, Gooi en Vecht",Hilversum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau Diependaalse Kerk,0402::SB23,1214 KE,2173,1147,34,9,0,0,0,1070,120,0,0,0,0,0,0,1190,215,98,437,128,14,64,21,11,35,54,28,40,2
"Amstel, Gooi en Vecht",Hilversum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau Woondienstencentrum Lopes Dias,0402::SB25,1222 VE,3147,1026,26,11,3,0,0,978,88,0,0,0,3,0,0,1066,163,149,87,156,66,132,22,16,40,47,84,53,11
"Amstel, Gooi en Vecht",Hilversum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau Speeltuinver. Erfgooierskwartier,0402::SB27,1222 BC,1602,465,18,8,0,0,0,454,37,0,0,0,0,0,0,491,90,65,37,48,26,75,10,10,27,17,37,17,6
"Amstel, Gooi en Vecht",Hilversum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau Da Costaschool,0402::SB28,1222 LH,2038,872,20,6,0,1,0,801,98,0,0,0,1,0,0,899,169,101,143,114,25,72,30,17,32,62,52,48,7
"Amstel, Gooi en Vecht",Hilversum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau Van Leeuwenhoekschool,0402::SB29,1222 TJ,1761,816,33,5,0,0,1,770,83,0,0,0,0,0,0,854,154,97,163,77,33,73,25,12,49,45,32,49,7
"Amstel, Gooi en Vecht",Hilversum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau Scouting clubhuis 'De Orion',0402::SB30,1223 AJ,2157,1042,29,9,0,2,0,967,115,0,0,0,2,0,0,1082,201,153,186,105,20,109,37,26,50,49,48,49,9
"Amstel, Gooi en Vecht",Hilversum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau Wijkcentrum De Geus,0402::SB31,1221 BV,2517,598,16,9,0,0,0,575,48,0,0,0,0,0,0,623,104,69,73,63,25,87,36,12,25,19,34,34,17
"Amstel, Gooi en Vecht",Hilversum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau WWZ/Versa Welzijn,0402::SB32,1221 CN,2263,738,31,10,0,3,0,686,90,0,0,3,0,0,0,776,113,95,83,114,23,78,25,6,34,52,47,56,12
"Amstel, Gooi en Vecht",Hilversum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau Sportcafé 'De Lieberg',0402::SB33,1221 EM,1959,677,14,5,0,0,0,632,64,0,0,0,0,0,0,696,103,92,86,82,38,70,38,10,33,39,51,28,7
"Amstel, Gooi en Vecht",Hilversum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau Lorentzschool,0402::SB34,1223 HN,1966,1063,36,17,0,0,0,1001,112,0,0,3,0,0,0,1113,221,174,127,115,40,110,22,14,48,55,55,72,10
"Amstel, Gooi en Vecht",Hilversum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau Wijkcentrum 'St.Joseph',0402::SB35,1223 LD,2304,728,18,8,0,0,0,681,73,0,0,0,0,0,0,754,107,110,84,109,33,69,21,22,37,37,63,30,6
"Amstel, Gooi en Vecht",Hilversum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau Gebouw 'Rotor Media',0402::SB36,1223 RE,2015,524,22,4,0,0,0,500,49,0,0,1,0,1,0,549,91,69,44,71,26,60,21,9,37,19,39,28,10
"Amstel, Gooi en Vecht",Hilversum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau Evangelische Omroep,0402::SB37,1213 AC,1725,470,15,1,0,0,0,444,42,0,0,0,0,0,0,486,95,54,88,58,17,50,9,9,29,26,9,21,5
"Amstel, Gooi en Vecht",Hilversum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau Zorgcentrum 'Gooiers Erf',0402::SB38,1212 EM,1761,907,24,16,0,0,0,861,86,0,0,0,0,0,0,947,149,112,144,150,32,90,26,10,36,57,58,32,11
"Amstel, Gooi en Vecht",Hilversum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau Wijkcentrum 'De Kruisdam',0402::SB39,1218 CB,1590,1075,31,16,0,1,0,1048,75,0,0,0,1,0,0,1123,210,130,153,158,54,110,29,14,61,32,83,27,14
"Amstel, Gooi en Vecht",Hilversum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau Gebouw 'T Luye Gat',0402::SB40,1218 CR,1788,685,12,3,0,0,1,641,58,0,0,0,0,0,0,700,136,114,118,95,18,68,17,6,30,28,26,22,7
"Amstel, Gooi en Vecht",Hilversum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau Station Hilversum,0402::SB41,,2,1094,49,8,0,3,0,1103,51,0,0,0,3,0,0,1154,210,166,160,89,45,152,32,14,44,40,36,83,23
"Amstel, Gooi en Vecht",Hilversum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau Ned. Inst. voor Beeld en Geluid,0402::SB42,1217 GP,620,287,2,4,0,1,0,259,35,0,0,0,1,0,0,294,42,38,81,26,5,23,13,5,9,16,15,14,0
