contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,Lagere Lasten Burger,"Bedrijf, Boer en Burger",FNP,VVD,ChristenUnie,50PLUS,Partij voor de Dieren
Fryslân,Weststellingwerf,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Dorpshuis ""De Tille"", Boijl",0098::SB12,8392 MA,724,348,8,0,0,0,0,316,40,0,0,0,0,0,0,356,39,29,118,21,28,5,42,8,17,41
Fryslân,Weststellingwerf,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Openbare Bibliotheek Noordwolde,0098::SB13,8391 BG,1290,574,14,2,0,0,0,538,52,0,0,0,0,0,0,590,102,81,49,74,26,28,87,24,38,65
Fryslân,Weststellingwerf,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Clubgebouw vv Zandhuizen,0098::SB14,8389 TH,336,166,2,0,0,0,0,149,19,0,0,0,0,0,0,168,27,22,30,12,19,5,17,4,5,25
Fryslân,Weststellingwerf,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau OBS ""De Velden"", Noordwolde",0098::SB15,8391 KG,701,344,5,7,0,0,2,327,27,0,0,0,0,0,0,356,68,50,40,18,31,12,42,10,18,55
Fryslân,Weststellingwerf,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dorpscentrum Sonnega-Oldetrijne,0098::SB16,8479 HH,399,246,2,0,0,0,0,218,30,0,0,0,0,0,0,248,9,9,12,16,141,6,21,14,13,5
Fryslân,Weststellingwerf,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau De Krommestede, Noordwolde",0098::SB17,8391 LH,1005,382,6,2,0,0,0,359,31,0,0,0,0,0,0,390,50,59,52,42,21,10,52,16,41,39
Fryslân,Weststellingwerf,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau OBS ""De Klaeter"", De Hoeve",0098::SB18,8394 VL,324,207,1,0,0,0,0,195,13,0,0,0,0,0,0,208,33,20,29,12,53,11,18,9,5,17
Fryslân,Weststellingwerf,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Gebouw ""Het Anker"", Steggerda",0098::SB19,8395 PJ,977,473,7,2,0,0,0,433,49,0,0,0,0,0,0,482,45,45,149,42,62,15,44,5,32,34
Fryslân,Weststellingwerf,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Gebouw 't Centrum, De Blesse",0098::SB20,8397 GC,1064,552,5,1,0,1,0,494,65,0,0,0,1,0,0,559,62,49,123,44,96,10,87,17,31,33
Fryslân,Weststellingwerf,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dorpshuis Oosterstreek,0098::SB21,8388 NE,448,214,0,0,0,0,0,184,30,0,0,0,0,0,0,214,28,32,52,6,8,4,41,7,17,19
Fryslân,Weststellingwerf,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Gemeentehuis,0098::SB22,8471 KR,0,285,3,3,0,0,0,267,24,0,0,0,0,0,0,291,35,42,43,20,46,16,36,4,24,19
