contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterbelang Land van Weert en Leudal,Waterbelang Horst-Helden-Beesel,Waterbelang Venray en Maasduinen,Water Natuurlijk,Waterbelang Venlo,VVD,50PLUS
Peel en Maasvallei,Weert,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Basisschool Leuken,0988::SB23,6004 BH,1308,585,28,3,0,0,0,557,59,0,0,0,0,0,0,616,409,4,2,89,12,29,40
Peel en Maasvallei,Weert,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Brede School Moesel,0988::SB24,6006 GJ,1197,479,17,5,0,0,0,462,39,0,0,0,0,0,0,501,300,5,5,74,11,48,36
Peel en Maasvallei,Weert,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau St. Theuniskapel,0988::SB25,6006 PB,1330,734,39,5,1,0,0,702,74,0,0,2,0,1,0,776,425,3,1,139,4,130,32
Peel en Maasvallei,Weert,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Wijkgebouw Groenewoud,0988::SB26,6004 TX,1346,471,23,15,0,0,0,479,30,0,0,0,0,0,0,509,314,6,5,69,11,29,37
Peel en Maasvallei,Weert,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Jeugdgebouw Leuken,0988::SB27,6004 DG,1931,642,34,4,0,0,0,596,84,0,0,0,0,0,0,680,453,2,3,81,4,59,40
Peel en Maasvallei,Weert,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Stemlokaal Moesel,0988::SB28,6006 CM,1189,486,26,4,0,0,0,466,50,0,0,0,0,0,0,516,338,0,3,58,2,43,42
Peel en Maasvallei,Weert,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Odaschool Annendaal,0988::SB30,6002 VJ,1680,607,24,8,0,0,0,580,59,0,0,0,0,0,0,639,407,1,4,94,6,45,50
Peel en Maasvallei,Weert,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Gemeenschapscentrum De Zaal,0988::SB34,6039 AW,1887,808,43,4,0,0,0,792,63,0,0,0,0,0,0,855,596,10,7,108,5,50,32
Peel en Maasvallei,Weert,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Trefcentrum voor Ouderen,0988::SB35,6039 GJ,2308,850,29,4,0,0,0,796,87,0,0,0,0,0,0,883,640,17,5,85,8,61,34
Peel en Maasvallei,Weert,AB2015_PeelenMaasvallei,Algemeen bestuur van het waterschap Peel en Maasvallei 2015,,Peel en Maasvallei,2015-03-18,Stembureau Mobiel stembureau,0988::SB38,,1,359,20,3,0,0,0,354,28,0,0,0,0,0,0,382,238,5,5,56,3,35,17
