contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),VVD,Waterschap@inwonersbelangen,Algemene Waterschapspartij,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren
De Stichtse Rijnlanden,Stichtse Vecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau WereldKidz Tweesprong Duivenkamp,1904::SB13,3607 BL,1787,585,25,11,0,0,0,562,59,0,0,0,0,0,0,621,124,67,106,80,62,26,40,8,72
De Stichtse Rijnlanden,Stichtse Vecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau RK Verrijzenisgemeenschap,1904::SB14,3607 JG,1782,807,20,6,0,0,0,755,78,0,0,0,0,0,0,833,178,98,128,150,78,38,43,9,85
De Stichtse Rijnlanden,Stichtse Vecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau De Werkspecht,1904::SB15,3607 KN,1331,488,18,0,0,1,1,459,47,0,0,0,1,0,0,507,115,47,81,74,34,22,24,6,85
De Stichtse Rijnlanden,Stichtse Vecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau De Valkenier,1904::SB16,3607 MJ,1680,650,18,5,0,0,0,608,65,0,0,0,0,0,0,673,138,112,72,133,56,30,30,4,75
De Stichtse Rijnlanden,Stichtse Vecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,"Stembureau KBS Franciscus, gymzaal nst Schuurt",1904::SB17,3607 NZ,1918,596,12,9,0,0,0,563,54,0,0,0,0,0,0,617,116,53,84,133,70,25,38,15,62
De Stichtse Rijnlanden,Stichtse Vecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Willem van Hoornhof,1904::SB18,3605 GP,1639,508,27,4,0,0,0,472,68,0,1,0,1,0,0,540,108,66,79,70,36,27,31,9,82
De Stichtse Rijnlanden,Stichtse Vecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Basisschool De Kameleon,1904::SB19,3605 ED,1428,427,8,2,0,0,0,376,61,0,0,0,0,0,0,437,81,49,65,62,48,20,33,7,62
De Stichtse Rijnlanden,Stichtse Vecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Zwembad Safari,1904::SB20,3605 JM,2146,777,24,13,0,0,0,738,76,0,0,0,0,0,0,814,142,96,120,150,76,39,40,12,102
De Stichtse Rijnlanden,Stichtse Vecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Basisschool Het Kompas,1904::SB21,3602 ZK,0,20,0,0,0,0,0,17,3,0,0,0,0,0,0,20,1,2,3,8,1,1,3,1,0
De Stichtse Rijnlanden,Stichtse Vecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Gemeentelijke Sporthal,1904::SB22,3621 LN,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,7,1,0,1,2,2,1,0,0,0
De Stichtse Rijnlanden,Stichtse Vecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Gemeentehuis Boom en Bosch,1904::SB23,3621 AB,120,44,0,0,2,0,0,30,12,0,0,2,0,0,0,42,2,10,6,7,0,6,1,7,5
De Stichtse Rijnlanden,Stichtse Vecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Woonzorgcentrum De Aa / Driestroom,1904::SB24,3621 VV,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,2,0,0,0,1,0,0,0
De Stichtse Rijnlanden,Stichtse Vecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau OBS de Regenboog,1904::SB25,3621 WS,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0
De Stichtse Rijnlanden,Stichtse Vecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Wijkcentrum Over-Noord,1904::SB26,3621 HH,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
De Stichtse Rijnlanden,Stichtse Vecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Dorpshuis Ons Genoegen,1904::SB27,3626 AV,28,17,0,0,0,0,0,14,3,0,0,0,0,0,0,17,0,4,0,1,2,5,0,5,0
De Stichtse Rijnlanden,Stichtse Vecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Brandweerkazerne,1904::SB28,3628 AZ,930,617,4,2,0,0,0,527,96,0,0,0,0,0,0,623,25,364,20,33,15,58,12,71,19
De Stichtse Rijnlanden,Stichtse Vecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Zorgcentrum Overdorp,1904::SB29,3628 BX,1468,857,11,6,0,0,0,778,96,0,0,0,0,0,0,874,31,475,26,25,22,112,63,62,41
De Stichtse Rijnlanden,Stichtse Vecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Verzorgingstehuis 't Kampje,1904::SB31,3632 BK,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
De Stichtse Rijnlanden,Stichtse Vecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Dorpshuis Nigtevecht,1904::SB32,1393 NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Stichtse Rijnlanden,Stichtse Vecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Dorpshuis Vreeland,1904::SB33,3633 CT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Stichtse Rijnlanden,Stichtse Vecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau Montessorischool Loenersloot,1904::SB34,3634 AS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Stichtse Rijnlanden,Stichtse Vecht,AB2015_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2015,,De Stichtse Rijnlanden,2015-03-18,Stembureau De Boomgaard,1904::SB35,3632 TC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
