contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),ChristenUnie,Water Natuurlijk,Staatkundig Gereformeerde Partij (SGP),50PLUS,CDA,VVD,AWP Vallei en Veluwe,Lokaal Waterbeheer
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Zorgcentrum ""Elim""",0203::SB11,3771 VB,1442,949,0,0,0,0,0,793,156,0,0,0,0,0,0,949,28,165,60,342,27,138,129,13,47
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Zorgcentrum ""Nebo""",0203::SB12,3771 HP,661,678,9,3,0,0,0,619,71,0,0,0,0,0,0,690,28,127,44,127,22,146,123,28,33
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Ds. J. Fraanjeschool loc.""De Burgt""",0203::SB13,3772 TD,1194,633,5,4,0,0,0,522,120,0,0,0,0,0,0,642,25,146,37,245,4,57,67,18,34
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Tennisbaan De Watermolen,0203::SB14,3772 MB,1865,790,8,3,0,0,0,658,143,0,0,0,0,0,0,801,36,165,44,226,26,110,120,31,32
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Openbare Basisschool De Zandberg,0203::SB15,3771 KV,1653,771,15,6,0,0,0,695,97,0,0,0,0,0,0,792,43,143,54,176,22,145,104,29,55
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Gereformeerde Gemeente in Nederland,0203::SB16,3772 PP,1756,899,0,0,0,0,0,755,144,0,0,0,0,0,0,899,27,134,32,489,13,57,85,33,29
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Veluwehal Barneveld,0203::SB17,3771 CB,917,498,3,1,0,0,1,429,72,0,0,0,0,0,0,502,25,62,31,134,23,93,84,18,28
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Willem van Oranjeschool,0203::SB18,3773 AS,1311,402,5,1,0,0,0,366,42,0,0,0,0,0,0,408,15,125,16,108,11,58,43,11,15
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau PWA School, ingang Kindcentrum",0203::SB19,3772 EE,1301,361,4,8,0,1,0,328,44,0,0,1,0,0,0,372,24,87,27,92,13,48,30,19,21
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Dorpshuis ""De Belleman""",0203::SB20,3785 KT,918,574,9,1,0,0,0,522,60,0,0,2,0,2,0,582,16,81,30,137,14,207,56,16,17
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Evangeliegemeente de Kandelaar,0203::SB21,3781 TK,936,572,7,0,0,0,0,511,68,0,0,0,0,0,0,579,17,142,17,78,26,154,92,23,23
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Chr. Basissch.""Dr.W.van den Bergh""",0203::SB22,3781 EJ,1183,688,11,4,0,0,2,641,60,0,0,0,0,0,0,703,37,149,45,64,42,167,110,36,38
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Woon en Zorgcentrum Nieuw Avondrust,0203::SB23,3781 GH,1031,657,19,6,0,0,0,650,32,0,0,0,0,0,0,682,45,130,34,71,27,170,102,37,41
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau (N.H.) Koningin Wilhelminaschool,0203::SB24,3781 GG,1194,567,7,3,2,0,0,505,74,0,0,0,2,0,0,579,19,123,25,95,17,128,125,12,23
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Kerkcentrum ""Odulf""",0203::SB25,3781 BX,1105,564,16,2,0,0,0,524,58,0,0,0,0,0,0,582,43,78,29,79,44,133,83,30,45
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Kerkelijk Centrum 't Kerkheem,0203::SB26,3781 GA,883,480,3,7,0,0,0,435,55,0,0,0,0,0,0,490,21,115,26,45,21,128,85,16,23
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Restaurant Buitenlust,0203::SB27,3781 AC,836,446,8,0,0,0,0,398,56,0,0,0,0,0,0,454,13,99,26,59,19,82,100,13,35
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Kerkelijk  Centrum Bethabara,0203::SB28,3781 GE,887,440,4,6,0,0,0,402,48,0,0,0,0,0,0,450,24,105,24,47,12,120,66,13,29
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Christelijke Basisschool ""De Bron""",0203::SB29,3776 MK,1168,679,7,4,0,0,0,590,100,0,0,0,0,0,0,690,17,102,37,207,31,97,125,34,29
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau School m/d Bijbel ""De Lichtboei""",0203::SB30,3774 BP,1195,756,8,3,0,2,0,639,126,0,0,2,0,0,0,765,10,87,6,454,9,78,77,13,22
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Koningin Beatrixschool,0203::SB31,3774 BG,996,546,2,2,0,0,0,484,66,0,0,0,0,0,0,550,6,111,9,331,6,41,23,8,11
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Kulturhus De Essenburcht,0203::SB32,3774 DA,1362,988,13,4,0,0,0,837,168,0,0,0,0,0,0,1005,9,113,9,639,14,86,68,22,28
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Dorpshuis ""De Koepel""",0203::SB33,3886 PA,912,544,7,0,0,0,0,477,74,0,0,0,0,0,0,551,24,64,52,164,20,52,114,27,27
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Dr. Kruimelstaete,0203::SB34,3886 ME,763,391,2,3,0,0,0,356,40,0,0,0,0,0,0,396,14,65,16,156,20,53,29,15,23
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Multifunctioneel Centrum Glindster,0203::SB35,3794 MZ,584,350,13,0,0,0,0,313,50,0,0,0,0,0,0,363,28,35,35,68,7,106,47,15,9
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Sportpark "" Overbeek """,0203::SB36,3784 WZ,1110,615,3,4,0,0,0,545,77,0,0,0,0,0,0,622,25,66,20,162,28,198,81,9,26
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Verenigingsgebouw "" De Kooi """,0203::SB37,3775 KP,216,129,1,3,0,0,0,121,12,0,0,0,0,0,0,133,9,30,12,19,5,24,18,4,8
Vallei en Veluwe,Barneveld,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Mobiel Stembureau,0203::SB38,,0,270,2,3,0,0,0,248,27,0,0,0,0,0,0,275,14,48,21,78,5,31,53,10,10
