contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),VVD,"Groen, Water & Land",Boeren Burgers Waterbelang,Algemene Waterschapspartij,Gewest NH/U KNSB,Partij voor Mens en Spirit (MenS),50PLUS,ChristenUnie-SGP,Koninklijke Schuttevaer
Hollands Noorderkwartier,Heerhugowaard,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Dorpshuis De Noord, Middenweg 537",0398::SB14,,2121,969,17,7,0,0,0,884,109,0,0,0,0,0,0,993,70,270,37,170,109,206,17,19,7,29,22,13
Hollands Noorderkwartier,Heerhugowaard,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Centrum 31, Bickerstraat 31",0398::SB15,,967,525,10,4,0,0,1,502,36,0,0,0,0,0,0,539,72,81,67,80,81,36,24,11,13,39,19,2
Hollands Noorderkwartier,Heerhugowaard,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau De Vonder, van Foreeststraat 35",0398::SB16,,1523,501,8,6,0,0,0,491,24,0,0,0,0,0,0,515,64,93,44,93,69,37,27,8,8,37,13,8
Hollands Noorderkwartier,Heerhugowaard,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Wijkcentrum de Horst, van Eedenplein 3-9",0398::SB17,,1463,604,13,3,0,0,0,569,51,0,0,0,0,0,0,620,99,84,62,69,114,41,22,9,17,53,23,11
Hollands Noorderkwartier,Heerhugowaard,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Gymzaal De Kleine en Grote Beer, Plutolaan 2B",0398::SB18,,1442,515,18,5,0,0,0,498,40,0,0,0,0,0,0,538,89,64,50,76,82,45,25,6,5,36,26,11
Hollands Noorderkwartier,Heerhugowaard,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau BS De Familieschool, Jan Glijnisweg 61",0398::SB19,,2066,973,20,7,0,0,0,893,107,0,0,0,0,0,0,1000,115,163,103,212,126,137,23,8,7,56,15,8
Hollands Noorderkwartier,Heerhugowaard,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Het Trefpunt, Burgplantsoen 71",0398::SB20,,2081,734,19,4,0,0,0,700,57,0,0,0,0,0,0,757,111,89,75,131,105,64,28,15,14,58,35,9
Hollands Noorderkwartier,Heerhugowaard,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau BS De Zeppelin, Anna Polaktuin 27",0398::SB21,,2064,761,15,4,0,0,2,706,72,0,0,0,0,0,0,780,93,71,83,175,146,46,32,13,18,49,26,9
Hollands Noorderkwartier,Heerhugowaard,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Sporthal Heerhugowaard-Zuid, Helena Nordheimland 3",0398::SB22,,1910,773,33,5,0,0,0,722,89,0,0,0,0,0,0,811,140,83,96,167,103,38,37,20,17,31,34,7
Hollands Noorderkwartier,Heerhugowaard,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Voorzieningencentrum Mediaan, Brandpunt 1",0398::SB23,,2574,898,28,4,0,0,0,840,90,0,0,0,0,0,0,930,148,111,95,187,141,57,27,19,25,51,21,16
Hollands Noorderkwartier,Heerhugowaard,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Unit NS Station, Parkeerterrein Stationsplein",0398::SB24,,0,274,12,3,0,0,0,263,26,0,0,0,0,0,0,289,44,35,34,40,50,27,10,2,9,12,6,5
