contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),VVD,ChristenUnie,Algemene Waterschapspartij,50PLUS
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau De Boei,0106::SB12,9406 XP,0,4,0,0,0,0,0,5,0,0,1,0,1,0,0,5,0,1,1,2,0,0,0
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Peelerhof,0106::SB13,9407 BS,7,4,1,0,1,0,0,5,1,0,0,0,1,0,0,6,1,0,0,1,0,2,0
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau De Veldkei,0106::SB14,9407 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau 't Markehuus,0106::SB15,9407 EA,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,2,0,1,0,1,0
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau CBS de Scharmhof,0106::SB16,9407 EA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau De Voorhof,0106::SB17,9403 PA,0,3,0,1,0,0,0,2,1,0,0,1,0,1,0,3,0,1,2,0,0,0,0
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Marsdijkhal,0106::SB18,9403 LT,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,1,2,1,0,0,2
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau De Dissel,0106::SB19,9403 LR,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Opstandingskerk,0106::SB20,9403 MA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Sportcomplex Marsdiek,0106::SB21,9409 TH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Pand 17,0106::SB22,9403 VB,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Sportpark Lonerstraat,0106::SB23,9403 TD,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau De Schulp,0106::SB24,9404 BB,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau De Vijverhof,0106::SB25,9404 CC,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Buurthuis de Zonnereep,0106::SB26,9404 JR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau STAMM,0106::SB27,9405 KD,0,3,0,0,1,0,0,4,0,0,0,0,1,0,0,4,2,0,0,0,0,1,0
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Het Schakelveld,0106::SB28,9405 HX,25,19,0,1,0,0,0,18,2,0,0,0,0,0,0,20,7,3,2,4,1,1,1
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau De Valkenhof,0106::SB29,9402 RT,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau MFA Kloosterveste I,0106::SB30,9408 ME,995,730,13,9,0,0,0,752,0,0,0,0,0,0,0,752,107,119,120,128,104,98,54
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau GBS De Parel,0106::SB31,9408 AM,1184,461,2,0,0,0,0,403,59,0,0,1,0,1,0,462,40,55,79,68,136,55,28
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau IJsvereniging Kloosterveen,0106::SB32,9408 CZ,1227,488,4,2,0,0,0,437,57,0,0,0,0,0,0,494,58,55,99,134,60,41,41
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau OBS Kloosterveen,0106::SB33,9408 JA,1287,580,6,6,0,0,0,524,68,0,0,0,0,0,0,592,65,79,116,95,96,93,36
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Provincie Drenthe,0106::SB34,9405 BJ,0,34,0,0,0,0,0,28,6,0,0,0,0,0,0,34,3,7,13,5,2,0,4
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Sporthal De Timp,0106::SB35,9402 ER,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,2,1,0,0,0,1
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Vrijeschool De Es,0106::SB36,9404 KK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Stadhuis II,0106::SB37,9401 JW,0,23,0,0,0,0,0,18,5,0,0,0,0,0,0,23,6,3,7,2,2,0,3
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau OBS De Marskramer,0106::SB38,9403 LT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau MFA Kloosterveste II,0106::SB39,9408 ME,1169,599,4,12,1,0,0,548,66,0,0,1,0,0,0,614,87,84,107,113,87,60,61
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau MFA Pittelo,0106::SB40,9406 TH,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau De Nieuwe Kolk,0106::SB41,9401 ET,0,21,0,0,0,0,0,19,3,0,1,0,1,0,0,22,0,4,5,2,3,3,4
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau Kloosterhaven,0106::SB42,9406 XD,1284,348,10,0,0,0,0,334,24,0,0,0,0,0,0,358,50,52,57,63,56,44,26
Reest en Wieden,Assen,AB2015_ReestenWieden,Algemeen bestuur van het waterschap Reest en Wieden 2015,,Reest en Wieden,2015-03-18,Stembureau De Dissel II,0106::SB43,9403 LR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
