contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),VVD,Vrienden van de Berkel,Vereniging Kleine Kernen Gelderland,Algemene Waterschapspartij,Ondernemend Waterschap,50PLUS
Rijn en IJssel,Bronckhorst,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Café-restaurant Nijhof / Halle,1876::SB11,7025 AA,1165,484,12,3,0,0,0,455,44,0,0,0,0,0,0,499,155,64,47,81,18,38,56,4,21
Rijn en IJssel,Bronckhorst,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Zorgcentrum De  Zonnekamp / Zelhem,1876::SB12,7021 ZX,1414,597,14,2,0,0,0,562,51,0,0,0,0,0,0,613,171,85,71,66,26,20,96,3,59
Rijn en IJssel,Bronckhorst,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Voorm. Jan Ligthartschool / Zelhem,1876::SB13,7021 DL,1393,627,11,10,0,0,0,606,42,0,0,0,0,0,0,648,155,107,94,86,24,37,91,3,30
Rijn en IJssel,Bronckhorst,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Kulturhus Vorden,1876::SB14,7251 AB,1530,994,22,2,0,0,0,944,74,0,0,0,0,0,0,1018,261,179,116,154,122,56,65,5,36
Rijn en IJssel,Bronckhorst,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Basisschool Het Hoge / Vorden,1876::SB15,7251 XX,1433,522,16,4,0,0,1,509,32,0,0,0,0,0,0,542,130,87,66,97,68,18,31,4,21
Rijn en IJssel,Bronckhorst,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Basisschool De Vordering / Vorden,1876::SB16,7251 BH,1568,832,15,3,0,0,0,780,70,0,0,0,0,0,0,850,196,130,85,173,104,52,57,11,24
Rijn en IJssel,Bronckhorst,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Basisschool De Kraanvogel / Vorden,1876::SB17,7251 LT,1026,499,10,3,0,0,2,453,57,0,0,0,0,0,0,512,156,99,19,97,47,45,20,1,15
Rijn en IJssel,Bronckhorst,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Ludgerusgebouw / Vierakker,1876::SB18,7233 SH,1086,608,8,0,0,1,0,562,55,0,0,0,1,0,0,617,125,76,25,119,40,196,16,5,6
Rijn en IJssel,Bronckhorst,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Sporthal / Steenderen,1876::SB19,7201 BA,990,528,12,3,0,0,0,503,40,0,0,0,0,0,0,543,122,88,53,99,33,44,64,3,22
Rijn en IJssel,Bronckhorst,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Zaal Kraantje Lek / Olburgen,1876::SB20,7225 NA,289,157,0,0,0,0,0,146,11,0,0,0,0,0,0,157,47,27,21,25,6,19,6,2,4
Rijn en IJssel,Bronckhorst,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Basisschool De Rank / Toldijk,1876::SB21,7227 DC,701,382,5,0,0,0,0,348,39,0,0,0,0,0,0,387,155,41,37,65,13,41,20,3,7
Rijn en IJssel,Bronckhorst,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Zaal Herfkens / Baak,1876::SB22,7223 DJ,884,488,10,2,0,0,0,445,55,0,0,0,0,0,0,500,123,75,48,91,38,58,37,3,15
Rijn en IJssel,Bronckhorst,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Zorgbad Zonnewater,1876::SB23,6997 AH,888,531,13,6,0,2,0,501,51,0,0,0,2,0,0,552,87,118,73,135,24,49,28,1,16
Rijn en IJssel,Bronckhorst,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Zorgcentrum Hyndendael / Hummelo,1876::SB24,6999 AN,1284,725,12,4,0,0,0,679,62,0,0,0,0,0,0,741,205,126,101,191,22,25,28,7,20
Rijn en IJssel,Bronckhorst,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Kulturhus / Drempt,1876::SB25,6996 AG,851,433,12,5,0,0,0,412,38,0,0,0,0,0,0,450,103,81,60,74,16,33,41,2,23
Rijn en IJssel,Bronckhorst,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau 't Hessenhuus,1876::SB26,6996 DD,508,226,2,0,0,0,0,207,21,0,0,0,0,0,0,228,95,34,15,43,3,13,15,0,8
Rijn en IJssel,Bronckhorst,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Basisschool De Steenuil /Steenderen,1876::SB27,7221 BH,992,492,15,4,0,0,0,459,52,0,0,0,0,0,0,511,145,83,53,96,28,36,36,2,13
