contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterbelang Parkstad,Waterbelang Westelijke Mijnstreek,Water Natuurlijk,Waterbelang Heuvelland,Waterbelang Maastricht,Waterbelang Midden-Limburg,VVD,50PLUS
Roer en Overmaas,Kerkrade,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Zorgcentrum Laethof,0928::SB17,6471 GB,2178,774,37,13,0,0,0,765,59,0,0,0,0,0,0,824,514,25,124,17,5,20,41,28
Roer en Overmaas,Kerkrade,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool de Schatkist,0928::SB18,6471 HN,1746,496,22,2,0,0,0,461,59,0,0,0,0,0,0,520,353,13,59,8,4,6,20,33
Roer en Overmaas,Kerkrade,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool de Veldhof,0928::SB19,6471 GL,1034,409,23,4,0,0,0,393,43,0,0,0,0,0,0,436,291,8,71,9,4,3,8,15
Roer en Overmaas,Kerkrade,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Clublokaal v.v. R.K.T.S.V,0928::SB21,6467 BJ,1173,331,15,6,0,0,0,316,36,0,0,0,0,0,0,352,227,7,55,5,5,4,9,19
Roer en Overmaas,Kerkrade,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool de Doorkijk,0928::SB22,6467 CE,1698,588,27,7,0,0,0,556,66,0,0,0,0,0,0,622,413,19,71,17,4,4,24,36
Roer en Overmaas,Kerkrade,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Zorgcentrum Firenschat,0928::SB23,6467 EE,1238,534,30,7,0,0,0,519,52,0,0,0,0,0,0,571,374,17,74,16,5,3,17,28
Roer en Overmaas,Kerkrade,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool de Schakel,0928::SB24,6466 XN,1286,409,14,4,0,0,0,363,64,0,0,0,0,0,0,427,302,11,50,10,6,4,8,18
Roer en Overmaas,Kerkrade,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Lupinehof,0928::SB25,6466 SK,841,269,6,1,0,0,0,252,24,0,0,0,0,0,0,276,177,7,42,8,5,2,6,22
Roer en Overmaas,Kerkrade,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis Heilust,0928::SB26,6466 CA,1582,487,14,8,0,0,0,455,54,0,0,0,0,0,0,509,345,14,74,12,8,10,8,16
Roer en Overmaas,Kerkrade,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau voormalig Schoolgebouw,0928::SB27,6466 JM,1137,333,16,8,0,0,0,328,30,0,1,0,1,0,0,358,231,6,54,20,4,3,6,9
Roer en Overmaas,Kerkrade,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Verenigingsgebouw Heidsjer Trefpunt,0928::SB28,6466 HR,1697,590,23,6,0,0,0,556,65,0,2,0,2,0,0,621,406,13,78,21,10,8,16,38
Roer en Overmaas,Kerkrade,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool De Spoorzoeker,0928::SB29,6466 GG,1744,566,17,5,0,0,0,527,61,0,0,0,0,0,0,588,403,18,69,19,3,11,14,29
