contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,50PLUS,Partij voor de Dieren,Forum voor Democratie,DENK
,Hellendoorn,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Leerkamer Protestantse gemeente,0163::SB11,7447 HM,1290,911,2,1,0,0,1,845,68,0,0,0,0,0,914,302,144,44,44,44,51,36,4,80,22,15,124,1
,Hellendoorn,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Basisschool de Es,0163::SB12,7447 GB,1303,877,3,1,0,0,0,799,82,0,0,0,0,0,881,287,135,35,52,43,51,38,3,72,28,12,121,0
,Hellendoorn,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Basisschool de Schaapskooi,0163::SB13,7443 HC,1263,859,2,4,0,1,0,791,75,0,0,1,0,0,866,141,109,44,75,31,77,87,4,103,23,30,133,2
,Hellendoorn,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Dorpshuis Sion,0163::SB14,7443 RB,1601,928,3,3,0,0,0,861,73,0,0,0,0,0,934,252,167,44,58,36,53,64,4,89,18,14,127,2
,Hellendoorn,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Daltonschool Reggewinde,0163::SB15,7443 LA,1378,673,3,0,0,0,1,630,45,0,0,0,0,0,676,144,95,32,47,47,38,49,5,77,29,3,107,0
,Hellendoorn,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Dorpshuis Kadiek,0163::SB16,7688 PW,1075,785,4,3,0,0,0,743,49,0,0,0,0,0,792,427,30,11,10,9,56,71,38,18,7,4,104,0
,Hellendoorn,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Kulturhus 't Trefpunt,0163::SB17,7687 AR,911,579,0,2,0,0,0,535,46,0,0,0,0,0,581,159,37,30,41,11,68,81,18,38,7,16,72,1
,Hellendoorn,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Sporthal Haarle,0163::SB18,7448 RB,1695,987,0,3,0,1,0,887,102,0,1,0,0,0,989,463,128,31,33,41,65,20,8,50,24,14,109,1
,Hellendoorn,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Buurthuis de Leemkamp,0163::SB19,7447 SP,575,404,2,0,0,0,0,362,44,0,0,0,0,0,406,216,16,20,16,1,16,47,10,7,3,3,49,0
,Hellendoorn,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Jan Barbierschool,0163::SB20,7447 RH,697,334,0,0,0,0,0,298,36,0,0,0,0,0,334,123,58,10,9,11,26,26,5,13,12,5,36,0
,Hellendoorn,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Gebouw Bunga Tandjung,0163::SB21,7442 LV,1421,672,1,1,0,0,0,634,40,0,0,0,0,0,674,193,60,43,45,30,61,51,3,55,20,14,96,1
,Hellendoorn,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Kulturhus Kruidenwijk,0163::SB22,7443 HC,1249,862,2,0,0,0,0,819,45,0,0,0,0,0,864,168,82,56,78,55,69,63,10,93,28,20,138,2
,Hellendoorn,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Mobiel Stembureau,0163::SB23,,0,114,0,3,0,0,2,111,4,0,0,0,0,0,117,57,7,7,10,4,6,9,3,5,1,2,3,0
