contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),ChristenUnie,50PLUS,GROENLINKS,Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),JEZUS LEEFT,DENK,Respect!,Forum voor Democratie,OPA
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School Het Spectrum,0034::SB18,,3075,1481,3,4,0,1,0,1343,144,0,1,0,0,0,1487,175,137,44,76,97,129,49,82,191,119,9,7,65,16,271,14
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Buurthuis De Buitenkans,0034::SB20,,1599,391,0,1,0,1,0,343,48,0,1,0,0,0,391,65,11,16,17,36,29,14,7,87,37,2,3,3,6,57,1
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School Het Samenspel Noord,0034::SB21,,1399,345,3,5,0,0,0,303,50,0,0,0,0,0,353,16,50,4,38,10,38,18,12,42,17,0,3,58,0,37,2
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School Digitalis,0034::SB23,,1893,893,3,9,0,1,0,806,98,0,1,0,0,0,904,81,116,34,68,43,96,48,62,90,41,3,5,37,12,142,15
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Kameleon,0034::SB24,,1870,869,3,5,0,0,0,814,62,0,1,0,0,0,876,101,90,35,59,46,92,39,76,101,46,1,3,16,7,151,6
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Driemaster,0034::SB26,,1831,865,2,5,0,2,0,792,78,0,2,0,0,0,870,68,135,21,80,34,97,23,51,75,75,1,5,25,4,162,9
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Argonaut,0034::SB29,,1864,897,3,8,0,1,1,823,83,0,1,0,0,0,907,67,122,32,74,38,76,26,87,77,50,1,2,25,4,203,13
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Zeetuin,0034::SB30,,1663,560,2,5,0,2,0,517,52,0,0,2,0,0,569,53,85,17,42,26,56,20,47,44,34,3,0,12,4,115,2
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Tjasker,0034::SB32,,1387,714,1,4,0,0,0,652,67,0,0,0,0,0,719,66,77,22,46,28,69,21,65,82,46,6,0,32,3,142,9
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Hasselbraam,0034::SB33,,1689,694,0,4,0,0,0,615,83,0,0,0,0,0,698,88,95,32,24,35,77,34,34,83,32,4,0,16,9,127,4
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Buurtcentrum De Wieken,0034::SB34,,1592,669,2,5,0,0,0,0,0,0,0,0,0,0,0,57,90,20,69,33,72,20,49,57,46,0,4,24,9,112,7
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Zorgcentrum De Kiekendief,0034::SB35,,1487,467,3,2,0,0,0,429,42,0,0,0,0,0,471,33,57,27,47,24,51,20,36,36,31,1,1,14,3,78,8
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Centrum Verpleeghuiszorg Polderburen,0034::SB36,,1323,418,0,8,0,0,0,376,50,0,0,0,0,0,426,46,40,24,37,33,25,17,36,44,19,1,1,10,4,78,3
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School Heliotroop,0034::SB37,,1871,961,2,3,0,0,0,871,95,0,0,0,0,0,966,84,103,27,78,51,94,26,67,104,55,1,3,23,4,233,8
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Taalcentrum Almere locatie Kruidenwijk,0034::SB38,,1896,848,1,0,0,0,0,0,0,0,0,0,0,0,0,71,107,29,69,45,72,22,65,109,41,2,1,9,9,192,5
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Oase,0034::SB39,,1549,576,1,3,0,1,0,520,59,0,1,0,0,0,579,66,64,28,38,36,46,39,51,40,33,5,3,4,5,116,2
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Vuurvogel,0034::SB40,,1519,828,2,5,0,1,0,750,84,0,1,0,0,0,834,105,70,28,63,38,95,32,67,85,47,2,1,12,3,176,4
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Buurtcentrum Parkwijk,0034::SB41,,1726,1178,6,5,0,0,0,0,0,0,0,0,0,0,0,137,118,44,71,77,112,70,80,136,73,6,5,35,1,210,3
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Dependance school De Buitenburcht,0034::SB42,,1663,719,0,4,0,0,0,675,48,0,0,0,0,0,723,62,108,22,66,24,52,21,59,75,54,7,5,12,12,133,7
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Alexander Roozendaalschool,0034::SB43,,1533,620,1,4,0,3,0,585,43,0,0,0,0,3,628,63,79,28,45,24,97,23,47,65,31,0,1,5,0,104,8
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Buurtcentrum 't Kardoes,0034::SB44,,2269,512,1,5,0,0,0,0,0,0,0,0,0,0,0,30,79,13,40,24,66,22,34,57,25,1,3,32,2,79,5
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Zorgcentrum Buitenhaeghe,0034::SB45,,1600,614,2,8,0,1,0,563,60,0,1,0,0,0,623,43,76,24,32,33,57,39,44,59,47,6,2,6,7,136,3
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Lettertuin,0034::SB46,,1731,652,0,0,0,0,0,592,60,0,0,0,0,0,652,109,73,29,35,45,56,20,55,48,37,0,0,20,5,116,4
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Wooncentrum De Rotonde,0034::SB47,,1596,544,1,2,0,0,0,510,37,0,0,0,0,0,547,33,66,19,51,18,69,13,59,37,31,0,1,18,0,123,6
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Montessorischool Muziekwijk,0034::SB48,,1588,586,6,2,0,1,0,540,53,0,1,0,0,0,593,53,63,13,32,45,84,13,37,52,26,3,3,23,6,129,4
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Taalcentrum Almere locatie Bloemenbuurt,0034::SB49,,1635,840,1,3,0,1,0,753,92,0,0,1,0,0,845,92,79,23,70,62,69,39,55,92,46,7,3,10,10,175,8
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Lichtboei,0034::SB50,,1713,724,0,3,0,5,0,666,66,0,0,5,0,0,732,105,82,32,34,41,75,37,35,94,48,6,1,19,12,99,4
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School Syncope,0034::SB51,,1779,1012,1,2,0,0,1,886,129,0,0,1,0,0,1016,151,88,41,48,58,96,35,65,121,73,3,4,16,17,188,8
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,"Stembureau De Toonladder, gebouw De Concertmeester",0034::SB53,,1688,1146,4,5,0,1,0,1047,107,0,1,0,0,0,1154,171,112,61,68,56,106,48,98,110,65,4,2,18,12,208,7
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Buurtlokaal De Dop,0034::SB54,,1864,938,3,6,0,1,0,857,89,0,1,0,0,0,946,110,86,32,71,47,103,44,60,92,55,1,6,42,12,168,9
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Albatros,0034::SB55,,1758,1200,3,5,0,4,0,1063,141,0,4,0,0,0,1204,189,96,51,78,67,126,41,86,118,75,4,1,29,13,215,11
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School Bommelstein,0034::SB56,,1734,956,3,3,0,0,0,876,86,0,0,0,0,0,962,114,91,54,66,59,94,36,64,121,50,1,2,12,9,176,7
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Olijfboom/ 't Zonnewiel,0034::SB57,,1475,813,1,1,0,0,0,0,0,0,0,0,0,0,0,128,71,30,40,60,91,36,34,116,55,0,2,14,4,132,0
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Buurtcentrum Het Forum,0034::SB59,,1692,806,3,3,0,0,0,745,66,0,1,0,0,0,811,78,105,31,71,39,57,41,47,78,49,9,3,21,11,155,11
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Bombardon,0034::SB60,,1475,837,1,1,0,1,0,757,83,0,0,1,0,0,840,116,44,36,39,60,92,52,38,100,54,3,4,14,7,176,2
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Filmwijkcentrum,0034::SB61,,1502,1168,5,3,0,0,1,1069,109,0,0,3,0,0,1179,164,97,55,75,60,131,44,72,131,64,8,5,36,3,218,5
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School Aurora,0034::SB62,,3136,1677,4,8,0,2,0,1505,182,0,2,0,0,0,1687,303,146,57,84,104,163,67,79,189,96,5,4,37,9,329,5
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Dependance School de Kraanvogel,0034::SB63,,1882,590,2,1,0,1,0,519,75,0,0,1,0,0,594,73,60,28,31,35,60,22,25,44,28,4,2,34,7,133,4
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Ontmoetingshuis De Kern,0034::SB64,,1871,1093,2,2,0,0,0,956,141,0,0,0,0,0,1097,288,54,70,13,71,30,34,33,205,99,0,1,2,1,187,5
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Kraanvogel,0034::SB65,,1704,877,3,3,0,0,0,793,90,0,0,0,0,0,883,160,90,55,37,58,71,29,60,98,35,6,2,10,6,154,6
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Arte College,0034::SB66,,2616,914,3,3,0,2,0,833,85,0,2,0,0,0,918,137,74,23,45,85,95,28,30,93,58,4,4,51,7,171,9
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Taalcentrum Almere locatie Filmwijk,0034::SB67,,1500,339,2,1,0,0,0,300,42,0,0,0,0,0,342,31,43,7,9,19,43,14,27,35,22,4,3,7,3,71,1
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau De Buurtschuur,0034::SB68,,1115,670,1,1,0,0,0,600,72,0,0,0,0,0,672,129,32,36,34,60,57,23,18,91,45,6,2,10,8,116,3
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Omnibus,0034::SB69,,2192,1078,1,9,0,0,0,0,0,0,0,0,0,0,0,191,79,55,61,68,103,29,55,105,51,5,2,25,8,235,6
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School Letterland,0034::SB70,,2239,809,0,7,0,0,0,714,102,0,0,0,0,0,816,123,60,36,34,48,93,36,29,87,45,5,1,55,9,144,4
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School Het Palet,0034::SB71,,2642,1389,2,8,0,0,0,0,0,0,0,0,0,0,0,164,146,40,105,88,117,29,102,133,74,5,1,86,13,279,7
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Optimist,0034::SB72,,1613,733,1,1,0,0,0,652,83,0,0,0,0,0,735,102,75,30,46,39,68,27,31,67,31,2,2,32,4,165,12
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School de Archipel,0034::SB73,,3085,1437,2,8,0,1,0,1259,187,0,1,0,0,0,1446,237,136,52,64,93,144,38,76,140,88,5,2,78,12,263,9
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School de Egelantier,0034::SB74,,2199,862,2,0,0,0,0,744,120,0,0,0,0,0,864,100,77,24,49,55,88,38,51,72,56,3,7,41,8,185,8
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Buurtcentrum de Cobra,0034::SB75,,1762,399,1,0,0,0,0,362,38,0,0,0,0,0,400,43,48,21,22,23,47,17,33,20,24,2,3,13,2,80,1
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Brede school Het Meesterwerk,0034::SB76,,1520,574,1,4,0,0,0,506,73,0,0,0,0,0,579,73,52,21,35,22,71,29,33,73,27,5,1,23,0,103,6
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Brede School De Compositie,0034::SB79,,1690,853,1,4,0,2,0,760,96,0,2,0,0,0,856,154,76,35,54,55,80,27,46,89,34,3,3,40,7,148,2
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School Het Avontuur,0034::SB80,,1473,880,2,4,0,0,0,811,75,0,0,0,0,0,886,119,69,28,68,44,102,29,63,62,42,5,5,40,8,189,7
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Buurtcentrum De Cartoon,0034::SB81,,1636,749,2,3,0,0,0,671,83,0,0,0,0,0,754,147,48,36,43,49,44,24,37,61,51,0,5,22,6,176,0
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Windwijzer,0034::SB82,,2528,1412,1,3,0,0,0,1217,199,0,0,0,0,0,1416,357,102,69,42,143,110,42,37,113,62,1,2,24,6,300,2
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School Het Kristal,0034::SB83,,2506,689,2,7,0,0,0,0,0,0,0,0,0,0,0,80,69,27,38,31,78,28,46,58,36,6,3,39,12,134,4
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Flevoziekenhuis,0034::SB84,,1318,902,2,5,0,0,0,815,94,0,0,0,0,0,909,111,72,34,54,66,106,28,69,94,56,5,1,23,7,160,16
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Huis van de Waterwijk,0034::SB85,,1917,968,0,3,0,0,0,877,94,0,0,0,0,0,971,111,120,32,87,48,69,38,76,106,55,5,1,11,4,195,10
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Kerkcentrum Goede Rede,0034::SB86,,1735,974,0,6,0,0,0,904,76,0,0,0,0,0,980,100,128,27,87,41,88,35,73,81,64,6,1,26,5,200,12
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Dukdalf,0034::SB89,,1982,707,2,4,0,1,0,632,80,0,1,0,0,0,712,112,69,29,37,61,51,41,17,63,41,2,0,33,11,136,4
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Gezondheidscentrum Archipel,0034::SB91,,2306,1045,7,9,0,1,0,940,122,0,0,1,0,0,1062,128,96,56,70,53,95,24,84,98,56,6,4,65,5,199,6
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Architect,0034::SB95,,1723,856,6,6,0,0,0,784,84,0,0,0,0,0,868,74,124,18,80,36,90,35,53,84,44,6,3,26,7,173,3
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Station NS Almere Muziekwijk,0034::SB97,,0,912,6,14,0,1,0,845,86,0,1,0,0,0,931,98,74,32,70,60,103,34,45,167,57,2,2,34,5,125,4
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Hal Station NS Almere Centrum,0034::SB98,,0,1316,13,10,0,1,0,1246,94,0,0,1,0,0,1340,147,83,52,66,97,153,48,68,233,95,3,1,48,13,204,5
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Gezondheidscentrum Castrovalva,0034::SB102,,1744,819,1,6,0,6,0,746,86,0,0,6,0,0,832,97,81,28,48,37,85,15,70,87,41,5,3,52,8,156,6
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School Polygoon,0034::SB105,,1652,1023,4,8,0,4,0,925,106,0,4,0,0,0,1031,128,67,44,54,94,147,34,47,159,74,2,1,16,3,150,3
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau IKC Aquamarijn II,0034::SB109,,1725,908,0,7,0,0,0,816,99,0,0,0,0,0,915,128,96,39,50,58,57,35,76,99,57,0,4,26,5,169,9
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Buurtcentrum De Ruimte,0034::SB111,,2553,990,1,1,0,0,0,867,125,0,0,0,0,0,992,173,64,31,40,70,106,23,30,138,62,4,7,64,2,169,7
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Gymzaal Vrijmark (t/o School de Loofhut),0034::SB112,,1828,1018,1,8,0,2,0,939,86,0,2,0,0,0,1025,117,123,34,69,54,96,21,99,123,77,3,7,12,7,175,1
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau ROC Flevoland locatie Almere Buiten,0034::SB114,,0,166,0,0,0,0,0,156,10,0,0,0,0,0,166,14,18,2,6,14,24,5,5,28,13,0,0,5,4,28,0
,Almere,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Zeeraket,0034::SB115,,2646,759,1,1,0,0,0,678,82,0,0,0,0,0,760,144,56,22,28,58,66,26,30,90,40,2,1,31,5,160,0
