contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,50PLUS,Partij voor de Dieren,Forum voor Democratie,DENK
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau VSO 't Korhoen,0164::SB13,7557 PC,1823,1062,4,1,0,0,0,990,77,0,0,0,0,0,1067,141,163,118,100,92,73,28,3,115,30,46,149,4
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau SBO De Batavier,0164::SB14,7557 RH,1873,745,0,5,0,0,0,664,86,0,0,0,0,0,750,100,65,93,63,54,71,15,2,70,15,29,139,29
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Carintreggeland Huis 't Gerbrand,0164::SB15,7557 TP,1420,564,2,0,0,0,0,526,40,0,0,0,0,0,566,61,51,85,53,36,64,14,2,49,17,21,93,18
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Ontmoetingsruimte Het Drienerkwartier,0164::SB17,7552 DS,1554,667,5,2,0,0,0,622,52,0,0,0,0,0,674,83,64,99,81,26,65,35,3,56,31,21,90,13
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Wijkcentrum De Tempel,0164::SB18,7552 JZ,1845,947,2,1,0,0,0,876,74,0,0,0,0,0,950,138,58,128,112,39,94,41,10,108,26,62,113,18
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Basisschool De Akker,0164::SB19,7552 HE,1874,1459,8,2,0,4,2,1319,144,0,4,0,0,0,1465,178,230,140,161,145,73,41,8,165,53,65,178,22
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Carintreggeland Huis Humanitas,0164::SB20,7552 DN,1814,989,3,3,0,1,1,945,50,0,0,1,0,0,996,109,178,78,99,96,72,39,1,105,27,36,142,7
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau MFA 't Berflo,0164::SB22,7552 VG,1827,774,1,1,0,0,0,703,73,0,0,0,0,0,776,56,81,97,73,59,77,18,4,83,27,34,117,48
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Nivoncentrum Hengelo,0164::SB23,7553 LB,1698,1013,8,2,0,0,0,944,79,0,0,0,0,0,1023,86,107,122,96,55,114,31,2,113,39,46,184,18
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Ontmoetingsruimte Berflohoes,0164::SB24,7553 LG,1564,705,1,6,0,1,0,659,52,0,1,0,0,0,711,76,66,93,90,45,70,20,2,74,29,35,95,10
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau ROC van Twente,0164::SB25,7553 VZ,1767,820,3,1,0,0,1,736,87,0,0,0,0,0,824,51,96,100,89,87,67,25,5,112,26,49,101,12
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Buurtcentrum 't Lansink,0164::SB26,7553 BS,1587,968,2,6,0,2,0,876,98,0,2,0,0,0,974,86,120,115,147,74,67,20,2,138,23,44,122,10
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Basisschool Esrein,0164::SB27,7553 HW,1634,810,6,1,0,0,2,784,31,0,0,0,0,0,817,53,81,99,103,38,105,30,1,75,25,36,148,16
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Basisschool De Bleek,0164::SB29,7554 PR,1030,686,2,0,0,0,1,614,73,0,0,0,0,0,688,232,98,29,33,13,65,17,0,29,15,20,135,0
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Daltonschool Hengelo Zuid,0164::SB30,7555 KA,1759,1239,4,5,0,0,0,1127,121,0,0,0,0,0,1248,133,211,102,131,96,94,34,8,135,38,37,202,18
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Ontmoetingsruimte Het Vertierkwartier,0164::SB31,7555 DS,1746,962,4,3,0,0,0,898,71,0,0,0,0,0,969,79,92,148,123,49,110,18,4,72,36,58,146,27
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Daltonschool 't Schöppert,0164::SB33,7558 DJ,1963,1185,7,4,0,0,1,1090,105,0,0,0,0,0,1196,155,160,127,154,98,78,44,4,134,39,47,137,8
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Kindcentrum 't Eimink (A),0164::SB35,7558 LA,1867,951,0,4,15,0,0,847,93,0,15,0,0,0,940,143,142,91,115,53,73,52,5,73,38,23,142,1
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Kindcentrum 't Eimink (B),0164::SB36,7558 LA,1833,818,4,1,0,0,0,755,85,0,0,17,0,0,840,107,84,87,108,49,59,45,8,72,28,33,134,4
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Basisschool De Borgh,0164::SB37,7558 WV,1918,1357,6,3,0,1,0,1235,132,0,0,1,0,0,1367,159,175,141,149,109,93,61,8,141,70,39,206,6
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Wijkcentrum Kulturhus Hasselo,0164::SB39,7558 CP,2006,1306,3,3,0,1,0,1195,118,0,0,1,0,0,1313,174,114,163,150,71,106,72,7,164,52,43,181,9
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Basisschool De Telgenkamp,0164::SB40,7559 AR,2003,1168,0,4,0,0,0,1079,93,0,0,0,0,0,1172,144,201,94,104,84,77,66,5,121,58,26,186,2
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Basisschool De Telgenkamp,0164::SB41,7559 NB,1914,1063,3,7,0,0,0,958,115,0,0,0,0,0,1073,123,254,84,105,74,81,32,1,91,29,36,143,10
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Basisschool Europaschool,0164::SB42,7559 NN,1987,1473,3,4,0,0,0,1330,150,0,0,0,0,0,1480,186,297,94,192,143,80,31,4,153,38,39,202,14
,Hengelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Daltonschool De Rank,0164::SB43,7559 HR,1983,1111,2,3,0,0,0,980,136,0,0,0,0,0,1116,152,284,71,65,96,57,39,5,86,24,44,181,7
