contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Democraten 66 (D66),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,Partij voor de Dieren,50PLUS,Lokale Partijen Gelderland-Code Oranje,Forum voor Democratie,DENK
Nijmegen,Zaltbommel,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Dorpshuis de Gaarde,0297::SB11,5317 JS,1186,816,1,2,0,0,1,702,116,0,0,0,0,0,819,41,60,10,7,22,12,90,454,13,8,18,3,78,0
Nijmegen,Zaltbommel,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Huis Brakel,0297::SB12,5306 BC,1014,563,0,1,0,1,0,485,80,0,0,1,0,0,565,54,84,13,13,30,20,70,169,20,9,11,5,65,0
Nijmegen,Zaltbommel,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Wilhelminahof,0297::SB13,5306 XA,1210,787,1,3,0,0,0,687,104,0,0,0,0,0,791,66,117,7,23,56,22,122,210,16,16,24,6,102,0
Nijmegen,Zaltbommel,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Dorpshuis Podarwic,0297::SB14,5307 HA,718,539,0,0,0,0,0,468,71,0,0,0,0,0,539,15,48,7,10,26,8,47,312,15,10,8,0,33,0
Nijmegen,Zaltbommel,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Dorpshuis den Ham,0297::SB15,5305 CP,1222,667,1,3,0,0,0,587,84,0,0,0,0,0,671,60,101,17,24,64,24,73,160,26,14,15,6,82,1
Nijmegen,Zaltbommel,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Dorpshuis  't Gement,0297::SB16,5308 KB,1592,784,0,0,0,0,0,673,111,0,0,0,0,0,784,69,60,34,36,60,34,101,166,26,28,39,4,127,0
Nijmegen,Zaltbommel,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Zalencentrum Gambora,0297::SB17,5311 PC,703,366,1,0,0,0,0,316,51,0,0,0,0,0,367,42,53,4,17,18,6,24,110,15,4,7,1,61,4
Nijmegen,Zaltbommel,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Pand 9,0297::SB18,5301 PA,1340,437,0,1,0,0,1,396,41,0,0,0,0,0,438,100,32,38,18,39,37,23,12,39,15,11,9,60,4
Nijmegen,Zaltbommel,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Harmonika,0297::SB19,5301 DA,737,306,2,1,0,1,0,286,24,0,0,1,0,0,310,54,36,17,27,26,27,16,12,24,13,18,5,31,0
Nijmegen,Zaltbommel,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Mobiel stembureau,0297::SB20,5301 GL,0,268,0,1,0,0,2,244,23,0,0,0,0,0,269,33,39,30,15,19,13,9,15,33,18,3,4,28,9
