contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),CDA,Democraten 66 (D66),VVD,ChristenUnie,PVV (Partij voor de Vrijheid),Groninger Belang,GROENLINKS,Partij voor de Dieren,Partij voor het Noorden,Forum voor Democratie,50PLUS,DENK
,Het Hogeland,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau 's Heeren Loo Opmaat Bedum,1966::SB21,9781 XE,1519,898,7,4,0,0,0,848,61,0,0,0,0,0,909,68,114,148,47,67,132,25,67,61,19,64,71,15,0
,Het Hogeland,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Ontmoetingscentrum Ulrum,1966::SB22,9971 AJ,1143,574,1,1,0,0,0,535,41,0,0,0,0,0,576,38,30,138,10,53,110,38,31,20,19,20,54,13,0
,Het Hogeland,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Dorpshuis Vierhuizen,1966::SB23,9975 VS,292,196,0,0,0,0,0,185,11,0,0,0,0,0,196,20,14,35,5,31,12,2,14,19,11,5,26,2,0
,Het Hogeland,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau 't Anker Zoutkamp,1966::SB24,9974 PG,1099,549,3,1,0,2,0,467,88,0,0,2,0,0,555,41,41,85,12,39,45,63,36,38,22,14,105,8,0
,Het Hogeland,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau De Marne Wehe-den Hoorn,1966::SB25,9964 AA,627,399,1,1,0,0,0,366,35,0,0,0,0,0,401,40,50,34,15,23,26,44,37,37,8,20,61,4,0
,Het Hogeland,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Gemeentehuis Leens,1966::SB26,9965 TD,1392,821,1,0,0,0,1,742,79,0,0,0,0,0,822,38,61,141,15,69,253,35,50,58,24,22,48,7,0
,Het Hogeland,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Dorpshuis De Warf Warfhuizen,1966::SB27,9963 PH,413,243,1,1,0,0,0,229,16,0,0,0,0,0,245,15,30,19,5,13,21,17,11,63,22,8,15,4,0
,Het Hogeland,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau 't Heem Kloosterburen,1966::SB28,9977 RN,714,380,4,0,0,0,0,354,30,0,0,0,0,0,384,32,36,82,4,31,21,16,33,30,24,24,37,10,0
,Het Hogeland,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Dorpshuis Open Haard Kruisweg,1966::SB29,9977 PN,429,245,1,0,0,0,0,230,15,0,1,0,0,0,245,22,23,33,6,27,10,20,14,31,19,15,24,1,0
,Het Hogeland,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Dorpshuis Eenrum,1966::SB30,9967 SE,1345,811,2,1,0,0,0,723,91,0,0,0,0,0,814,76,164,61,30,85,22,49,82,93,36,43,56,14,0
,Het Hogeland,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Dorpshuis Pieterburen,1966::SB31,9968 AC,556,314,0,1,0,0,0,281,34,0,0,0,0,0,315,33,43,28,10,41,20,5,23,53,35,8,12,3,0
,Het Hogeland,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Gemeentehuis Winsum,1966::SB32,9951 AC,786,452,1,1,0,0,0,403,50,0,1,0,0,0,453,10,70,92,23,32,70,22,15,58,22,9,22,7,0
,Het Hogeland,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Winkheem Winsum,1966::SB33,9951 BG,835,479,3,0,0,0,0,437,45,0,0,0,0,0,482,25,100,106,13,33,63,14,30,38,9,9,27,12,0
,Het Hogeland,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Terra Winsum,1966::SB34,9951 TD,1140,752,2,2,0,0,0,694,62,0,0,0,0,0,756,33,144,110,33,57,122,20,47,86,16,24,49,10,1
,Het Hogeland,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Agricola Baflo,1966::SB35,9953 PH,937,674,2,0,0,0,0,617,59,0,0,0,0,0,676,64,72,90,27,59,83,20,65,63,19,29,75,8,0
,Het Hogeland,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau CSG Winsum,1966::SB36,9951 HX,996,691,3,2,0,0,0,634,62,0,0,0,0,0,696,40,128,68,27,39,121,21,46,77,23,30,60,11,0
,Het Hogeland,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau De Hoogte Winsum,1966::SB37,9951 EP,931,732,2,1,0,1,0,660,74,0,1,0,0,0,734,40,226,69,25,39,77,37,43,68,19,23,56,10,0
,Het Hogeland,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Ripperdahal Winsum,1966::SB38,9951 JH,997,564,0,0,0,0,0,513,52,1,0,1,0,0,565,39,124,46,35,35,72,21,32,80,18,14,41,6,1
,Het Hogeland,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Op Streek Den Andel,1966::SB39,9956 PN,412,270,2,1,0,0,0,253,20,0,0,0,0,0,273,20,41,17,5,17,15,12,15,46,35,16,25,6,0
,Het Hogeland,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Viskenij Baflo,1966::SB40,9953 PW,788,393,2,0,0,0,0,372,23,0,0,0,0,0,395,34,36,56,11,17,56,19,38,34,8,29,41,14,0
,Het Hogeland,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Ubbegaheem Sauwerd,1966::SB41,9771 BB,957,688,4,1,0,0,0,641,52,0,0,0,0,0,693,32,53,89,40,27,158,25,37,109,40,30,36,12,0
,Het Hogeland,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Artharpe Adorp,1966::SB42,9774 PH,522,380,0,0,0,0,0,345,35,0,0,0,0,0,380,14,96,37,17,37,12,14,19,66,22,16,26,4,0
