contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,Staatkundig Gereformeerde Partij (SGP),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),ChristenUnie,Partij voor Zeeland (PVZ),GROENLINKS,50PLUS,DENK,Partij voor de Dieren,Forum voor Democratie
,Vlissingen,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Adventkerk,0718::SB14,4386 AL,1220,759,1,2,0,5,0,683,74,0,5,0,0,0,757,88,83,73,43,41,60,46,54,50,63,51,1,29,77
,Vlissingen,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Lokaal Het Kroonjuweel,0718::SB15,4388 MD,1700,809,0,5,0,0,0,743,71,0,0,0,0,0,814,107,77,37,45,44,94,26,47,62,62,59,8,27,114
,Vlissingen,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Zorgcentrum De Zoute Viever,0718::SB16,4388 VJ,1680,679,2,1,0,0,0,628,54,0,0,0,0,0,682,76,42,20,61,35,61,31,41,59,45,66,12,36,94
,Vlissingen,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Activiteitencentrum De Kwikstaart,0718::SB17,4388 KK,1228,689,1,1,0,0,0,635,56,0,0,0,0,0,691,89,36,29,57,50,83,23,28,45,50,68,5,35,91
,Vlissingen,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Lokaal school De Tweemaster,0718::SB18,4388 CH,1591,653,0,1,0,5,0,604,55,0,0,5,0,0,659,73,48,25,53,54,68,25,15,65,43,63,0,28,93
,Vlissingen,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Lokaal wijkgebouw De Zwaan,0718::SB19,4388 HJ,1743,847,3,3,0,0,0,782,71,0,0,0,0,0,853,96,58,18,71,68,79,35,40,71,73,64,1,54,119
,Vlissingen,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Lokaal Protestantse Kerk,0718::SB20,4389 TN,420,300,0,0,0,0,0,281,19,0,0,0,0,0,300,50,22,33,14,18,16,6,17,24,27,14,0,14,45
,Vlissingen,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Bioscoop CineCity,0718::SB21,4381 LZ,1664,1028,4,5,0,0,3,945,89,0,0,0,0,0,1037,122,165,15,44,66,94,89,21,44,53,119,1,35,160
,Vlissingen,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Lokaal basisschool De Omnibus,0718::SB24,4385 HT,1148,428,1,1,0,0,0,390,40,0,0,0,0,0,430,40,31,8,34,52,43,10,25,23,23,43,5,23,68
,Vlissingen,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,"Stembureau V.C.B. ""Lammerenburg""/Blauwe Zaal",0718::SB25,4386 ND,1368,570,0,0,0,0,0,504,66,0,0,0,0,0,570,46,80,16,23,24,68,54,21,16,42,56,3,26,95
,Vlissingen,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Lokaal Wijkcentrum Het Palet,0718::SB26,4382 TD,1579,573,2,2,0,0,1,524,52,0,0,0,0,0,577,34,18,8,68,72,53,12,14,33,43,53,46,36,83
,Vlissingen,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Lokaal wijkcentrum De Burgerij,0718::SB27,4384 HA,2362,1366,13,6,0,0,0,1246,139,0,0,0,0,0,1385,162,202,36,61,62,152,85,37,86,103,130,5,60,185
,Vlissingen,PS2019_Zeeland,Provinciale Staten Zeeland 2019,,Zeeland,2019-03-20,Stembureau Mobiel Stembureau,0718::SB28,4382 MA,0,131,0,1,0,0,0,124,8,0,0,0,0,0,132,21,8,2,6,3,23,7,8,7,11,7,2,12,14
