contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),ChristenUnie,GROENLINKS,50PLUS,Sterk Lokaal,Forum voor Democratie,Partij voor de Dieren,Onafhankelijke Partij Drenthe,DENK,Staatkundig Gereformeerde Partij (SGP),Senioren Belang
,De Wolden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Sporthal De Marse,1690::SB11,7963 BZ,1308,755,2,2,0,0,0,710,49,0,0,0,0,0,759,216,105,45,36,37,26,18,49,28,45,115,24,9,0,0,2
,De Wolden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Dorpshuis Bastogne,1690::SB12,7964 KK,502,353,0,0,0,0,0,327,26,0,0,0,0,0,353,84,36,38,12,10,26,6,47,3,17,27,27,13,1,3,3
,De Wolden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Dorpshuis De Schakel,1690::SB13,7958 SB,1538,1003,4,2,0,0,0,913,96,0,0,0,0,0,1009,154,104,258,38,35,39,53,78,13,50,121,37,13,1,6,3
,De Wolden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Welzijncentrum Havezate,1690::SB14,7957 AC,1193,876,2,2,0,0,0,806,74,0,0,0,0,0,880,192,115,40,56,56,54,24,72,43,40,116,37,15,1,10,5
,De Wolden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Zorgcentrum Dunninghe,1690::SB15,7957 EA,1251,691,1,1,0,2,0,640,51,0,2,0,0,0,691,187,91,50,25,31,57,22,44,37,40,72,17,3,0,9,6
,De Wolden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Dorpshuis D'Olde Karke,1690::SB16,7932 PP,311,251,0,0,0,3,0,231,17,0,3,0,0,0,248,48,11,20,5,11,6,23,18,11,32,51,7,4,0,3,1
,De Wolden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Dorpshuis De Alke,1690::SB17,7927 TC,1304,777,3,1,0,0,0,716,65,0,0,0,0,0,781,62,38,229,48,45,13,62,15,20,57,139,16,9,0,20,4
,De Wolden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Zorgcentrum 't Vonder,1690::SB18,7961 AV,1256,697,4,1,0,1,0,655,48,0,0,1,0,0,703,166,113,130,26,27,38,27,34,6,36,68,12,8,2,3,1
,De Wolden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Dorpshuis de Veldhoek,1690::SB19,7958 RC,515,311,1,1,0,0,0,290,23,0,0,0,0,0,313,38,30,31,14,20,13,18,44,4,19,54,19,6,0,0,1
,De Wolden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau De Ontmoetingskerk,1690::SB20,7921 AH,1228,670,1,0,0,0,0,607,64,0,0,0,0,0,671,110,43,130,20,24,33,71,43,15,65,84,19,6,1,4,2
