contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),ChristenUnie,50PLUS,GROENLINKS,Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),JEZUS LEEFT,DENK,Respect!,Forum voor Democratie,OPA
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School Driestromenland,0995::SB15,8226 KA,2066,1032,4,4,0,0,0,936,104,0,0,0,0,0,1040,96,124,29,75,36,95,52,48,97,112,10,3,46,11,180,18
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Apollo Hotel Lelystad,0995::SB16,8224 BZ,1308,467,3,5,0,0,0,437,37,0,0,0,0,0,474,62,45,13,37,19,59,17,23,51,25,0,3,9,4,93,7
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Kerkcentrum Het Anker,0995::SB17,8231 BH,1558,1031,1,3,0,1,0,943,92,0,0,1,0,0,1035,139,70,92,74,68,134,81,47,76,39,11,2,4,5,180,9
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Boeier,0995::SB18,8242 VS,1305,993,2,0,0,0,0,895,100,0,0,0,0,0,995,191,62,64,46,62,137,49,50,96,40,5,2,3,4,167,15
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau KBS De Toermalijn Noord,0995::SB19,8242 GN,2112,629,3,1,0,1,0,581,51,0,0,1,0,0,632,57,91,28,32,15,66,36,30,52,20,1,2,11,11,160,17
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Albatros,0995::SB20,8242 AL,2259,995,3,2,0,0,0,875,124,0,0,0,0,0,999,243,95,51,51,41,81,30,56,55,31,7,0,9,9,225,11
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Dans- en Partycentrum Overeem,0995::SB21,8242 BA,1790,886,5,8,1,0,0,807,93,0,0,1,0,0,900,77,114,40,91,41,83,24,62,55,41,5,1,39,6,177,30
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Kindcentrum Warande,0995::SB22,8245 HW,1437,834,0,1,0,0,0,736,99,0,2,0,2,0,835,215,38,50,29,46,78,34,25,76,39,7,1,16,3,168,9
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Woonzorgcentrum Hanzeborg,0995::SB23,8232 DC,2303,1296,6,9,0,0,0,1187,124,0,0,0,0,0,1311,127,157,65,108,65,163,68,71,102,56,3,2,39,7,219,44
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Kerkcentrum 't Lichtschip,0995::SB24,8243 BW,1678,946,3,3,0,0,0,870,82,0,0,0,0,0,952,88,103,50,63,30,101,60,56,91,52,6,4,7,6,205,24
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Toermalijn,0995::SB25,8243 LR,1594,789,0,5,0,0,0,709,85,0,0,0,0,0,794,68,124,22,59,39,116,43,42,59,47,6,0,1,7,138,18
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Kercentrum Petruskerk,0995::SB26,8243 KA,1460,752,1,3,0,2,0,691,64,0,2,0,0,0,755,92,115,32,58,24,73,25,42,41,27,8,1,25,2,170,17
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Tjalk,0995::SB27,8232 LT,1515,720,2,2,0,0,0,650,74,0,0,0,0,0,724,61,106,36,57,26,56,54,52,49,29,4,1,7,4,168,10
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Triangel,0995::SB28,8243 KW,1632,769,2,2,0,0,0,692,81,0,0,0,0,0,773,88,104,36,71,25,95,44,44,34,32,6,4,1,11,166,8
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Buurtcentrum De Windhoek,0995::SB29,8244 BJ,1269,690,2,3,0,0,0,637,58,0,0,0,0,0,695,54,99,25,64,24,71,28,29,47,29,3,1,7,10,196,3
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Tennispartk I.T.L.,0995::SB30,8243 MX,732,452,0,1,0,0,0,400,53,0,0,0,0,0,453,82,41,34,16,27,51,29,16,23,15,4,1,4,8,97,4
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Tjotter,0995::SB31,8245 ER,2082,1284,5,0,0,0,0,1153,136,0,0,0,0,0,1289,279,89,94,49,61,164,74,49,77,40,10,4,14,11,246,23
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Aeres VMBO Lelystad,0995::SB32,8232 MB,1174,673,2,3,0,0,0,614,63,0,0,0,0,0,677,125,53,38,43,25,58,38,38,51,23,7,0,3,5,147,19
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Lispeltuut,0995::SB33,8226 TA,1863,909,0,9,0,0,0,814,106,0,0,0,0,0,920,160,72,46,48,38,89,57,32,69,41,7,0,10,15,212,13
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Stadhuis Lelystad,0995::SB34,8232 ZX,813,896,5,6,0,0,0,836,71,0,0,0,0,0,907,100,88,26,82,48,130,43,40,58,68,11,2,17,4,163,16
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Kerkcentrum Lichtbron,0995::SB35,8226 TA,1274,1102,2,6,0,0,1,982,126,0,0,0,0,0,1109,210,111,78,45,61,92,109,53,68,28,14,2,13,8,197,13
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Meander,0995::SB36,8219 AT,1464,671,1,0,0,0,0,581,91,0,0,0,0,0,672,199,37,53,18,47,54,42,18,39,38,9,0,4,5,106,2
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau School De Sluis,0995::SB37,8244 AE,1319,312,0,1,0,0,0,311,2,0,0,0,0,0,313,58,45,7,29,19,37,11,14,13,4,1,1,5,2,61,5
,Lelystad,PS2019_Flevoland,Provinciale Staten Flevoland 2019,,Flevoland,2019-03-20,Stembureau Gemaal Wortman,0995::SB38,8243 PA,0,874,1,2,0,0,2,800,75,0,0,0,0,0,877,148,49,59,46,55,122,65,56,61,47,5,1,5,7,134,14
