contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),GROENLINKS,ChristenUnie,Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),50PLUS,DENK,U26 GEMEENTEN,Forum voor Democratie
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,"Stembureau De Shelter Scouting, naast ambulancepost",1904::SB11,3608 BW,1302,777,0,1,0,1,0,719,58,0,1,0,0,0,777,121,61,89,51,58,37,91,31,32,6,50,3,11,136
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Wereldkidz Tweesprong  Fazantenkamp,1904::SB12,3607 CH,1684,1023,2,1,0,0,0,929,97,0,0,0,0,0,1026,193,73,70,88,86,40,133,49,37,8,44,7,9,186
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau WereldKidz Tweesprong Duivenkamp,1904::SB13,3607 BL,1651,784,0,1,0,0,0,702,83,0,0,0,0,0,785,76,32,49,92,88,48,99,29,20,6,49,21,7,168
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau RK Verrijzenisgemeenschap,1904::SB14,3607 JK,1712,963,2,4,0,0,0,894,75,0,0,0,0,0,969,150,58,93,88,68,51,128,40,45,5,51,2,11,173
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau De Werkspecht,1904::SB15,3607 KN,1237,691,6,4,0,1,0,638,64,0,0,1,0,0,702,89,43,37,60,89,36,74,32,25,4,35,13,10,144
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau De Valkenier,1904::SB16,3607 MJ,1583,881,7,3,0,0,0,801,90,0,0,0,0,0,891,162,53,71,77,69,26,106,27,17,7,46,3,3,214
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,"Stembureau KBS Franciscus, gymzaal naast 't Schuurtje",1904::SB17,3607 NZ,1783,892,6,1,0,1,0,800,100,0,0,1,0,0,900,147,47,57,67,99,49,92,39,36,3,46,18,4,188
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Willem van Hoornhof,1904::SB18,3605 GP,1566,642,2,4,0,0,0,578,70,0,0,0,0,0,648,79,29,33,60,102,33,62,28,31,5,32,12,4,132
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Basisschool De Kameleon,1904::SB19,3605 ED,1417,588,1,2,0,0,0,531,60,0,0,0,0,0,591,62,26,39,57,76,36,58,23,23,7,39,12,10,120
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Zwembad Safari,1904::SB20,3605 JM,2020,1109,4,6,0,2,0,1027,94,0,0,2,0,0,1121,167,69,78,122,118,65,127,39,51,1,56,15,15,186
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Basisschool Het Kompas,1904::SB21,3602 ZK,1204,831,2,4,0,1,1,754,83,0,0,1,0,0,838,176,75,108,71,46,16,127,36,13,5,29,0,11,118
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Gemeentelijke Sporthal,1904::SB22,3621 LN,1787,1127,0,0,0,1,0,1025,103,0,0,1,0,0,1128,287,121,100,86,50,32,122,48,30,15,41,0,8,187
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Gemeentehuis Boom en Bosch,1904::SB23,3621 AB,1864,1078,1,2,0,2,0,943,140,0,0,2,0,0,1083,284,85,115,64,59,18,111,46,29,27,35,0,3,202
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Woonzorgcentrum De Aa / Driestroom,1904::SB24,3621 VV,1592,794,5,7,0,0,0,746,60,0,0,0,0,0,806,103,41,117,72,57,48,71,43,25,8,67,6,5,131
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau OBS De Regenboog,1904::SB25,3621 WS,872,652,1,1,0,1,2,588,65,0,0,1,0,0,655,137,76,75,49,22,15,90,42,21,18,31,0,3,73
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Wijkcentrum Over-Noord,1904::SB26,3621 HH,1842,1352,0,3,0,1,1,1224,129,0,1,0,0,0,1354,288,96,141,108,75,52,174,69,46,31,70,3,7,192
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Dorpshuis Ons Genoegen,1904::SB27,3626 AV,670,505,4,3,0,1,0,436,75,0,1,0,0,0,511,44,19,90,6,18,3,28,101,3,145,10,1,0,37
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Brandweerkazerne,1904::SB28,3628 AZ,1231,894,2,0,0,0,0,775,122,1,0,1,0,0,897,103,50,268,38,29,14,57,94,23,103,20,2,4,89
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Zorgcentrum Overdorp,1904::SB29,3628 BX,1390,934,3,4,0,1,0,859,81,0,1,0,0,0,940,95,39,257,25,44,42,75,114,29,91,26,2,5,90
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Wooncomplex 't Nieuwe Kampje,1904::SB31,3632 BK,1943,1228,3,5,0,0,1,1092,143,0,0,0,0,0,1236,385,146,175,71,34,14,94,54,36,25,59,0,6,129
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Dorpshuis Nigtevecht,1904::SB32,1393 NV,1196,768,0,3,0,1,0,690,82,0,0,1,0,0,772,156,80,94,44,35,21,80,30,39,16,75,1,0,97
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Dorpshuis Vreeland,1904::SB33,3633 CT,1427,993,1,2,0,0,1,887,108,0,0,0,0,0,996,238,95,134,64,28,12,117,27,41,32,84,1,3,117
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Montessorischool Loenersloot,1904::SB34,3634 AS,408,308,1,0,0,0,0,275,34,0,0,0,0,0,309,45,33,31,24,12,8,29,18,22,8,23,0,1,54
,Stichtse Vecht,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Cultureel Centrum 't Web,1904::SB35,3632 ET,1675,1155,1,1,0,0,0,1054,102,1,1,0,0,0,1156,211,68,128,87,69,50,110,53,33,23,117,10,3,193
