contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,50PLUS,Partij voor de Dieren,Forum voor Democratie,DENK
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Woonzorgcentrum De Havezate,0193::SB17,8031 MK,1595,638,5,4,0,0,1,597,48,0,1,0,1,0,646,56,63,46,71,36,51,94,11,64,33,38,44,31
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Gymnasium Celeanum,0193::SB18,8032 EM,1690,601,0,2,0,1,0,564,40,0,0,1,0,0,604,47,62,37,82,57,32,72,10,94,27,28,44,9
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau De Hoeksteen,0193::SB19,8032 PB,1431,1038,2,7,0,3,0,969,81,0,0,3,0,0,1050,96,119,64,143,61,45,129,13,164,47,36,107,14
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau School De Werkschuit,0193::SB20,8032 TK,1540,1130,4,1,0,0,3,1039,95,2,0,2,0,0,1137,96,129,77,128,96,59,121,19,185,32,64,109,15
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau School De Wieden,0193::SB21,8033 CS,1373,982,4,2,0,1,0,908,81,0,0,1,0,0,989,77,80,73,110,66,44,133,9,225,32,60,66,7
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Sionskerk,0193::SB22,8033 BA,1229,702,1,0,0,0,0,633,71,0,0,0,0,0,704,64,57,61,85,50,31,80,8,124,28,37,71,6
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Woonzorgcentrum Rivierenhof,0193::SB23,8032 HX,1394,992,9,0,0,2,0,941,58,0,2,0,0,0,999,95,106,78,133,73,52,79,5,194,30,57,84,6
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau School Het Stroomdal,0193::SB24,8032 CG,1736,867,2,1,0,0,0,806,64,0,0,0,0,0,870,55,87,81,111,48,82,92,12,85,34,39,120,21
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Dienstencentrum De Terp,0193::SB25,8022 BG,1318,788,10,6,0,0,1,762,40,0,1,0,1,0,803,62,86,69,88,57,32,117,16,102,19,43,83,14
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Geb. Muz. Ver. De Bazuin,0193::SB26,8022 RK,1320,581,3,3,0,0,0,558,29,0,0,0,0,0,587,26,48,53,67,48,31,81,16,104,15,37,50,5
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau School De Oosterenk,0193::SB27,8023 DJ,1259,1088,4,3,0,4,1,988,110,0,0,4,0,0,1099,100,205,38,108,156,18,105,4,242,8,50,51,3
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Wijkcentrum Bestevaer,0193::SB28,8023 TP,1213,742,7,3,0,0,0,685,68,1,0,1,0,0,753,29,73,49,70,59,42,98,12,162,12,50,72,14
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Sportservice Zwolle,0193::SB29,8023 BL,1133,823,4,3,0,0,0,784,46,0,0,0,0,0,830,64,159,33,92,112,24,79,2,144,13,32,69,0
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Sportcampus De Pelikaan,0193::SB30,8034 PK,1024,689,0,1,0,1,0,592,100,1,0,2,0,0,692,98,140,12,35,49,23,96,58,71,7,25,75,0
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Woonzorgcentrum Berkumstede,0193::SB31,8024 CS,1566,1089,7,2,0,2,0,1012,88,0,0,2,0,0,1100,194,142,47,82,65,32,184,19,141,39,41,103,0
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Wijkcentrum De Weijenbelt,0193::SB32,8024 BZ,1660,1281,0,0,0,3,0,1170,114,0,0,3,0,0,1284,194,214,56,113,67,47,185,20,173,49,43,119,1
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Kulturhus Wijthmen,0193::SB33,8026 PS,949,536,2,1,0,0,2,480,57,0,0,0,0,0,539,180,70,29,24,27,25,46,14,43,17,9,52,0
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Woonzorgcentrum Westenhage,0193::SB34,8042 AD,1894,948,4,0,0,0,0,875,77,0,0,0,0,0,952,114,101,46,89,46,61,171,31,103,37,44,97,8
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Stembureau vrije school ""Ridder Jorisschool""",0193::SB35,8042 HM,1497,1017,4,2,0,0,0,943,81,0,0,1,0,0,1024,126,96,92,92,64,58,148,18,145,37,47,92,2
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau School De Schatkamer,0193::SB36,8043 VL,1843,1005,0,3,0,0,2,893,112,0,1,0,1,0,1007,80,167,40,83,97,45,123,11,183,8,30,129,9
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Wijkcentrum S.I.O.,0193::SB37,8014 AZ,1677,1331,3,3,0,0,0,1221,117,0,0,1,0,0,1338,124,152,98,120,103,60,213,31,192,48,51,129,10
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau School De Wingerd,0193::SB38,8014 GM,1693,1083,1,1,0,1,0,982,102,0,1,0,0,0,1084,106,112,70,119,79,54,168,15,189,24,51,95,1
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Gymzaal De Marshof,0193::SB39,8014 LA,1237,748,1,4,0,1,0,683,71,0,0,1,0,0,754,66,92,53,62,47,28,125,5,121,24,36,78,11
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Gymzaal in de Marshof,0193::SB40,8014 LA,1329,760,1,2,0,1,0,668,94,0,1,0,0,0,762,61,84,49,88,61,22,127,5,137,15,40,70,1
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Dorpshuis De Molenkamp,0193::SB41,8015 PM,518,367,0,0,0,0,0,367,0,0,0,0,0,0,367,59,55,30,18,24,13,58,1,33,10,23,41,2
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau School IJsselhof,0193::SB42,8014 BK,1542,911,3,1,0,2,0,872,45,0,0,2,0,0,917,73,108,77,64,72,62,142,17,145,25,19,101,6
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Windesheim Hogeschool,0193::SB43,8017 CA,1396,954,3,0,5,0,0,887,75,0,0,5,0,0,962,93,108,36,110,129,20,124,6,198,7,45,73,5
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau School De Ark,0193::SB44,8016 AX,1599,1141,1,2,0,1,0,1050,93,0,1,0,0,0,1143,79,159,77,135,105,65,168,6,162,36,28,115,6
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Koningskerk,0193::SB45,8016 ET,1463,831,1,1,0,0,0,766,67,0,0,0,0,0,833,79,89,61,89,60,38,133,22,110,30,27,91,2
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau School De Ichthus,0193::SB46,8017 AZ,1727,1171,0,1,0,1,0,1070,101,0,1,0,0,0,1171,151,184,54,130,96,41,169,12,154,29,43,107,1
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Woonzorgcentrum De Kievitsbloem,0193::SB47,8014 XP,1656,1035,4,1,0,2,0,968,74,0,0,2,0,0,1042,105,102,91,120,57,79,115,19,122,48,63,110,4
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau IJsselheem locatie Werkeren,0193::SB48,8043 LK,1790,1049,1,6,0,0,0,952,104,0,0,0,0,0,1056,78,134,89,116,82,61,138,10,175,34,30,96,6
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau School De Krullevaar,0193::SB49,8043 EA,1557,712,2,3,0,0,0,654,63,0,0,0,0,0,717,50,83,56,72,43,40,95,17,119,19,21,71,26
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Ontmoetingsruimte BVI,0193::SB50,8015 BX,1704,831,1,3,0,0,0,772,63,0,0,0,0,0,835,80,111,36,88,57,48,143,7,114,35,38,74,0
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau School De Phoenix,0193::SB51,8017 PA,1553,1094,0,5,0,1,0,998,100,0,1,0,0,0,1098,126,148,80,117,102,45,111,15,187,40,42,80,1
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau IJsselbolder,0193::SB52,8016 BE,1439,905,2,1,0,0,0,828,81,0,0,2,0,0,909,103,128,66,87,72,43,114,4,153,26,32,76,1
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Al Amana basisschool,0193::SB53,8043 EA,1657,1012,5,2,0,0,0,916,103,0,0,0,0,0,1019,66,138,53,109,87,36,157,7,138,41,47,106,27
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau ArtEZ Conservatorium,0193::SB54,8011 VD,1667,856,2,1,0,0,0,808,51,0,0,0,0,0,859,62,142,38,98,105,12,60,4,180,13,61,77,4
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Stadskantoor,0193::SB55,8017 JZ,963,966,4,1,0,0,0,900,71,0,0,0,0,0,971,75,130,59,104,115,30,88,9,182,30,62,76,6
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Woonzorgcentrum Het Zonnehuis,0193::SB56,8043 WB,1767,1052,1,0,0,0,0,914,139,0,0,0,0,0,1053,83,183,46,96,74,52,176,24,166,14,40,93,5
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau School Hilal,0193::SB57,8031 VA,1392,384,0,5,0,0,0,358,31,0,0,0,0,0,389,17,24,52,24,20,32,67,3,48,5,18,48,26
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Geb. IJsvereniging WVF,0193::SB58,8042 GC,1484,789,0,1,0,1,0,719,70,0,1,0,0,0,789,100,87,42,83,42,33,156,14,111,22,23,76,0
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Gymzaal van Het Mozaïek,0193::SB59,8012 XG,1358,871,0,0,0,0,0,812,59,0,0,0,0,0,871,40,91,61,118,82,34,112,6,191,17,59,55,5
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Milligers,0193::SB60,8043 ND,1343,817,2,0,0,0,0,741,78,0,0,0,0,0,819,71,119,37,79,61,40,103,17,101,39,28,111,11
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau School De Octopus,0193::SB61,8016 GB,1363,960,1,4,0,0,0,875,90,0,0,0,0,0,965,69,121,58,96,97,46,152,8,164,34,46,65,4
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau School Talentum,0193::SB62,8014 BK,1191,791,3,1,0,0,0,713,82,0,0,0,0,0,795,66,113,38,80,66,40,119,9,119,21,39,80,1
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Wijkcentrum De Vlasakkers,0193::SB63,8022 PZ,1236,513,4,3,0,0,0,496,29,0,0,5,0,0,525,28,53,37,50,35,61,57,6,79,11,28,61,7
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Recreatiezaal Parkzicht,0193::SB64,8023 XT,1206,660,0,1,0,5,0,622,44,0,0,5,0,0,666,59,104,33,71,45,43,78,10,90,24,33,62,8
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Cultuurhuis Stadshagen,0193::SB65,8043 LT ,1602,1197,3,1,0,0,2,1055,144,0,0,0,0,0,1201,93,179,64,107,117,42,188,14,207,14,50,102,20
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Sportpark De Verbinding,0193::SB66,8044 PG,1818,810,0,2,0,2,2,718,94,0,0,2,0,0,814,83,143,31,44,81,31,128,15,106,6,29,103,10
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau NS Station,0193::SB67,8011 CW,0,544,3,0,0,1,3,521,22,0,1,0,0,0,546,24,63,22,47,72,5,65,7,158,3,30,39,9
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Mobiel Stembureau,0193::SB68,8017 JZ,0,145,0,0,0,0,1,132,12,0,0,0,0,0,145,22,33,6,19,6,8,17,2,9,7,8,8,0
,Zwolle,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Deltion College,0193::SB69,8031 AB,0,165,0,0,0,0,1,149,15,0,0,0,0,0,165,10,21,17,12,24,6,5,0,41,2,11,14,2
