contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),CDA,Democraten 66 (D66),VVD,ChristenUnie,PVV (Partij voor de Vrijheid),Groninger Belang,GROENLINKS,Partij voor de Dieren,Partij voor het Noorden,Forum voor Democratie,50PLUS,DENK
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau CSG Wessel Gansfort,0014::SB47,9731 BW,1407,765,1,0,0,1,0,690,77,0,0,1,0,0,767,71,125,37,69,28,66,13,27,178,42,21,62,25,1
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Buurtcentrum Hunzeborgh,0014::SB48,9731 EB,1536,844,2,1,0,0,0,763,84,0,0,0,0,0,847,66,139,28,76,73,52,8,28,214,48,26,67,18,1
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Christelijk Centrum Groningen,0014::SB50,9716 CG,1451,592,4,1,0,0,0,575,22,0,0,0,0,0,597,45,74,24,81,50,35,20,8,130,44,15,55,4,7
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau BSV De Hoogte,0014::SB51,9716 GZ,1650,575,3,0,0,0,0,538,40,0,0,0,0,0,578,94,62,11,44,31,25,51,8,120,48,14,51,7,9
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Dependance Nassauschool,0014::SB60,9717 ED,1483,917,2,0,0,1,0,854,66,0,0,1,0,0,920,55,160,28,116,58,42,21,27,272,66,25,36,10,1
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Buurtcentrum Oranjewijk,0014::SB61,9717 BK,1654,916,4,3,0,0,0,859,64,0,0,0,0,0,923,75,117,39,108,74,48,14,21,257,98,13,45,7,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Centrum De Poort,0014::SB62,9717 JW,2123,1070,6,1,0,0,0,1008,69,0,0,0,0,0,1077,72,141,34,136,76,49,30,16,317,113,21,50,10,5
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Buurtpand Op Mars,0014::SB71,9718 HN,1679,756,2,2,0,2,0,718,44,0,0,2,0,0,762,22,87,41,128,120,40,10,19,195,27,8,56,3,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Noorderpoortcollege,0014::SB72,9718 JB,1203,880,2,2,0,0,1,848,35,0,0,0,0,0,884,52,124,28,165,126,31,13,17,193,55,12,47,12,5
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Centrum De Poort,0014::SB74,9718 NB,1342,566,5,2,0,1,0,542,32,0,0,1,0,0,574,36,88,24,91,44,26,5,13,166,32,7,24,10,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau University College Groningen,0014::SB76,9718 BG,1777,927,1,1,0,0,0,897,32,0,0,0,0,0,929,36,101,40,158,113,56,11,17,249,51,23,69,3,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Columnakerk,0014::SB80,9718 TJ,918,531,1,2,0,0,0,511,23,0,0,0,0,0,534,36,70,19,59,38,39,16,14,131,41,27,34,7,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau BSO Schildersbuurt,0014::SB81,9718 RZ,898,506,0,0,0,0,0,478,28,0,0,0,0,0,506,52,73,15,41,30,25,13,15,150,34,18,35,4,1
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau San Salvatorkerk,0014::SB100,9721 EA,1100,889,0,0,0,0,0,831,58,0,0,0,0,0,889,50,125,51,118,83,60,30,42,174,62,24,59,9,2
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Noorderpoort,0014::SB101,9721 HE,1017,299,0,0,0,0,0,287,12,0,0,0,0,0,299,22,41,11,31,25,18,17,14,51,25,7,26,7,4
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Vondelflat,0014::SB102,9721 LC,824,515,1,1,0,0,0,490,27,0,0,0,0,0,517,30,71,49,45,35,52,19,22,84,23,20,55,8,2
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau MFC De Wijert / Helpman,0014::SB103,9721 JM,833,463,1,0,0,0,0,442,22,0,0,0,0,0,464,57,55,28,32,44,30,20,25,95,24,14,28,8,3
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau De Bolster,0014::SB105,9721 NH,1278,549,3,1,0,0,0,517,36,0,0,0,0,0,553,47,79,29,42,42,47,23,19,101,42,14,49,12,3
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau CBS De Tamarisk,0014::SB106,9721 SW,1290,688,3,0,0,0,0,628,63,0,0,0,0,0,691,32,93,45,120,145,45,7,18,95,28,21,33,1,5
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau ZINN locatie Zuiderflat,0014::SB107,9721 VP,1080,738,2,2,0,0,0,680,62,0,0,0,0,0,742,51,101,73,64,115,77,13,31,77,26,22,63,23,2
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Brederoschool,0014::SB108,9721 XA,1092,832,1,0,0,0,0,762,70,0,1,0,1,0,832,39,155,38,132,115,50,9,28,150,37,19,52,8,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau OBS Joseph Haydn,0014::SB110,9722 CL,1215,1121,4,2,0,0,0,1012,115,0,0,0,0,0,1127,53,155,66,188,128,49,17,33,276,60,34,46,15,1
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau BSV Helpman Oost,0014::SB111,9722 BX,1198,604,0,1,0,0,0,566,39,0,0,0,0,0,605,34,69,36,80,59,35,11,27,152,31,18,49,3,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau ZINN locatie De Brink,0014::SB112,9722 EK,1209,643,2,3,0,1,0,597,52,0,0,1,0,0,649,24,84,61,60,83,55,13,28,129,25,15,50,14,2
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Helperkerk,0014::SB114,9722 GP,1144,644,1,2,0,0,0,617,30,0,0,0,0,0,647,52,68,22,75,62,39,5,12,172,92,13,28,4,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau CVV Oranje Nassau,0014::SB115,9722 BZ,1322,743,0,1,0,0,0,665,79,0,0,0,0,0,744,35,109,59,99,151,38,11,17,123,36,16,44,4,1
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau MFC Engelbert,0014::SB120,9723 ER,785,478,1,0,0,1,0,439,41,0,0,1,0,0,480,46,48,20,22,55,21,27,35,88,21,21,52,22,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Buurtcentrum Poortershoes,0014::SB130,9724 CA,1376,1167,5,0,0,0,0,1119,53,0,0,0,0,0,1172,87,139,30,131,92,58,25,40,323,115,28,85,12,2
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Prins Claus Conservatorium,0014::SB131,9724 EM,1390,1115,1,2,0,1,0,1028,89,0,1,0,0,0,1117,61,167,39,140,121,53,30,29,267,62,35,91,17,3
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Hitachi Capital Mobility Stadion,0014::SB133,9723 ZS,1756,708,2,0,0,0,0,673,37,0,0,0,0,0,710,37,95,35,98,80,39,23,35,125,37,27,54,20,3
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Centrum Beeldende Kunst Groningen,0014::SB134,9724 DA,1326,442,0,0,0,0,0,425,17,0,0,0,0,0,442,29,47,11,44,48,18,9,16,132,49,7,30,2,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Bekenkampschool,0014::SB140,9724 EJ,2493,896,3,1,0,0,0,838,62,0,0,0,0,0,900,36,118,38,120,105,36,14,24,269,61,17,48,7,3
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau MFC De Stroming,0014::SB142,9725 KE,1797,1320,1,2,0,1,0,1251,73,0,0,1,0,0,1324,101,161,81,157,98,88,29,46,311,94,36,94,23,1
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau De Puddingfabriek,0014::SB143,9725 BG,2025,893,3,2,0,0,1,838,59,0,0,0,0,0,898,53,105,43,118,65,47,13,27,234,87,29,62,8,2
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau CSG Augustinus,0014::SB151,9726 GP,1614,667,2,2,0,1,0,645,27,0,0,1,0,0,672,36,74,46,91,60,168,7,15,43,54,11,56,6,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Buurtcentrum Badstratenbuurt,0014::SB152,9726 BS,1444,845,3,1,0,0,0,821,28,0,0,0,0,0,849,48,111,25,134,92,45,13,25,200,63,19,56,11,3
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,"Stembureau O.D.S. De Starter, locatie Parkweg",0014::SB161,9727 HW,1717,947,1,2,0,1,0,888,63,0,0,1,0,0,951,54,100,50,137,98,52,36,28,213,68,31,73,7,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Willem Lodewijk Gymnasium,0014::SB162,9727 CK,1092,593,3,0,0,0,0,569,27,0,0,0,0,0,596,26,80,30,83,56,46,9,18,141,39,15,37,10,3
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Woonzorgcentrum Heymanscentrum,0014::SB171,9728 HD,985,409,1,3,0,1,0,401,13,0,0,1,0,0,414,40,56,26,22,34,46,27,16,60,25,14,28,11,4
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Magnalia Dei Kerk,0014::SB172,9728 KM,1528,820,4,3,0,0,0,784,43,0,0,0,0,0,827,63,82,56,83,69,105,35,39,132,52,38,47,16,3
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau BSV Corpus den Hoorn,0014::SB174,9728 NN,1448,544,0,1,0,0,0,504,41,0,0,0,0,0,545,63,87,21,45,47,33,20,19,83,40,23,45,10,8
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Woon- en zorgcomplex Maartenshof,0014::SB180,9728 PG,1523,895,1,1,0,0,0,833,64,0,0,0,0,0,897,70,138,51,84,86,52,46,33,141,49,34,81,30,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Willem Drees-flat,0014::SB181,9728 SW,1464,848,3,3,0,2,0,801,55,0,0,2,0,0,856,84,122,44,68,78,45,40,24,160,63,30,70,20,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Boerhaaveschool/Tijdelijke kantoorunit,0014::SB183,9728 NH,980,1253,1,1,1,0,0,1114,142,0,0,1,0,0,1256,41,206,65,159,199,79,26,34,236,62,44,85,14,3
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau De Schakel,0014::SB201,9731 AA,1671,1407,1,2,0,1,0,1280,129,0,1,0,0,0,1409,125,215,60,123,113,60,62,87,212,85,69,152,44,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Topsport Talentschool,0014::SB202,9731 BX,1648,596,3,1,0,0,0,536,64,0,0,0,0,0,600,62,94,19,51,28,38,27,28,86,33,22,76,31,1
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Basisschool De Vuurtoren,0014::SB211,9732 JS,1271,793,0,2,0,3,0,724,74,0,0,3,0,0,798,100,136,26,51,44,52,42,38,124,43,24,76,33,4
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Basisschool De Kimkiel,0014::SB215,9732 KZ,1173,330,0,1,0,0,0,303,28,0,0,0,0,0,331,43,38,18,26,14,24,24,13,56,17,8,36,13,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Ontmoetingsruimte Het Stuurhuis,0014::SB220,9733 AV,1341,568,1,0,0,0,1,537,31,0,0,0,0,0,569,101,83,20,13,19,43,36,29,77,38,24,71,13,1
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Basisschool De Swoaistee,0014::SB221,9733 EB,1233,681,0,1,0,0,0,627,55,0,0,0,0,0,682,97,108,15,36,29,41,32,20,134,37,18,89,15,10
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Wijkcentrum Het Dok,0014::SB222,9733 CA,1470,1106,3,7,0,0,0,1034,82,0,0,0,0,0,1116,168,150,31,47,48,66,94,56,166,48,50,127,36,19
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Zorgcentrum Mercator,0014::SB223,9733 HH,1238,584,2,2,0,0,0,535,53,0,0,0,0,0,588,52,108,28,32,27,27,31,19,121,30,24,64,20,1
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Kinderopvang Poppejans,0014::SB230,9734 AA,1673,745,4,0,0,2,0,670,82,1,0,3,0,0,752,78,115,40,45,57,56,43,51,121,27,31,59,22,0
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau GBS Het Palet,0014::SB260,9736 RA,1393,603,1,1,0,0,0,558,47,0,0,0,0,0,605,75,62,23,30,17,114,24,27,117,37,12,47,17,1
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Sporthal Beijum,0014::SB261,9736 BV,1087,376,0,0,0,0,0,348,29,0,0,1,0,0,377,58,45,18,11,10,29,35,15,60,28,18,39,9,1
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Activiteitencentrum Trefpunt,0014::SB262,9737 AB,1003,424,0,0,0,0,0,392,32,0,0,0,0,0,424,45,69,8,23,12,28,15,15,110,35,11,44,6,3
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Kentalis Tine Marcusschool,0014::SB263,9737 HK,876,498,1,1,0,0,0,462,38,0,0,0,0,0,500,60,83,13,26,14,36,34,25,75,40,18,54,15,5
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,"Stembureau OBS De Beijumkorf, nevenlocatie De Zwerm",0014::SB264,9736 CT,1115,561,1,2,0,0,0,515,48,0,1,0,0,0,563,73,79,14,34,12,45,27,26,139,37,18,40,11,6
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Groninger Forum Beijum Bibliotheek,0014::SB266,9736 MA,1379,434,3,3,0,0,0,418,22,0,0,0,0,0,440,83,46,12,18,16,38,29,16,77,39,11,41,6,2
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau De Heerdstee,0014::SB267,9736 EA,1088,415,0,0,0,0,0,378,37,0,0,0,0,0,415,67,59,15,16,11,33,21,9,81,38,18,34,10,3
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Gymlokaal Stoepemaheerd,0014::SB268,9737 TJ,1340,1160,5,1,0,1,0,1078,87,0,1,0,0,0,1165,203,153,25,53,34,78,85,43,223,72,37,127,22,5
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Sporthal Selwerd,0014::SB300,9741 EW,2846,700,1,0,0,0,0,664,37,0,0,0,0,0,701,92,80,34,54,50,38,32,26,139,53,16,62,10,14
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Sporthal Selwerd,0014::SB301,9741 EW,0,380,1,1,0,0,1,366,16,1,0,1,0,0,383,31,56,18,43,27,22,24,14,76,23,11,27,4,4
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau ZINN locatie De Es,0014::SB302,9741 HM,905,505,3,1,0,2,0,480,31,0,0,2,0,0,511,70,62,35,19,28,66,42,12,73,13,15,42,10,18
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Basisschool de Wegwijzer,0014::SB304,9741 LE,912,560,4,1,0,0,0,530,35,0,0,0,0,0,565,54,62,44,43,35,70,17,20,107,31,16,44,14,3
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau De Fontein,0014::SB305,9741 EZ,1280,506,2,2,0,0,0,472,38,0,0,0,0,0,510,58,58,34,24,27,64,36,16,96,15,11,46,15,6
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Verpleeghuis 't Blauwbörgje,0014::SB311,9742 BL,1859,944,3,2,0,1,1,889,60,0,0,1,0,0,950,86,136,51,113,80,55,47,32,170,64,21,72,13,4
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Bao Trieu Sportcentrum,0014::SB312,9742 LZ,1164,393,1,1,0,0,0,364,31,0,0,0,0,0,395,43,53,22,15,23,50,24,9,79,11,9,38,3,14
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Bisschop Bekkersschool,0014::SB313,9742 KT,1229,437,3,2,0,0,0,403,39,0,0,0,0,0,442,73,54,24,22,28,36,29,18,58,15,14,42,9,15
,Groningen,PS2019_Groningen,Provinciale Staten Groningen 2019,,Groningen,2019-03-20,Stembureau Woonzorgcentrum Bernlef,0014::SB314,9742 LB,1284,619,3,6,0,0,0,584,44,0,0,0,0,0,628,120,102,38,33,29,34,39,21,77,21,15,61,18,11
