contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),ChristenUnie,GROENLINKS,50PLUS,Sterk Lokaal,Forum voor Democratie,Partij voor de Dieren,Onafhankelijke Partij Drenthe,DENK,Staatkundig Gereformeerde Partij (SGP),Senioren Belang
,Hoogeveen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau School Zuiderbreedte,0118::SB11,7906 GA,1468,889,2,3,0,0,0,836,58,0,0,0,0,0,894,66,91,140,89,106,25,75,46,24,21,152,10,6,4,31,3
,Hoogeveen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,"Stembureau De Goede Herderkerk,ingang Lomanln",0118::SB12,7906 LL,1433,857,2,0,0,0,0,802,57,0,0,0,0,0,859,47,82,159,69,73,20,120,37,33,15,139,18,7,1,31,6
,Hoogeveen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Maranatha kerk,0118::SB13,7907 EG,1338,570,1,3,0,0,0,521,55,0,2,0,0,0,576,65,53,94,55,64,19,51,32,27,18,59,12,3,0,15,3
,Hoogeveen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau WZC De Vecht,0118::SB14,7908 HV,1199,683,6,2,0,0,0,648,43,0,0,0,0,0,691,85,78,110,48,29,23,84,46,21,16,110,12,10,0,9,2
,Hoogeveen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Flat Weideheem I,0118::SB15,7909 GD,1255,534,4,1,0,0,0,502,37,0,0,0,0,0,539,39,55,77,67,40,18,62,29,28,15,79,12,5,1,3,4
,Hoogeveen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Basisschool 't Kienholt,0118::SB16,7908 BJ,1301,752,1,2,0,0,0,697,58,0,0,0,0,0,755,60,67,88,77,31,46,88,75,31,19,136,14,9,3,6,2
,Hoogeveen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Buurthuis De Weideblik,0118::SB17,7908 LL,1499,942,1,6,0,0,0,869,80,0,0,0,0,0,949,124,91,172,60,29,39,96,61,47,30,140,25,13,0,7,8
,Hoogeveen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau MFC De Cirkel,0118::SB18,7914 PM,1529,928,2,3,0,1,0,866,68,0,0,1,0,0,934,55,58,200,56,64,26,130,24,25,29,154,13,6,1,81,6
,Hoogeveen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Dorpscentrum 't Anker,0118::SB19,7913 AE,1811,983,6,1,0,0,0,875,115,0,0,0,0,0,990,66,79,120,105,119,13,100,21,30,34,201,22,9,1,57,6
,Hoogeveen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau WZC Beatrix,0118::SB20,7913 TZ,1834,984,2,2,0,0,0,868,120,0,0,0,0,0,988,53,82,151,71,129,25,93,32,21,58,177,18,5,0,62,7
,Hoogeveen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau De Open Deur,0118::SB21,7916 PC,1098,489,0,2,0,0,0,423,68,0,0,0,0,0,491,25,45,69,36,78,11,20,22,12,17,105,15,3,1,29,1
,Hoogeveen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Buurthuis 't Vonder,0118::SB22,7916 RA,1103,441,2,5,0,0,0,400,48,0,0,0,0,0,448,17,70,49,48,74,14,28,12,9,14,78,15,5,0,6,2
,Hoogeveen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Jul. van Stolbergschool,0118::SB23,7902 JD,1659,552,1,1,0,0,0,513,41,0,0,0,0,0,554,42,52,80,55,77,25,47,29,19,11,87,13,6,2,6,1
,Hoogeveen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau O.B.S. De Schuthoek,0118::SB24,7908 EE,1543,849,1,0,0,2,0,790,62,0,0,2,0,0,852,62,94,94,88,72,38,73,62,40,16,156,25,13,3,10,3
,Hoogeveen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Sporthal Trasselt,0118::SB25,7908 PB,1512,1270,1,1,0,0,0,1167,105,0,0,0,0,0,1272,178,124,234,42,53,117,155,79,48,43,144,32,10,0,7,4
,Hoogeveen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Dorpshuis 't Overschotje,0118::SB26,7931 TL,599,413,3,0,0,0,0,371,45,0,0,0,0,0,416,74,23,80,11,31,13,30,17,9,28,69,11,7,2,7,1
,Hoogeveen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau De Wenning,0118::SB27,7933 PW,1269,853,5,1,0,0,0,858,1,0,0,0,0,0,859,154,63,167,50,65,39,61,40,33,30,106,16,10,0,13,6
,Hoogeveen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau MFC De Opsteker,0118::SB28,7918 AX,1073,643,0,0,0,1,0,575,69,0,0,1,0,0,644,48,37,113,45,78,12,63,26,20,40,117,11,5,2,24,2
,Hoogeveen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Vereniging Ons Dorpshuis,0118::SB29,7934 PE,465,320,0,0,0,0,0,281,39,0,0,0,0,0,320,39,26,47,16,46,5,24,26,9,8,59,7,0,0,8,0
,Hoogeveen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Dorpshuis De Vuurkörf,0118::SB30,7912 TH,683,445,1,0,0,0,0,411,35,0,0,0,0,0,446,25,18,129,31,39,10,52,11,9,11,62,6,5,1,34,2
,Hoogeveen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau MFC De Eiken,0118::SB31,7936 PB,592,366,0,1,0,0,0,325,42,0,0,0,0,0,367,32,23,55,22,40,14,37,14,19,8,71,12,4,0,14,1
,Hoogeveen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau NS Station,0118::SB33,7901 AA,0,202,0,0,0,0,0,188,14,0,0,0,0,0,202,14,18,25,12,9,15,23,26,7,10,28,6,1,0,6,2
,Hoogeveen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Alfa-college,0118::SB34,7903 AA,0,82,0,0,0,0,0,74,8,0,0,0,0,0,82,5,8,9,4,6,5,11,3,1,4,20,2,2,0,2,0
