contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),ChristenUnie,GROENLINKS,50PLUS,Sterk Lokaal,Forum voor Democratie,Partij voor de Dieren,Onafhankelijke Partij Drenthe,DENK,Staatkundig Gereformeerde Partij (SGP),Senioren Belang
,Assen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Fitland Assen,0106::SB19,,1679,741,1,1,0,0,1,671,71,0,0,0,0,0,743,96,84,42,50,29,57,100,62,32,19,124,16,16,4,8,2
,Assen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Sportpark Asser Boys,0106::SB20,,1580,860,0,0,0,0,0,860,0,0,0,0,0,0,860,119,125,71,26,31,114,93,136,34,6,73,30,2,0,0,0
,Assen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau De Schulp,0106::SB21,,1290,693,3,17,0,1,1,680,35,2,0,3,0,0,716,50,111,26,68,49,46,51,81,49,16,84,39,13,1,7,2
,Assen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau De Vijverhof,0106::SB22,,1589,748,2,5,0,0,0,705,50,0,0,0,0,0,755,56,109,51,99,44,37,71,72,57,18,80,35,8,0,6,5
,Assen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Buurthuis Zonnereep,0106::SB23,,1469,642,2,3,0,0,0,594,53,0,0,0,0,0,647,66,87,59,29,45,51,39,82,36,28,68,34,12,0,3,3
,Assen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau De Dissel I,0106::SB24,,1583,1981,4,3,0,0,2,1816,169,0,1,0,1,0,1987,196,242,137,136,86,135,332,242,95,58,196,80,20,5,12,9
,Assen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Het Schakelveld,0106::SB25,,1071,738,0,1,0,2,0,682,59,0,0,2,0,0,741,61,110,54,66,46,51,72,90,45,18,73,35,9,2,5,1
,Assen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau De Valkenhof,0106::SB26,,1496,612,2,2,0,0,0,579,38,0,0,1,0,1,617,63,91,56,48,25,41,79,56,36,28,44,22,15,2,5,1
,Assen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau MFA Kloosterveste I,0106::SB27,,2004,1226,2,1,0,1,2,1107,121,0,0,1,0,0,1230,148,145,89,75,45,106,152,122,44,47,167,54,22,2,8,0
,Assen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau GKV Het Lichtpunt,0106::SB28,,1770,1044,3,2,0,1,2,925,123,0,0,1,0,0,1050,141,115,64,61,40,83,225,71,13,47,109,34,22,1,15,3
,Assen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau De Dissel II,0106::SB29,,1868,935,4,1,0,0,0,852,88,0,0,0,0,0,940,94,108,78,64,30,63,150,100,50,30,99,43,16,1,5,4
,Assen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Provinciehuis,0106::SB30,,1118,658,0,0,0,0,0,613,45,0,0,0,0,0,658,92,93,46,30,16,61,77,77,23,37,63,21,16,0,3,3
,Assen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Sporthal De Timp,0106::SB31,,1019,718,1,2,0,0,1,719,1,0,0,0,0,0,721,59,134,53,59,27,27,89,72,42,29,80,31,3,0,8,5
,Assen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Vrijeschool De Es,0106::SB32,,813,703,2,0,0,0,0,638,67,0,0,0,0,0,705,83,83,38,46,31,65,52,119,24,18,68,51,15,2,3,5
,Assen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Stadhuis II,0106::SB33,,1176,846,2,7,1,12,1,789,78,0,0,13,0,0,868,79,121,55,58,24,83,84,123,42,26,89,37,11,2,6,6
,Assen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau OBS De Marskramer,0106::SB34,,1573,791,3,3,0,0,0,741,56,0,0,0,0,0,797,106,111,47,64,29,85,94,64,32,24,75,32,19,1,8,0
,Assen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau MFA Kloosterveste II,0106::SB35,,1890,1166,0,1,0,2,0,1072,97,0,0,2,0,0,1169,195,145,89,44,44,106,128,127,44,44,131,37,15,2,13,2
,Assen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau MFA Pittelo,0106::SB36,,1455,867,2,7,0,0,0,801,75,0,0,0,0,0,876,52,130,33,80,73,44,109,84,49,33,110,21,14,25,9,1
,Assen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau De Nieuwe Kolk,0106::SB37,,1457,880,3,2,0,1,0,830,54,0,1,0,0,0,884,102,123,77,51,34,77,89,108,44,30,76,38,10,4,14,3
,Assen,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Wilhelmina Ziekenhuis,0106::SB38,,644,485,0,0,0,0,1,443,41,0,0,0,0,0,485,62,63,26,26,12,42,72,55,24,17,58,12,6,1,7,2
