contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),FNP,PVV (Partij voor de Vrijheid),ChristenUnie,Democraten 66 (D66),GROENLINKS,Partij voor de Dieren,50PLUS,Provinciaal Belang Fryslân,Natuurlijk Fryslân,DENK,Staatkundig Gereformeerde Partij (SGP),Forum voor Democratie
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Gymlokaal obs Trianova,0080::SB23,8926 NA,1435,772,6,2,0,1,0,712,67,0,1,0,0,0,779,48,134,40,76,29,51,55,38,90,32,25,6,9,8,10,121
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau De Schakel,0080::SB24,8925 AZ,1412,875,2,3,0,4,0,823,63,2,0,6,0,0,886,82,164,63,54,23,47,58,32,82,30,47,11,13,0,3,166
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Gymlokaal Algraschool,0080::SB25,8925 AG,1445,789,0,0,0,3,0,716,70,0,3,0,0,0,786,103,141,70,46,20,41,63,34,87,26,24,6,5,1,2,120
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Gymlokaal De Wielen,0080::SB26,8925 GZ,1391,1177,0,0,0,0,0,1177,0,0,0,0,0,0,1177,122,241,164,50,33,26,74,66,155,48,36,13,12,1,6,130
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Gymlokaal Menno van Coehoorn,0080::SB27,8921 BJ,1277,613,0,0,0,0,0,572,41,0,0,0,0,0,613,44,101,53,26,17,51,12,33,117,41,11,5,11,0,1,90
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Wijkzorgcentrum Greunshiem,0080::SB28,8937 AS,1331,354,3,1,0,0,0,327,31,0,0,0,1,0,358,27,68,15,26,9,50,11,9,34,23,12,1,4,13,2,50
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Wijkcentrum 't Knooppunt,0080::SB29,8933 GS,1495,741,2,1,0,0,0,686,59,1,0,1,0,0,745,42,134,41,55,30,45,32,54,110,47,18,7,9,0,2,115
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau OBS Potmarge ingang Fruitstraat,0080::SB30,8933 CP,1545,531,4,2,0,0,0,503,34,0,0,0,0,0,537,36,111,16,37,18,40,19,24,88,31,14,5,2,2,3,85
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Zorgcentrum Abbingahiem,0080::SB31,8934 BM,1036,701,2,1,0,0,0,647,59,2,0,2,0,0,706,76,153,48,43,26,36,33,30,83,30,24,6,9,4,6,94
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Hollanderhuuske,0080::SB32,8932 ET,1529,751,3,2,0,1,0,717,40,0,0,1,0,0,757,35,165,37,70,28,33,24,42,121,52,25,1,12,3,2,101
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Wijkgebouw Gerard Dou,0080::SB33,8932 JG,1350,1024,6,1,0,0,0,956,72,0,3,0,0,0,1028,53,219,64,68,46,34,39,67,143,78,38,9,7,2,1,156
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Cultuurcentrum Leeuwarden,0080::SB34,8932 CT,1489,546,3,2,0,0,0,518,33,0,0,0,0,0,551,50,85,27,71,15,42,21,23,61,30,18,5,5,1,2,90
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Wijkcentrum Nijlân,0080::SB35,8931 CX,1522,779,4,2,0,0,0,746,39,0,0,0,0,0,785,71,143,57,62,22,56,31,43,89,36,21,12,7,2,2,125
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Serviceflat Nijlânstate,0080::SB36,8931 EP,1592,821,3,4,0,0,0,799,28,0,1,0,0,0,827,107,160,67,57,34,33,52,32,76,43,50,5,4,1,3,97
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Serviceflat Aldlânstate,0080::SB37,8935 AA,1308,807,4,1,0,1,2,755,56,0,0,1,0,0,813,99,151,108,36,29,17,36,60,77,33,40,4,3,1,1,112
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Erasmus,0080::SB38,8935 BD,1606,793,3,1,0,5,0,731,61,0,5,0,0,0,792,98,156,55,51,33,53,31,26,76,39,43,6,8,2,2,114
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Wijkcentrum Froskenburch,0080::SB39,8935 SC,1304,808,0,0,0,0,0,734,76,2,0,2,0,0,810,60,132,72,61,34,73,57,26,75,45,36,4,11,3,5,114
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Wijkcentrum Froskenburch,0080::SB40,8935 SC,1361,766,4,1,5,0,2,712,62,0,0,5,0,0,776,63,126,60,61,23,46,50,40,83,33,37,2,7,1,7,127
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Lekkum Dorpshuis De Weeme,0080::SB41,9081 AS,507,358,2,0,0,0,0,338,22,0,0,0,0,0,360,20,82,38,30,25,33,8,12,38,23,13,3,0,0,1,32
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Hempens dorpshuis de Bining,0080::SB42,9086 CH,1478,799,4,0,0,0,0,733,72,0,0,2,0,0,805,59,142,125,26,31,24,54,65,103,30,21,6,7,5,4,97
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Goutum Dorpshuis Ien en Mien,0080::SB43,9084 BB,1105,883,1,1,0,0,0,796,88,0,1,0,0,0,884,99,160,127,43,39,18,50,55,89,33,29,8,14,0,4,115
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Wirdum Dorpshuis de Golle,0080::SB44,9088 AP,889,599,0,0,1,0,1,545,54,0,0,1,0,0,600,116,80,45,33,57,23,43,20,61,20,18,7,5,2,0,69
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Wytgaard Parochiezaal RK Kerk,0080::SB45,9089 BG,485,362,0,1,0,0,0,329,34,0,0,0,0,0,363,80,54,19,21,31,21,12,13,37,23,10,6,7,0,2,26
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Wijkcentrum Màrkant,0080::SB46,8939 CC,1229,926,1,5,0,0,0,836,96,0,0,0,0,0,932,120,147,193,22,20,33,58,66,91,22,26,5,2,0,0,121
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Oranje Hotel t.o. station NS,0080::SB47,8911 AG,1114,885,6,1,0,0,2,849,41,0,0,0,0,0,892,38,147,86,45,36,25,27,84,167,76,13,6,9,0,2,124
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Provinciehuis,0080::SB48,8911 KZ,1416,1051,6,0,0,3,5,1054,1,0,0,3,0,0,1060,64,190,85,61,39,36,54,74,204,81,15,13,13,6,3,113
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Wijkcentrum Tjerk Hiddes,0080::SB49,8921 NM,1227,487,2,1,0,0,0,458,32,0,0,0,0,0,490,34,75,37,22,15,55,20,23,48,26,21,3,5,1,2,100
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau M.f.c. Camminghastins,0080::SB50,8925 CK,1372,698,1,2,0,2,1,647,55,0,0,2,0,0,703,42,112,48,74,37,54,26,24,75,28,24,9,2,2,7,134
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Pitch & Putt Golf,0080::SB51,8939 DA,1392,797,0,2,0,0,0,713,86,0,0,0,0,0,799,70,122,137,22,28,29,49,70,74,31,27,5,7,0,1,125
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Goutum Dorpshuis Ien en Mien,0080::SB52,9084 BB,1230,723,2,3,0,0,0,651,80,0,0,3,0,0,731,76,126,108,28,37,21,48,59,62,35,25,6,9,0,1,82
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Parkkerk,0080::SB53,8932 DD,1234,709,3,1,0,1,3,662,47,0,1,0,0,0,712,61,133,50,56,23,46,35,37,103,44,14,7,1,1,0,98
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau M.f.c. Ludingawaard,0080::SB54,8918 GX,1147,508,3,4,0,0,0,482,33,0,0,0,0,0,515,43,121,14,51,18,53,22,12,51,18,16,3,5,12,1,68
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Wijkzorgcentrum De Hofwijck,0080::SB55,8917 AZ,1424,706,0,0,0,0,0,645,61,0,0,0,0,0,706,71,149,127,28,16,32,37,51,89,34,14,3,2,0,2,51
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Stenden Hogeschool Leeuwarden,0080::SB56,8917 DD,16,316,1,0,0,0,0,292,25,0,0,0,0,0,317,19,56,30,8,5,7,9,36,69,21,4,9,4,2,0,37
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Gymlokaal Albertine Agnesschool,0080::SB57,8915 CG,984,532,0,2,0,0,0,503,31,0,0,0,0,0,534,59,73,69,27,13,23,42,45,58,23,14,6,1,2,2,75
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Eco - IGLO,0080::SB58,8941 AJ,1476,828,3,4,0,0,0,759,76,0,0,0,0,0,835,59,145,96,37,37,29,64,73,125,46,15,10,8,1,1,82
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Bethelkerk,0080::SB60,8934 BK,963,444,2,0,0,0,0,421,25,0,0,0,0,0,446,27,63,30,29,20,29,19,19,81,26,17,1,11,1,2,69
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Grou sporthal de Twine,0080::SB61,9001 LB,1608,1037,1,1,0,1,0,956,82,0,1,0,0,0,1038,119,199,143,43,106,28,23,77,88,29,27,10,10,2,3,130
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Grou Friesmastate,0080::SB62,9001 CM,1590,1127,2,3,0,0,2,1043,87,0,0,0,0,0,1132,97,250,122,78,123,49,19,60,77,34,52,6,18,2,0,140
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Grou Het Theehuis,0080::SB63,9001 BG,1392,729,0,3,0,2,0,681,49,0,2,0,0,0,730,47,158,123,37,80,23,6,33,73,19,28,7,12,0,2,81
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Warten It Iepen Stee,0080::SB64,9003 LP,732,433,0,0,0,0,0,398,37,2,0,2,0,0,435,73,67,32,20,39,16,9,55,17,17,10,7,4,0,2,65
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Wergea Us Doarpshûs,0080::SB65,9005 PL,1357,856,0,1,0,0,0,785,75,0,0,3,0,0,860,104,210,83,37,100,46,26,40,55,27,23,9,11,0,4,81
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Reduzum Gymlokaal Trije Doarpen Skoalle,0080::SB66,9008 TB,1000,658,2,1,0,0,1,658,2,0,0,0,0,0,661,73,158,65,26,68,34,9,37,45,15,20,4,12,0,6,86
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Jirnsum doarpshûs It Kattehûs,0080::SB67,9011 VJ,1036,601,0,2,0,0,0,552,51,0,0,0,0,0,603,81,112,63,17,63,20,20,23,57,9,19,9,26,0,4,78
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Stiens Skilhiem,0080::SB68,9051 MB,1245,699,1,0,0,5,0,651,44,0,5,0,0,0,695,120,131,72,34,110,26,31,22,32,19,16,2,10,0,1,73
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Stiens De Skalm,0080::SB69,9051 BR,1234,825,0,0,0,0,0,774,53,2,0,2,0,0,827,113,140,69,54,123,49,41,27,48,29,23,7,8,0,2,92
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Koarnjum De Bining,0080::SB70,9056 PW,623,394,0,1,0,0,1,375,19,0,0,0,0,0,395,41,65,34,20,61,26,11,19,30,20,7,6,6,0,0,48
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Hijum Dorpshuis de Kampioen,0080::SB71,9054 KK,449,249,0,1,0,0,0,228,22,0,0,0,0,0,250,41,38,24,6,49,14,17,4,18,7,5,0,1,0,0,25
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Britsum Lokaliteit Gereformeerde Kerk,0080::SB72,9055 MG,788,519,1,3,0,0,0,483,40,0,0,0,0,0,523,107,70,28,43,68,19,45,21,24,19,11,6,6,0,1,51
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Stiens De Hege Stins,0080::SB73,9051 ER,1250,814,2,6,0,0,0,763,59,0,0,0,0,0,822,154,149,76,31,70,37,56,23,57,23,23,8,5,3,7,92
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Stiens De Sprankel (zij-ingang),0080::SB74,9051 KE,783,560,1,0,0,0,1,516,44,0,0,0,0,0,561,87,99,48,34,80,20,30,14,35,21,21,6,4,0,3,58
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Stiens Talant,0080::SB76,9051 LP,1464,793,0,1,0,0,0,728,66,0,0,0,0,0,794,129,156,105,43,60,24,57,30,40,16,24,11,5,0,1,92
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Alde Leie Us Gebou,0080::SB77,9071 XG,202,138,0,0,0,0,0,122,16,0,0,0,0,0,138,13,19,10,13,21,5,9,5,10,4,3,1,3,0,0,22
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Mantgum M.f.c. De Wjukken,0080::SB78,9022 BD,1111,804,0,0,0,0,0,732,72,0,0,0,0,0,804,83,157,79,34,120,21,34,49,85,30,17,13,19,0,2,61
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Baard De Stjelp,0080::SB79,8834 XM,601,427,0,2,0,0,0,389,40,0,0,0,0,0,429,60,67,34,22,73,19,11,11,49,21,7,3,7,0,4,39
,Leeuwarden,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Weidum Verzorgingshuis Nij Dekama,0080::SB80,9024 EN,888,578,1,0,0,0,1,534,44,0,0,0,0,0,579,94,97,67,20,95,14,10,19,59,14,17,9,7,0,0,56
