contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),FNP,PVV (Partij voor de Vrijheid),ChristenUnie,Democraten 66 (D66),GROENLINKS,Partij voor de Dieren,50PLUS,Provinciaal Belang Fryslân,Natuurlijk Fryslân,DENK,Staatkundig Gereformeerde Partij (SGP),Forum voor Democratie
,Noardeast-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Meckama State Kollum,1970::SB27,9291 AM,1529,773,1,2,0,0,0,724,52,0,0,0,0,0,776,164,75,55,31,62,46,84,24,43,14,15,7,8,1,11,133
,Noardeast-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Pro Rege Kollum,1970::SB28,9291 EM,1393,856,3,1,0,0,0,780,80,0,0,0,0,0,860,197,96,80,40,58,55,97,15,29,18,23,15,6,0,12,115
,Noardeast-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis 't Trefpunt Kollumerpomp,1970::SB29,9293 LL,359,224,0,1,0,0,0,210,15,0,0,0,0,0,225,53,25,33,9,15,18,13,2,12,8,3,3,1,0,2,27
,Noardeast-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau M.F.C. Hústerwâld Oudwoude,1970::SB30,9294 KP,717,355,0,1,0,0,0,308,48,0,0,0,0,0,356,84,18,42,16,48,26,23,8,19,5,9,0,3,0,4,50
,Noardeast-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau M.F.C. De Tredder Westergeest,1970::SB31,9295 KC,710,380,0,0,0,0,0,337,43,0,0,0,0,0,380,69,19,29,18,57,36,34,13,22,7,5,3,0,0,8,60
,Noardeast-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis De Trije Doarpen,1970::SB32,9298 JP,1059,525,0,3,0,0,0,464,58,0,6,0,6,0,522,138,23,28,22,59,38,70,9,14,8,6,10,4,0,14,82
,Noardeast-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Eendracht K'Zwaag,1970::SB33,9298 RG,1127,619,0,0,0,2,0,546,75,0,0,2,0,0,621,188,26,29,21,61,39,105,7,20,4,12,9,2,0,22,74
,Noardeast-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis De Bosk Zwagerbosch,1970::SB34,9299 HT,544,259,0,0,0,0,0,227,32,0,0,0,0,0,259,13,25,12,16,52,35,18,2,6,2,5,3,0,0,8,62
,Noardeast-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis Toutenburg Burum,1970::SB35,9851 AR,615,347,0,2,0,0,0,311,38,0,0,0,0,0,349,93,21,62,5,13,18,41,4,20,7,2,4,1,0,3,53
,Noardeast-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis De Schans Munnekezijl,1970::SB36,9853 PH,388,213,0,1,0,0,0,190,24,0,0,0,0,0,214,53,18,32,11,1,27,17,2,11,5,4,3,0,0,0,29
,Noardeast-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Woonzorg Centrum Foswert,1970::SB37,9172 PS,1417,865,1,1,0,0,0,788,79,0,0,0,0,0,867,223,70,61,21,141,46,99,16,31,16,21,8,5,0,5,102
,Noardeast-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Doarpshûs De Nije Tille,1970::SB38,9073 HG,1066,557,0,2,0,0,0,517,42,0,0,0,0,0,559,148,47,41,17,68,40,52,9,23,16,12,4,6,0,5,69
,Noardeast-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau MFC It Trefpunt,1970::SB39,9074 CZ,1019,679,0,3,1,0,0,615,66,0,1,0,0,0,681,157,75,58,38,60,38,71,12,44,15,21,5,2,0,1,82
,Noardeast-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Offingaburg,1970::SB40,9074 DV,994,446,1,4,0,0,3,406,42,0,0,0,0,0,451,82,63,47,28,35,38,43,5,16,12,11,3,6,0,2,55
,Noardeast-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau MFC Het Spectrum,1970::SB41,9111 HH,1098,636,2,3,0,0,0,584,57,0,0,0,0,0,641,144,59,41,21,76,31,43,24,44,23,17,7,9,0,6,91
,Noardeast-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau MFC Fjildsicht,1970::SB42,9171 LM,657,378,0,0,0,0,0,337,41,0,0,0,0,0,378,97,42,20,14,51,18,57,5,8,8,4,3,2,0,6,43
,Noardeast-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Doarpshûs De Fjouwer,1970::SB43,9175 GG,300,197,0,1,0,0,0,172,26,0,0,0,0,0,198,72,13,7,6,36,8,18,0,3,9,3,4,0,0,0,18
,Noardeast-Fryslân,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau CBS De Pionier,1970::SB44,9101 SC,569,357,0,0,0,0,0,336,21,0,0,0,0,0,357,94,21,41,6,38,10,35,14,19,6,5,4,2,0,3,59
