contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,50PLUS,Partij voor de Dieren,Forum voor Democratie,DENK
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau OBS Het Stadsveld,0153::SB208,,1600,763,0,3,0,0,0,710,56,0,0,0,0,0,766,45,68,75,75,58,110,37,1,85,31,12,132,34
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau De Triangel,0153::SB209,,1465,939,5,10,0,2,1,865,86,0,2,0,0,0,952,79,92,78,98,55,104,49,6,72,32,27,165,82
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Zorgcentrum de Hatteler,0153::SB210,,1719,1276,3,12,0,0,12,1276,3,0,0,0,0,0,1291,127,183,72,177,110,105,82,3,120,42,45,177,33
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau SBO de Spinaker,0153::SB211,,1553,538,4,3,0,1,1,503,40,0,1,0,0,0,544,28,32,46,55,57,51,37,1,64,17,30,87,33
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau OBS Twekkelerveld,0153::SB301,,1518,926,3,4,0,3,0,855,81,0,0,3,0,0,936,53,94,80,117,78,102,45,4,130,30,43,125,25
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Paulusschool,0153::SB302,,1460,598,1,2,0,0,1,539,61,0,0,0,0,0,601,35,46,54,66,41,95,29,4,53,17,19,134,5
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau CBS de Zevenster,0153::SB303,,1328,289,0,2,0,0,0,260,31,0,0,0,0,0,291,19,40,34,22,16,28,19,2,29,6,10,54,10
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Bibliotheek Twekkelerveld,0153::SB304,,1650,1237,7,3,0,0,0,1135,112,0,0,0,0,0,1247,75,92,105,153,93,149,69,14,162,35,45,188,57
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Zone College,0153::SB305,,1524,364,0,1,0,0,0,336,29,0,0,0,0,0,365,16,50,29,29,27,30,19,3,52,9,19,60,21
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau U.T. De Bastille (Atrium),0153::SB306,,1736,1890,15,3,0,0,0,1838,72,0,0,2,0,2,1910,121,278,44,211,403,12,103,7,454,7,106,134,10
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Het Roessingh/Revalidatiecentrum,0153::SB401,,1684,1103,3,1,0,8,0,1009,112,6,0,14,0,0,1121,64,151,76,131,127,46,57,3,191,19,74,155,9
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Clubgebouw EMOS,0153::SB402,,1585,1112,0,2,0,1,0,1016,97,0,1,0,0,0,1113,143,206,44,120,122,32,50,8,176,32,38,138,3
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Basisschool Anna van Buren,0153::SB403,,1684,1076,10,3,0,2,0,974,117,0,0,2,0,0,1091,74,151,51,122,106,79,97,8,142,33,49,137,27
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Liberein, locatie Ariënsstaete",0153::SB404,,1726,977,0,4,0,1,0,900,80,0,1,0,0,0,980,113,103,88,108,69,81,44,3,101,28,50,138,51
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Servicecentrum Noord,0153::SB405,,1510,614,8,3,0,0,0,565,60,0,0,0,0,0,625,53,54,32,79,37,59,29,5,64,14,28,85,75
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Ons Huis De Dollard,0153::SB406,,1742,770,2,3,0,1,0,707,69,0,0,1,0,0,776,52,64,65,94,66,49,52,8,88,18,34,91,89
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Prismare,0153::SB407,,1589,922,2,1,0,0,1,836,88,0,0,0,0,0,925,68,139,84,103,97,46,42,8,145,18,53,101,18
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Ons Huis Het Achtervoort,0153::SB408,,1589,707,2,2,0,0,0,640,71,0,0,0,0,0,711,64,83,51,47,38,67,26,4,83,35,31,94,84
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Voetbalvereniging VOSTA,0153::SB501,,1604,701,0,4,0,1,1,658,47,0,0,1,0,0,706,40,55,61,78,56,93,39,5,93,21,27,117,16
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau OBS Park Stokhorst,0153::SB503,,1816,1199,5,1,0,0,0,1099,106,0,0,0,0,0,1205,112,179,93,138,111,80,43,7,152,39,59,179,7
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Liberein, locatie Het Florapark",0153::SB504,,1898,706,3,3,0,0,0,653,59,0,0,0,0,0,712,55,67,51,98,35,109,23,4,75,37,28,103,21
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Paus Joannesschool,0153::SB505,,1675,1378,2,2,0,0,2,1226,155,0,0,1,1,0,1383,143,348,60,119,144,67,63,2,143,40,54,195,0
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau OBS Het Vastert,0153::SB601,,1563,1008,2,1,0,0,0,901,112,0,0,2,0,2,1013,79,137,73,135,72,78,100,5,86,40,28,171,4
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Wooncentrum Het Veldhof,0153::SB602,,1717,1216,6,7,0,6,0,1121,116,2,0,8,0,0,1237,117,161,93,136,62,112,88,18,114,56,37,209,13
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau OBS Het Stroink,0153::SB603,,1706,512,2,1,0,0,0,459,55,0,1,0,1,0,514,32,39,60,49,21,88,16,4,40,20,23,95,25
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stroinkshuis,0153::SB604,,1681,646,1,5,0,0,0,577,74,0,1,0,1,0,651,70,67,53,64,36,81,39,10,54,30,14,115,13
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau De Regenboog,0153::SB606,,1537,790,3,2,0,5,0,711,89,0,0,5,0,0,800,69,47,68,82,38,87,52,11,80,28,23,189,16
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Bonhoeffer College,0153::SB607,,1539,390,3,5,0,1,0,357,42,0,0,1,0,0,399,15,15,40,36,14,79,22,1,30,19,13,68,38
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau De Zuidsprong,0153::SB608,,1494,745,6,6,0,0,0,666,89,0,2,0,2,0,755,69,35,71,95,23,118,31,0,53,34,13,141,62
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Zorgcentrum De Posten,0153::SB609,,1607,874,2,5,0,1,0,787,90,0,4,0,3,0,877,135,43,74,91,33,110,45,3,64,46,15,178,37
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau OBS De Broekheurne,0153::SB610,,1821,796,2,1,0,4,1,704,98,0,0,4,0,0,803,112,72,64,78,41,89,57,7,53,30,28,130,35
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Zorgcentrum Broekheurnerstede,0153::SB611,,1177,651,2,6,0,0,0,608,53,0,0,2,0,2,661,66,63,49,88,28,88,59,2,45,28,20,107,8
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau OBS Harry Bannink,0153::SB612,,1621,568,1,18,0,1,0,501,85,0,1,0,0,0,586,43,25,57,37,30,61,12,0,50,11,29,138,75
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Victoria '28,0153::SB613,,1742,784,4,3,0,1,0,710,82,0,0,1,0,0,792,81,55,74,61,41,81,36,5,62,28,20,191,49
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Mediant Helmerzijde,0153::SB614,,1701,1038,2,0,0,0,0,943,99,2,0,2,0,0,1042,84,159,93,100,75,85,67,3,98,44,41,183,6
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau CBS Willem van Oranje,0153::SB615,,1620,708,1,1,0,0,0,633,77,0,0,0,0,0,710,51,70,72,67,46,76,51,7,62,17,37,149,3
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Basisschool de Jonge Helden,0153::SB616,,1631,649,0,2,0,1,0,587,65,0,0,1,0,0,652,51,75,66,63,53,43,55,0,69,34,30,107,3
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau OBS de Sterrenborgh,0153::SB617,,1662,1039,0,5,0,1,0,949,96,0,0,1,0,0,1045,78,116,79,128,84,103,74,3,129,28,22,189,6
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Liberein, locatie Dr. Ariënshuis",0153::SB801,,1746,728,4,0,0,0,0,652,80,0,0,0,0,0,732,93,76,62,70,24,148,17,2,54,31,19,130,2
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Parochiehuis,0153::SB802,,1603,637,2,2,0,0,0,573,68,0,0,0,0,0,641,68,62,66,48,17,132,19,4,38,30,8,142,3
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau OBS Glanerbrug Zuid,0153::SB803,,1647,817,1,3,1,0,0,737,85,0,0,1,0,0,822,56,69,72,88,43,143,26,2,65,25,30,178,20
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau CBS Ouverture,0153::SB804,,1409,754,0,0,0,1,0,716,37,0,1,0,0,0,753,79,84,78,44,28,127,28,6,71,21,27,152,9
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Liberein, locatie Bruggerbosch",0153::SB805,,1812,797,1,2,0,0,0,720,80,0,0,0,0,0,800,47,114,55,93,62,98,37,1,68,38,20,155,9
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau OBS De Esmarke,0153::SB806,,1859,1069,2,4,0,2,0,1032,41,0,2,0,0,0,1073,55,159,62,115,90,110,38,3,106,42,31,236,22
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau BSO 't Kraaiennest,0153::SB807,,1704,565,2,13,0,2,0,544,38,0,0,2,0,0,582,51,72,39,61,27,107,16,0,35,20,16,118,3
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau OBS Glanerbrug Noord,0153::SB808,,1188,435,0,1,0,0,0,390,46,0,0,0,0,0,436,24,28,47,47,11,114,6,2,23,15,13,104,1
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau OBS Molenbeek Usselo,0153::SB901,,848,500,2,1,0,0,0,441,59,0,3,0,3,0,500,53,119,20,33,43,53,17,2,34,14,21,89,2
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau OBS Molenbeek Boekelo,0153::SB902,,1705,1179,2,1,0,0,0,1068,116,0,0,2,0,2,1184,113,274,57,101,100,100,38,5,130,45,45,171,0
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Marcellinusschool Boekelo,0153::SB903,,1113,687,1,0,0,0,0,621,67,0,0,0,0,0,688,97,126,44,57,59,31,40,6,71,24,33,99,0
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Dorpshuis Lonneker,0153::SB904,,1279,911,1,4,0,3,0,819,94,0,3,0,0,0,913,201,181,37,64,57,61,29,4,92,26,30,129,0
,Enschede,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau St. Liduinaschool,0153::SB905,,1141,600,1,2,0,0,0,537,66,0,0,0,0,0,603,147,107,28,48,31,32,22,4,46,11,15,108,1
