contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,50PLUS,Partij voor de Dieren,Forum voor Democratie,DENK
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Verzorgingstehuis Huize Friso,0141::SB14,7608 RM,2660,1237,0,8,0,0,0,1126,119,0,0,0,0,0,1245,211,183,90,100,82,119,62,11,88,63,36,182,10
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Wijkcentrum De Schelf,0141::SB15,7608 KH,2665,1600,4,9,0,0,1,1470,146,4,0,4,0,0,1617,193,132,182,160,62,230,108,9,112,59,54,283,16
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau O.B.S. De Tandem (Havezathe),0141::SB16,7608 CL,2663,1375,2,4,0,0,0,1248,133,0,0,0,0,0,1381,184,146,112,159,70,154,70,3,118,48,32,269,10
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Hoog Schuilenburg,0141::SB17,7604 GC,1793,923,6,1,4,0,0,845,89,0,0,4,0,0,934,99,79,73,89,46,106,65,10,62,50,23,147,74
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau MFA Eninver,0141::SB18,7604 EH,1569,1006,6,5,2,0,1,875,143,0,0,2,0,0,1019,111,89,58,114,31,109,63,7,67,30,31,111,185
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau OBS Step,0141::SB19,7606 TW,1392,633,1,3,0,0,1,556,80,0,0,0,0,0,637,56,51,41,70,15,110,27,1,32,22,18,53,137
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Wijkcentrum De Goossenmaat,0141::SB20,7605 CP,1779,448,0,3,0,0,0,400,51,0,0,0,0,0,451,24,13,38,25,10,150,9,4,17,18,9,57,74
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Café het Kroegje,0141::SB21,7606 BC,1383,482,2,1,0,0,0,453,32,0,0,0,0,0,485,25,33,40,37,25,132,13,0,22,17,12,108,18
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Pniëlkerk,0141::SB22,7606 GX,1385,910,4,4,0,0,0,806,112,0,0,0,0,0,918,80,56,64,76,35,145,41,3,59,27,16,145,163
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Wijkcentrum De Driehoek,0141::SB23,7606 JS,989,325,0,0,0,0,0,299,26,0,0,0,0,0,325,23,36,21,37,16,53,7,1,33,8,6,50,34
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Wooncomplex Windmolenbroek,0141::SB24,7609 KA,1778,659,4,0,0,0,0,600,63,0,0,0,0,0,663,70,56,80,55,26,68,52,9,56,54,19,99,15
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau P.C. Basisschool De Huve,0141::SB25,7609 GP,1590,1043,4,6,0,0,0,940,113,0,0,0,0,0,1053,104,113,74,74,46,123,97,13,120,30,38,191,20
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Wijkcentrum Möll'nwiek,0141::SB26,7609 LA,2028,1096,2,2,0,0,0,987,113,0,0,0,0,0,1100,128,140,79,115,62,111,72,9,102,36,33,200,9
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Basisschool de Mare,0141::SB27,7609 VK,1971,1184,2,1,0,2,0,1066,123,0,0,2,0,0,1189,133,217,71,115,80,106,63,14,86,34,26,221,18
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Zone.College,0141::SB28,7609 PH,2097,1178,3,1,0,0,0,1066,116,0,0,0,0,0,1182,112,231,75,119,77,81,72,9,92,34,42,207,27
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Gemeenschapscentrum 't Aahoes,0141::SB29,7611 BD,1231,735,0,1,0,0,0,682,54,0,0,0,0,0,736,109,116,43,64,34,74,42,18,49,29,24,133,0
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Verzorgingstehuis Trivium,0141::SB30,7627 NT,1403,900,1,2,0,0,3,802,98,0,0,0,0,0,903,325,185,26,34,42,54,14,5,26,24,14,150,1
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Mobiel stembureau,0141::SB31,,0,189,2,2,0,0,1,183,9,0,0,0,0,0,193,27,26,12,21,16,19,10,1,18,9,3,23,4
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Erve Noordik,0141::SB37,7602 CH,1693,911,2,2,0,0,0,833,82,0,0,0,0,0,915,117,210,74,75,67,46,32,6,89,19,36,126,14
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau ROC van Twente,0141::SB38,7604 BB,1185,270,3,2,0,0,0,243,32,0,0,0,0,0,275,15,34,18,20,19,18,12,0,36,5,12,35,46
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Waterschap Vechtstromen,0141::SB39,7609 PZ,1502,468,0,1,0,0,1,420,48,0,0,0,0,0,469,66,101,24,37,25,26,31,4,49,20,9,66,10
