contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),GROENLINKS,ChristenUnie,Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),50PLUS,DENK,U26 GEMEENTEN,Forum voor Democratie
,Nieuwegein,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Kinderdagverblijf De Toverfluit,0356::SB11,3437 XB,1591,853,4,4,0,0,1,785,76,1,0,1,0,0,862,147,46,75,87,72,58,75,40,38,8,52,7,15,133
,Nieuwegein,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Buurtplein Batau I,0356::SB12,3437 AA,1263,944,2,0,0,3,0,862,81,0,3,0,0,0,943,130,66,74,68,78,73,109,56,54,2,65,10,11,148
,Nieuwegein,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Buurtplein Batau II,0356::SB13,3437 AA,1432,917,4,0,0,3,0,840,84,0,0,3,0,0,924,137,72,72,88,68,53,96,44,45,2,64,9,12,155
,Nieuwegein,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Openbare basisschool De Meander II,0356::SB14,3436 GE,1350,678,5,0,1,0,0,604,80,0,0,1,0,0,684,93,48,67,62,49,55,87,22,31,1,31,14,12,106
,Nieuwegein,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Openbare basisschool De Meander I,0356::SB15,3436 GE,1749,496,0,0,0,2,0,450,44,0,2,0,0,0,494,79,42,39,62,33,36,76,20,15,1,25,6,7,55
,Nieuwegein,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,"Stembureau PC bs Pr.Margrietschool, locatie Zuid",0356::SB16,3436 GB,1689,861,7,5,0,0,0,781,92,0,0,0,0,0,873,131,45,72,60,109,54,79,41,23,9,33,12,12,181
,Nieuwegein,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Scholengemeenschap Anna van Rijn,0356::SB17,3435 XA,1869,910,3,2,0,0,0,807,108,0,0,0,0,0,915,115,56,81,98,68,70,122,45,39,6,60,6,15,129
,Nieuwegein,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Openbare basisschool De Krullevaar,0356::SB18,3435 BZ,1812,933,2,7,0,1,1,852,90,0,0,1,0,0,943,119,55,51,116,89,65,132,40,60,6,46,13,7,134
,Nieuwegein,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Buurtplein Doorslag,0356::SB19,3435 EP,1098,709,5,2,0,0,0,661,54,0,1,0,1,0,715,82,51,71,61,75,39,90,46,24,7,45,0,10,108
,Nieuwegein,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau La CaZa,0356::SB20,3432 TK,1808,928,3,4,0,1,0,839,95,0,1,0,0,0,934,64,53,68,94,80,74,134,64,57,11,42,15,13,159
,Nieuwegein,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau De Schouw,0356::SB21,3432 XW,1761,820,2,6,0,0,1,745,82,0,0,0,0,0,828,108,47,35,86,73,49,127,35,34,5,37,35,20,129
,Nieuwegein,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Jenaplanschool De Zuiderkroon,0356::SB22,3432 SZ,1295,688,2,2,0,0,1,635,56,0,0,0,0,0,692,95,47,55,76,47,54,93,17,26,5,48,13,3,109
,Nieuwegein,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau PC basisschool Maurits,0356::SB23,3434 CA,1571,667,0,0,0,0,0,591,76,0,0,0,0,0,667,87,38,44,49,64,51,61,60,20,9,52,24,4,104
,Nieuwegein,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau t Veerhuis,0356::SB24,3434 AZ,1552,732,6,0,0,1,0,681,58,0,0,1,0,0,739,121,42,91,55,70,50,54,33,27,6,40,7,12,124
,Nieuwegein,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Kerkelijk Centrum De Rank,0356::SB25,3434 HA,965,668,1,3,0,0,0,617,55,0,0,0,0,0,672,81,38,63,54,75,58,61,35,14,11,36,8,5,129
,Nieuwegein,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Buurtplein Zuid,0356::SB26,3434 EW,1256,935,4,5,0,0,1,850,93,0,0,0,0,0,944,113,49,89,69,68,72,113,50,53,11,68,19,9,152
,Nieuwegein,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Locatie Prins Hendriklaan 27,0356::SB27,3433 EH,1224,612,8,1,0,0,0,545,76,0,0,0,0,0,621,118,35,45,40,43,32,77,50,23,8,27,4,2,108
,Nieuwegein,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Dorpshuis Fort Vreeswijk,0356::SB28,3433 ZZ,1481,893,1,3,0,0,0,813,84,0,0,0,0,0,897,107,58,100,97,72,68,72,68,31,11,60,2,9,138
,Nieuwegein,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,"Stembureau Gemeenschapsruimte ""boerderij Bos""",0356::SB29,3437 KN,1325,1039,6,9,0,1,2,960,93,0,0,1,0,0,1055,175,70,84,102,89,68,103,30,36,5,70,3,18,186
,Nieuwegein,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau PC Basisschool Kon. Juliana II,0356::SB30,3437 KB,953,802,1,2,0,0,0,713,93,1,0,1,0,0,806,109,65,85,78,62,43,76,40,31,4,48,11,16,134
,Nieuwegein,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Petanquecentrum Nieuwegein I,0356::SB31,3437 PJ,1059,676,3,1,1,0,0,603,76,0,1,0,0,0,679,121,48,62,60,70,38,60,9,22,6,35,10,6,129
,Nieuwegein,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Petanquecentrum Nieuwegein II,0356::SB32,3437 PJ,1402,511,1,0,0,0,0,469,42,0,1,0,1,0,511,93,26,37,56,57,33,46,11,13,0,38,6,3,92
,Nieuwegein,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau PC Basisschool Kon. Juliana I,0356::SB33,3437 KB,1965,756,0,1,0,0,97,660,0,0,0,0,0,0,757,109,53,68,53,88,52,63,27,29,5,47,14,5,143
