contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,50PLUS,Partij voor de Dieren,Forum voor Democratie,DENK
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Chr. Daltonschool De Groen,0160::SB37,7701 AT,1421,944,2,3,0,0,0,900,49,0,0,0,0,0,949,222,142,41,50,36,75,59,14,69,42,28,164,2
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau CNS,0160::SB38,7707 DZ,1611,1048,1,1,0,0,0,976,74,0,0,0,0,0,1050,196,155,49,71,48,74,136,32,66,47,15,158,1
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau De Reestkerk,0160::SB39,7707 PM,1359,601,3,1,0,1,0,528,78,0,0,1,0,0,606,103,91,23,38,31,22,58,43,35,27,25,105,0
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau O.B.S. 't Spectrum,0160::SB40,7772 LD,1512,1039,4,1,0,0,0,959,85,0,0,0,0,0,1044,206,88,48,71,36,65,228,35,82,45,18,114,3
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Marslanden - Restaurant Het Heemse,0160::SB41,7773 AH,973,712,0,2,0,0,0,642,72,0,0,0,0,0,714,142,123,13,37,22,43,181,16,27,19,7,80,2
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Gemeentehuis,0160::SB42,7772 HZ,1047,551,1,3,0,0,0,512,43,0,0,0,0,0,555,115,57,33,40,14,49,90,15,37,17,16,66,2
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Hardenberg Buurtkamer,0160::SB43,7772 CE,1195,714,4,3,0,0,0,679,42,0,0,0,0,0,721,178,71,22,56,19,51,136,17,41,36,23,63,1
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Dorpshuis De Heujmansbelt,0160::SB45,7695 TJ,860,547,0,1,0,1,1,498,48,0,1,0,0,0,547,160,54,23,34,17,33,77,21,27,23,10,68,0
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Geref.Ver.gebouw 't Kruispunt,0160::SB46,7691 BA,1245,797,6,3,0,0,0,756,50,0,0,0,0,0,806,157,30,31,33,3,50,313,47,19,23,9,81,1
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Herv.Ver.gebouw  Rheezerveen,0160::SB47,7797 HD,599,356,2,1,1,0,0,319,39,0,1,0,0,0,358,85,21,4,10,10,52,58,20,11,5,6,74,0
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Jeugdgebouw  Kronkelhonk,0160::SB48,7776 PL,1337,687,4,1,0,0,0,645,47,0,0,0,0,0,692,124,69,44,51,17,68,15,5,33,113,7,141,0
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Zaal Mulder,0160::SB50,7772 PB,1194,822,2,1,0,0,0,763,62,0,0,0,0,0,825,175,90,41,49,21,36,166,21,57,30,18,117,1
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Ver.gebouw Hoogenweg,0160::SB51,7793 HP,446,298,0,0,0,0,0,288,10,0,0,0,0,0,298,81,36,22,16,3,25,19,1,17,12,7,59,0
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Ver. gebouw De Bo,0160::SB52,7691 CG,1249,791,0,0,0,0,0,713,78,0,0,0,0,0,791,159,65,18,15,19,56,258,28,14,31,12,116,0
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Ver. geb. a/d Lutteresweg,0160::SB53,7775  PP,552,303,0,0,0,0,0,285,18,0,0,0,0,0,303,93,20,16,26,0,25,35,9,9,12,11,47,0
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Wijkcentrum De Wiekstee,0160::SB54,7772 LZ,1503,843,0,2,0,0,0,775,68,0,2,0,2,0,843,185,87,25,50,20,57,191,25,49,26,14,114,0
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Wijkcentrum Baalder,0160::SB55,7772 DP,1256,739,0,2,0,0,0,691,50,0,0,0,0,0,741,121,46,49,55,14,62,174,18,49,37,12,100,2
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau De Wingerd,0160::SB56,7692 AE,937,637,2,2,0,0,0,591,50,0,0,0,0,0,641,127,29,12,15,8,27,241,77,17,7,17,60,0
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Dedemsvaart - CBS de Ark,0160::SB57,7701 KK,1222,541,0,0,0,0,0,498,41,0,2,0,2,0,539,76,61,43,55,18,76,42,13,46,25,8,77,1
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Dedemsvaart - Clubgebouw Korfbal,0160::SB58,7701 VT,1074,509,0,0,0,0,0,481,28,0,0,0,0,0,509,130,63,26,30,25,28,54,6,33,30,12,70,2
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Station Hardenberg,0160::SB59,7772 CJ,0,184,0,1,0,0,1,171,13,0,0,0,0,0,185,23,22,15,8,6,20,25,3,27,5,4,24,2
